url_rotten,rt_tomatometer,rt_audience_score,rt_critics_consensus
https://www.rottentomatoes.com/m/faded_memories,,45,
https://www.rottentomatoes.com/m/influence,,,
https://www.rottentomatoes.com/m/punnami_naagu,,,
https://www.rottentomatoes.com/m/homecoming_massacre,,,
https://www.rottentomatoes.com/m/coffee,,,
https://www.rottentomatoes.com/m/dont_suck,,62,
https://www.rottentomatoes.com/m/samhain,,,
https://www.rottentomatoes.com/m/dance_freak,,,
https://www.rottentomatoes.com/m/the_revenge_of_robert,,17,
https://www.rottentomatoes.com/m/ghosts_that_still_walk,,,
https://www.rottentomatoes.com/m/rival,,26,
https://www.rottentomatoes.com/m/broken_glass,,,
https://www.rottentomatoes.com/m/the_craft_legacy,47,24,"Although director Zoe Lister-Jones has forged a new path for the weirdos of today,The Craft: Legacy's spells may only enchant fans of the original."
https://www.rottentomatoes.com/m/mating_dance,,,
https://www.rottentomatoes.com/m/the_forbidden_play,,44,
https://www.rottentomatoes.com/m/waiting,29,75,Waiting... is a gross-out comedy that is more gross than comic.
https://www.rottentomatoes.com/m/writers_block,,,
https://www.rottentomatoes.com/m/the_tell_tale_heart,,,
https://www.rottentomatoes.com/m/house_of_darkness_new_blood,,,
https://www.rottentomatoes.com/m/holland_road,,,
https://www.rottentomatoes.com/m/afterward,86,,
https://www.rottentomatoes.com/m/images,71,69,
https://www.rottentomatoes.com/m/blood_riders_the_devil_rides_with_us,,,
https://www.rottentomatoes.com/m/p2,35,36,"P2is full of gore, but low on suspense, featuring a cat-and-mouse plot has been done many times before."
https://www.rottentomatoes.com/m/killers,,,
https://www.rottentomatoes.com/m/verified,,,
https://www.rottentomatoes.com/m/lingering,60,0,
https://www.rottentomatoes.com/m/stay,26,69,"A muddled brain-teaser, Stay has a solid cast and innovative visuals but little beneath the surface."
https://www.rottentomatoes.com/m/vampire_girl_vs_frankenstein_girl,,57,
https://www.rottentomatoes.com/m/transmission,,,
https://www.rottentomatoes.com/m/feast,56,59,Director Gulager makes the most of what he's given; the resultingFeastoffers up some surprisingly tasty -- if far from nourishing -- morsels.
https://www.rottentomatoes.com/m/ju_on_the_curse_2,,69,
https://www.rottentomatoes.com/m/alien_vs_zombies,,,
https://www.rottentomatoes.com/m/the_strange_case_of_dr_jekyll_and_mr_hyde,,,
https://www.rottentomatoes.com/m/highway,,68,
https://www.rottentomatoes.com/m/13th_floor,,25,
https://www.rottentomatoes.com/m/phantasmagoria,,,
https://www.rottentomatoes.com/m/the_disco_exorcist,,33,
https://www.rottentomatoes.com/m/baby_doll,83,80,
https://www.rottentomatoes.com/m/black-hand,,38,
https://www.rottentomatoes.com/m/freakshow,,,
https://www.rottentomatoes.com/m/paranoid,,16,
https://www.rottentomatoes.com/m/dead_womans_hollow,,,
https://www.rottentomatoes.com/m/lechmi,,,
https://www.rottentomatoes.com/m/playdate,,,
https://www.rottentomatoes.com/m/waiting,29,75,Waiting... is a gross-out comedy that is more gross than comic.
https://www.rottentomatoes.com/m/i_am_not_a_monster,,,
https://www.rottentomatoes.com/m/chase,,,
https://www.rottentomatoes.com/m/blue_moon,,,
https://www.rottentomatoes.com/m/hell_girl,,,
https://www.rottentomatoes.com/m/bunny_the_killer_thing,,41,
https://www.rottentomatoes.com/m/the_pencil,,100,
https://www.rottentomatoes.com/m/the_tenants_downstairs,56,33,
https://www.rottentomatoes.com/m/public_domain,57,,
https://www.rottentomatoes.com/m/the_wicked_gift,,,
https://www.rottentomatoes.com/m/scarecrow,,,
https://www.rottentomatoes.com/m/ritual,,,
https://www.rottentomatoes.com/m/desir,,,
https://www.rottentomatoes.com/m/wish_upon,20,31,"Wish Uponis neither scary nor original, but its fundamental flaws as a horror movie may make it destination viewing for after-midnight camp genre enthusiasts."
https://www.rottentomatoes.com/m/sacrilege,,29,
https://www.rottentomatoes.com/m/voodoo,,22,
https://www.rottentomatoes.com/m/dyke_hard,,,
https://www.rottentomatoes.com/m/night_of_the_damned,,,
https://www.rottentomatoes.com/m/vampire_zombies_from_space,,,
https://www.rottentomatoes.com/m/e,,,
https://www.rottentomatoes.com/m/abigail,,35,
https://www.rottentomatoes.com/m/deluge,,91,
https://www.rottentomatoes.com/m/candy_corn,67,30,
https://www.rottentomatoes.com/m/the_photographer_inside_the_mind_of_a_psycho,,,
https://www.rottentomatoes.com/m/death_park_the_end,,,
https://www.rottentomatoes.com/m/starry_eyes,74,55,Starry Eyespokes Hollywood's seedy underbelly to produce a refreshingly original horror story led by a breakout performance from Alex Essoe.
https://www.rottentomatoes.com/m/killer_date,,,
https://www.rottentomatoes.com/m/fingers,85,68,
https://www.rottentomatoes.com/m/frankenstein,,11,
https://www.rottentomatoes.com/m/bamboozled,53,74,Bamboozledis too heavy-handed in its satire and comes across as more messy and overwrought than biting.
https://www.rottentomatoes.com/m/misty,,63,
https://www.rottentomatoes.com/m/hideaway,,,
https://www.rottentomatoes.com/m/tether,,,
https://www.rottentomatoes.com/m/the_killing_floor,,31,
https://www.rottentomatoes.com/m/lift_to_hell,,,
https://www.rottentomatoes.com/m/killer_influence,,,
https://www.rottentomatoes.com/m/panic,,,
https://www.rottentomatoes.com/m/see_saw,,,
https://www.rottentomatoes.com/m/dead_fury,,20,
https://www.rottentomatoes.com/m/dead_sea,,30,
https://www.rottentomatoes.com/m/the_perfect_host_a_southern_gothic_tale,,,
https://www.rottentomatoes.com/m/the_executioner,,,
https://www.rottentomatoes.com/m/the-executioner,,,
https://www.rottentomatoes.com/m/the_legend_of_six_fingers,,,
https://www.rottentomatoes.com/m/parano,,,
https://www.rottentomatoes.com/m/death,,,
https://www.rottentomatoes.com/m/2084,,,
https://www.rottentomatoes.com/m/within_the_woods,,10,
https://www.rottentomatoes.com/m/the_creature,,,
https://www.rottentomatoes.com/m/migrating_forms,,17,
https://www.rottentomatoes.com/m/claustrophobia,,,
https://www.rottentomatoes.com/m/the_house_of_violent_desire,,,
https://www.rottentomatoes.com/m/borderland,,,
https://www.rottentomatoes.com/m/beowulf,71,50,"Featuring groundbreaking animation, stunning visuals, and a talented cast,Beowulfhas in spades what more faithful book adaptations forget to bring: pure cinematic entertainment."
https://www.rottentomatoes.com/m/we_all_fall_down,,,
https://www.rottentomatoes.com/m/stalker,,,
https://www.rottentomatoes.com/m/nails,,,
https://www.rottentomatoes.com/m/deadly_karma,,,
https://www.rottentomatoes.com/m/left,,,
https://www.rottentomatoes.com/m/disconnected,,19,
https://www.rottentomatoes.com/m/decommissioned,,,
https://www.rottentomatoes.com/m/the_inerasable,100,38,
https://www.rottentomatoes.com/m/shorts_after_dark,,,
https://www.rottentomatoes.com/m/pottu,,,
https://www.rottentomatoes.com/m/2012_an_awakening,,69,
https://www.rottentomatoes.com/m/maid_droid,,28,
https://www.rottentomatoes.com/m/cursed,,,
https://www.rottentomatoes.com/m/simon_king_of_the_witches,,66,
https://www.rottentomatoes.com/m/milk_teeth,,,
https://www.rottentomatoes.com/m/mirrors,,,
https://www.rottentomatoes.com/m/the_huldra,,,
https://www.rottentomatoes.com/m/alienated,,,
https://www.rottentomatoes.com/m/hard_labor,86,62,
https://www.rottentomatoes.com/m/mark_of_the_devil_part_ii,,11,
https://www.rottentomatoes.com/m/dementia_13,69,34,
https://www.rottentomatoes.com/m/house_of_darkness,,,
https://www.rottentomatoes.com/m/virus_shark,,21,
https://www.rottentomatoes.com/m/pov,,,
https://www.rottentomatoes.com/m/plastic_tree,,,
https://www.rottentomatoes.com/m/plaga_zombie,,,
https://www.rottentomatoes.com/m/out_of_the_dark,,68,
https://www.rottentomatoes.com/m/creepozoids,,16,
https://www.rottentomatoes.com/m/eyes,,83,
https://www.rottentomatoes.com/m/darkness_visible,,75,
https://www.rottentomatoes.com/m/ripper_man,,,
https://www.rottentomatoes.com/m/lets-kill-uncle,,38,
https://www.rottentomatoes.com/m/dark_entities,,76,
https://www.rottentomatoes.com/m/nightmare_alley,87,85,"Playing against type withNightmare Alley, Tyrone Power and Edmund Goulding deliver some of their best work in a carnival-set noir unafraid to showcase true despair."
https://www.rottentomatoes.com/m/blades_in_the_darkness,,,
https://www.rottentomatoes.com/m/cold_skin,50,55,"Cold Skinexerts a strong visual pull, even if all that icy atmosphere isn't a truly satisfying substitute for a story that dares to go somewhere different."
https://www.rottentomatoes.com/m/dead_weight,,,
https://www.rottentomatoes.com/m/silent_night_bloody_night_the_homecoming,,8,
https://www.rottentomatoes.com/m/deadly_invitations,,,
https://www.rottentomatoes.com/m/rancour,,,
https://www.rottentomatoes.com/m/idol_of_evil_hell_is_forever,,,
https://www.rottentomatoes.com/m/alias_john_preston,,,
https://www.rottentomatoes.com/m/chain_reaction,,,
https://www.rottentomatoes.com/m/teen_vamp,,12,
https://www.rottentomatoes.com/m/exorcism,,,
https://www.rottentomatoes.com/m/ganymede,77,66,
https://www.rottentomatoes.com/m/crazy_lips,,,
https://www.rottentomatoes.com/m/spider,,,
https://www.rottentomatoes.com/m/children_of_darkwood_house,,,
https://www.rottentomatoes.com/m/the_manor,89,57,
https://www.rottentomatoes.com/m/itch,82,,
https://www.rottentomatoes.com/m/nona,,57,
https://www.rottentomatoes.com/m/reflection,,,
https://www.rottentomatoes.com/m/neighborhood_watch,71,69,
https://www.rottentomatoes.com/m/roadkill,,79,
https://www.rottentomatoes.com/m/penny_lane_is_dead,,,
https://www.rottentomatoes.com/m/funny_man,,52,
https://www.rottentomatoes.com/m/fragile,,38,
https://www.rottentomatoes.com/m/el_cuco,,,
https://www.rottentomatoes.com/m/tales_that_witness_madness,,30,
https://www.rottentomatoes.com/m/the_secret_of_evil,,,
https://www.rottentomatoes.com/m/visions,,,
https://www.rottentomatoes.com/m/reflections,,,
https://www.rottentomatoes.com/m/body_bags,73,49,
https://www.rottentomatoes.com/m/the_mummy,64,75,"It's difficult to make a persuasive argument forThe Mummyas any kind of meaningful cinematic achievement, but it's undeniably fun to watch."
https://www.rottentomatoes.com/m/love_at_first_bite,71,55,"Love at First Bitecould use some more warm-blooded barbs to liven up its undead comedy, but George Hamilton's campy charisma gives the prince of darkness some welcome pizazz."
https://www.rottentomatoes.com/m/the_black_quarry,,,
https://www.rottentomatoes.com/m/pinwheel,,,
https://www.rottentomatoes.com/m/machhli_jal_ki_rani_hai,,,
https://www.rottentomatoes.com/m/1_hour_to_kill,,,
https://www.rottentomatoes.com/m/those_who_walk_away,33,93,
https://www.rottentomatoes.com/m/the_ghost_of_spoon_river,,0,
https://www.rottentomatoes.com/m/damned_rites,,,
https://www.rottentomatoes.com/m/the_incredible_truth,,,
https://www.rottentomatoes.com/m/daylight,28,37,"The opening's got a great fiery explosion and Stallone puts in another earnest, sympathetic performance, but all else inDaylightfeels designed to annoy the audience into submission."
https://www.rottentomatoes.com/m/lost_and_found,,50,
https://www.rottentomatoes.com/m/the_samaritans,,,
https://www.rottentomatoes.com/m/the_darkest_sorrows,,,
https://www.rottentomatoes.com/m/death_streamer,,,
https://www.rottentomatoes.com/m/a_nasty_piece_of_work,,100,
https://www.rottentomatoes.com/m/monstruo,,,
https://www.rottentomatoes.com/m/ouija,,42,
https://www.rottentomatoes.com/m/anna_and_the_dead,,,
https://www.rottentomatoes.com/m/txt,,71,
https://www.rottentomatoes.com/m/i_saw_black_clouds,,,
https://www.rottentomatoes.com/m/the_dinner_party,,12,
https://www.rottentomatoes.com/m/rotten,,,
https://www.rottentomatoes.com/m/parasyte_part_1,,74,
https://www.rottentomatoes.com/m/dead_is_dead,,,
https://www.rottentomatoes.com/m/awareness,11,54,
https://www.rottentomatoes.com/m/sisters-of-death,,5,
https://www.rottentomatoes.com/m/destroyer,74,51,"Destroyer's grueling narrative is as uncompromising as Nicole Kidman's central performance, which adds extra layers to a challenging film that leaves a lingering impact."
https://www.rottentomatoes.com/m/a_nightmare_on_elm_street_4_the_dream_master,56,43,"A Nightmare on Elm Street 4: The Dream Mastermarks a relative high point in this franchise's bumpy creative journey, although the original remains far superior."
https://www.rottentomatoes.com/m/black_friday,100,52,
https://www.rottentomatoes.com/m/pandemonium,,44,
https://www.rottentomatoes.com/m/choke,56,52,"While bolstered by strong performances from Sam Rockwell and Anjelica Huston,Chokestruggles to capture the tone of Chuck Palahniuk's novel."
https://www.rottentomatoes.com/m/blood_honey,25,72,
https://www.rottentomatoes.com/m/metamorphosis,,,
https://www.rottentomatoes.com/m/staycation,,,
https://www.rottentomatoes.com/m/mister_mummy,,,
https://www.rottentomatoes.com/m/bhaagamathie,83,62,
https://www.rottentomatoes.com/m/like_dogs,,25,
https://www.rottentomatoes.com/m/uncle,,,
https://www.rottentomatoes.com/m/the_raven,,41,
https://www.rottentomatoes.com/m/seizure,,6,
https://www.rottentomatoes.com/m/dark_august,,50,
https://www.rottentomatoes.com/m/sharktopus_vs_whalewolf,,32,
https://www.rottentomatoes.com/m/shadows-of-the-dead,,0,
https://www.rottentomatoes.com/m/1408,80,61,"Relying on psychological tension rather than overt violence and gore,1408is a genuinely creepy thriller with a strong lead performance by John Cusack."
https://www.rottentomatoes.com/m/bob,,,
https://www.rottentomatoes.com/m/dracula_prince_of_darkness,82,66,"Never veering too far from the usual Hammer trappings,Dracula, Prince of Darknesscasts an effectively vicious vampire yarn with its chilling atmosphere and spirited cast of characters."
https://www.rottentomatoes.com/m/the_strange_case_of_dr_jekyll_and_mr_hyde,,,
https://www.rottentomatoes.com/m/spider,,,
https://www.rottentomatoes.com/m/alpha_delta_zatan,,,
https://www.rottentomatoes.com/m/hack_job,,,
https://www.rottentomatoes.com/m/the_haunting_of_pendle_hill,,,
https://www.rottentomatoes.com/m/pennhurst,,,
https://www.rottentomatoes.com/m/banshee,,45,
https://www.rottentomatoes.com/m/zombie_strippers,37,30,"Though intentionally campy,Zombie Stripperssuffers from poor execution, and never rises above its silly premise."
https://www.rottentomatoes.com/m/the_stepford_children,,,
https://www.rottentomatoes.com/m/ring_ring,,72,
https://www.rottentomatoes.com/m/blue,100,87,
https://www.rottentomatoes.com/m/faceless_after_dark,77,31,
https://www.rottentomatoes.com/m/the_darkest_place,,,
https://www.rottentomatoes.com/m/ghost_story,28,46,"Director John Irvin wastes the efforts of a tremendously talented cast, making this oneGhost Storythat deserves to be drowned out by boos."
https://www.rottentomatoes.com/m/hell_night,57,44,
https://www.rottentomatoes.com/m/remember_me,,,
https://www.rottentomatoes.com/m/against_the_night,9,87,
https://www.rottentomatoes.com/m/bigfoot,,26,
https://www.rottentomatoes.com/m/children_of_the_corn_iii_urban_harvest,,26,
https://www.rottentomatoes.com/m/plot-7,,,
https://www.rottentomatoes.com/m/the_intervention,78,49,The Intervention's familiar plot is enlivened by complex character dynamics and a likable cast.
https://www.rottentomatoes.com/m/massage_parlor_murders,,,
https://www.rottentomatoes.com/m/xterminator_and_the_ai_apocalypse,,,
https://www.rottentomatoes.com/m/bone_cold,,51,
https://www.rottentomatoes.com/m/the_walking_deceased,0,28,
https://www.rottentomatoes.com/m/family_reunion,,,
https://www.rottentomatoes.com/m/paranormal_farm_2_closer_to_the_truth,,,
https://www.rottentomatoes.com/m/soror,,,
https://www.rottentomatoes.com/m/the_cat,,,
https://www.rottentomatoes.com/m/ghastlies,,,
https://www.rottentomatoes.com/m/cheekh,,,
https://www.rottentomatoes.com/m/in_ghost_house_inn,,33,
https://www.rottentomatoes.com/m/the_botanist,,,
https://www.rottentomatoes.com/m/variant,,,
https://www.rottentomatoes.com/m/grasshopper,,46,
https://www.rottentomatoes.com/m/blood_tracks,,30,
https://www.rottentomatoes.com/m/i_live_here_now,86,,
https://www.rottentomatoes.com/m/sorority_party_massacre,,4,
https://www.rottentomatoes.com/m/dracula,,39,
https://www.rottentomatoes.com/m/tahkhana,,,
https://www.rottentomatoes.com/m/marked,,18,
https://www.rottentomatoes.com/m/gauri-the-unborn,,17,
https://www.rottentomatoes.com/m/leave_me_alone,,28,
https://www.rottentomatoes.com/m/world_war_dead_rise_of_the_fallen,,17,
https://www.rottentomatoes.com/m/huesera_the_bone_woman,97,65,"A bone-chilling body horror,Hueseraoffers genre fans a twisted take on What to Expect When You're Expecting."
https://www.rottentomatoes.com/m/tainted,,,
https://www.rottentomatoes.com/m/jeruzalem,54,51,"Jeruzalem's setting adds an interesting twist to this found-footage horror outing, even if the end result is still somewhat pedestrian."
https://www.rottentomatoes.com/m/dark_light,,18,
https://www.rottentomatoes.com/m/come_home,,,
https://www.rottentomatoes.com/m/phantom_brother,,,
https://www.rottentomatoes.com/m/motor_home_massacre,,14,
https://www.rottentomatoes.com/m/rawhead_rex,30,39,
https://www.rottentomatoes.com/m/inbred_redneck_alien_abduction,,86,
https://www.rottentomatoes.com/m/clown,,30,
https://www.rottentomatoes.com/m/vien_di_notte,,,
https://www.rottentomatoes.com/m/sputnik,,,
https://www.rottentomatoes.com/m/paralyzed_with_fear,,,
https://www.rottentomatoes.com/m/addams_family_reunion,,33,
https://www.rottentomatoes.com/m/yeh_raat_phir_na_aayegi,,,
https://www.rottentomatoes.com/m/benny_loves_you,79,61,"A zany entry into the sentient murder toy genre,Benny Loves Youis an enjoyably macabre and clever horror-comedy that will have audiences rooting for its loveable villain."
https://www.rottentomatoes.com/m/maldoror,77,,
https://www.rottentomatoes.com/m/night_of_the_lepus,0,27,
https://www.rottentomatoes.com/m/young_high_and_dead,,,
https://www.rottentomatoes.com/m/frankenstein,,11,
https://www.rottentomatoes.com/m/leprechaun_3,17,35,
https://www.rottentomatoes.com/m/young_blood,,,
https://www.rottentomatoes.com/m/the_red_book_ritual,,29,
https://www.rottentomatoes.com/m/closet,85,78,A pleasant comedy with a great cast.
https://www.rottentomatoes.com/m/weredeer,,,
https://www.rottentomatoes.com/m/housebound,95,73,"Alternately hilarious, gross, and simply diverting,Houseboundis the rare horror-comedy that delivers on both fronts."
https://www.rottentomatoes.com/m/children_of_the_corn,11,38,"Bereft of a single kernel of fear or excitement, thisChildren of the Cornsuggests the franchise is irrevocably lost in a maize of sub-mediocrity."
https://www.rottentomatoes.com/m/7_mummies,,21,
https://www.rottentomatoes.com/m/instinct,27,67,A convoluted and predictable plot overshadows the performances.
https://www.rottentomatoes.com/m/sublime,33,37,
https://www.rottentomatoes.com/m/amazon_hot_box,,,
https://www.rottentomatoes.com/m/hen,,,
https://www.rottentomatoes.com/m/the_hunt,,,
https://www.rottentomatoes.com/m/shandas_river,,,
https://www.rottentomatoes.com/m/its_a_wonderful_knife,55,73,"It's a Wonderful Knifetakes an enthusiastic stab at holiday-themed horror-comedy, even if it doesn't cut quite as deep as it should."
https://www.rottentomatoes.com/m/light_from_the_tower,,100,
https://www.rottentomatoes.com/m/ragini_mms,,25,
https://www.rottentomatoes.com/m/hidden_above_2_the_mystery_unfolds,,,
https://www.rottentomatoes.com/m/culture_shock,,,
https://www.rottentomatoes.com/m/camp_terror,,,
https://www.rottentomatoes.com/m/spell_claire,,,
https://www.rottentomatoes.com/m/behind_you,6,26,
https://www.rottentomatoes.com/m/apotheosis,,97,
https://www.rottentomatoes.com/m/truth_or_dare,,58,
https://www.rottentomatoes.com/m/subham,,,
https://www.rottentomatoes.com/m/the_medium,,67,
https://www.rottentomatoes.com/m/kick_me,,,
https://www.rottentomatoes.com/m/amulet,73,35,"If its chilly sense of dread never quite becomes spine-tingling terror,Amuletremains smart, solidly disquieting fun for genre fans seeking slow-building horror."
https://www.rottentomatoes.com/m/nightlife,,67,
https://www.rottentomatoes.com/m/me_and_the_devil,,,
https://www.rottentomatoes.com/m/demon-resurrection,,,
https://www.rottentomatoes.com/m/the_sleeping_beauty,,,
https://www.rottentomatoes.com/m/lost_gully_road,,,
https://www.rottentomatoes.com/m/the_ape_man,,15,
https://www.rottentomatoes.com/m/goth,,40,
https://www.rottentomatoes.com/m/faces,85,86,"Director John Cassavetes forgoes conventional style in this hard-bitten examination of a marriage, letting his actors tell the story through dialogue and theirFacesto refreshing effect."
https://www.rottentomatoes.com/m/vindicta,14,37,
https://www.rottentomatoes.com/m/horror_house,,38,
https://www.rottentomatoes.com/m/black_rainbow,88,51,
https://www.rottentomatoes.com/m/apparition_of_evil,,,
https://www.rottentomatoes.com/m/just_before_dawn,60,52,
https://www.rottentomatoes.com/m/fisheye,,,
https://www.rottentomatoes.com/m/gumshoe,88,55,
https://www.rottentomatoes.com/m/a_reflection_of_fear,,45,
https://www.rottentomatoes.com/m/the_owner,,,
https://www.rottentomatoes.com/m/the_prophecy_uprising,,31,
https://www.rottentomatoes.com/m/reel,,,
https://www.rottentomatoes.com/m/mythily_veendum_varunnu,,,
https://www.rottentomatoes.com/m/the_after_dark,,,
https://www.rottentomatoes.com/m/cursed,,,
https://www.rottentomatoes.com/m/danny,,,
https://www.rottentomatoes.com/m/epilogue,,,
https://www.rottentomatoes.com/m/hide_seek,,,
https://www.rottentomatoes.com/m/house_of_pain,,,
https://www.rottentomatoes.com/m/12_hour_shift,78,47,"Sharp, twisted, and darkly funny,12 Hour Shiftis an uncommonly clever heist caper with a refreshing female-focused twist."
https://www.rottentomatoes.com/m/pari,53,76,
https://www.rottentomatoes.com/m/hallucination,,,
https://www.rottentomatoes.com/m/locusts_the_8th_plague,,14,
https://www.rottentomatoes.com/m/the_machine,,,
https://www.rottentomatoes.com/m/cold_meat,92,46,
https://www.rottentomatoes.com/m/aranmanai,,,
https://www.rottentomatoes.com/m/return_to_sender,,,
https://www.rottentomatoes.com/m/jurassic_shark_3_seavenge,,36,
https://www.rottentomatoes.com/m/bride_of_chucky,47,50,"Bride of Chuckyis devoid of any fright and the franchise has become tiresomely self-parodic, although horror fans may find some pleasure in this fourth entry's camp factor."
https://www.rottentomatoes.com/m/the_void,,24,
https://www.rottentomatoes.com/m/spiker,,,
https://www.rottentomatoes.com/m/hand,,,
https://www.rottentomatoes.com/m/cherry_tree,9,19,
https://www.rottentomatoes.com/m/the_bells,,,
https://www.rottentomatoes.com/m/my_love,,,
https://www.rottentomatoes.com/m/portal,,10,
https://www.rottentomatoes.com/m/santas_slay,40,44,
https://www.rottentomatoes.com/m/blood_creek,,47,
https://www.rottentomatoes.com/m/clawed,,17,
https://www.rottentomatoes.com/m/interstate,,,
https://www.rottentomatoes.com/m/bury_me_twice,,,
https://www.rottentomatoes.com/m/strangled,82,69,
https://www.rottentomatoes.com/m/nightwatch_demons_are_forever,69,53,
https://www.rottentomatoes.com/m/mag_mag,,,
https://www.rottentomatoes.com/m/how-to-make-a-monster,,24,
https://www.rottentomatoes.com/m/time_to_go,,,
https://www.rottentomatoes.com/m/the_hole,,,
https://www.rottentomatoes.com/m/the_transformations_of_the_transformations_of_the_drs_jenkins,,,
https://www.rottentomatoes.com/m/hell_hath_no_fury,,,
https://www.rottentomatoes.com/m/sequence,,,
https://www.rottentomatoes.com/m/the_priests,,56,
https://www.rottentomatoes.com/m/the_black_nun,,,
https://www.rottentomatoes.com/m/stand_off,,,
https://www.rottentomatoes.com/m/easter_evil,,,
https://www.rottentomatoes.com/m/santa_claus_serial_rapist,,,
https://www.rottentomatoes.com/m/christmas_cruelty,,,
https://www.rottentomatoes.com/m/turn_it_up,10,25,"Reviewers say Turn It Up has a derivative feel, running through too many urban movie cliches."
https://www.rottentomatoes.com/m/katabi_koy_mamaw,,,
https://www.rottentomatoes.com/m/asura_girl_a_blood_c_tale,,,
https://www.rottentomatoes.com/m/how_to_save_us,,42,
https://www.rottentomatoes.com/m/bride_of_the_gorilla,,24,
https://www.rottentomatoes.com/m/radiant,,,
https://www.rottentomatoes.com/m/suburban_nightmare,,30,
https://www.rottentomatoes.com/m/deaths_sonata,,,
https://www.rottentomatoes.com/m/bardo,,,
https://www.rottentomatoes.com/m/the_cursed,,,
https://www.rottentomatoes.com/m/the_demon,,,
https://www.rottentomatoes.com/m/cuties,88,14,"A thoughtful look at the intricacies of girlhood in the modern age,Cutiesis a coming-of-age film that confronts its themes with poignancy and nuance."
https://www.rottentomatoes.com/m/the_inherited,,21,
https://www.rottentomatoes.com/m/the_borderlands,83,48,
https://www.rottentomatoes.com/m/the_dunes,,,
https://www.rottentomatoes.com/m/in_between,,,
https://www.rottentomatoes.com/m/viento_negro,,100,
https://www.rottentomatoes.com/m/the_maid,,,
https://www.rottentomatoes.com/m/100_ghost_street_the_return_of_richard_speck,,11,
https://www.rottentomatoes.com/m/resurrection,,,
https://www.rottentomatoes.com/m/the_savior,,,
https://www.rottentomatoes.com/m/patient_seven,,27,
https://www.rottentomatoes.com/m/king_of_snake,,,
https://www.rottentomatoes.com/m/lost,,,
https://www.rottentomatoes.com/m/ballet_of_blood,,,
https://www.rottentomatoes.com/m/the_arkansas_pigman_massacre,,,
https://www.rottentomatoes.com/m/no_reason,,,
https://www.rottentomatoes.com/m/gacy_serial_killer_next_door,,4,
https://www.rottentomatoes.com/m/bloody_slumber_party,,,
https://www.rottentomatoes.com/m/zombie_apocalypse,,27,
https://www.rottentomatoes.com/m/morris-county,,,
https://www.rottentomatoes.com/m/you_better_watch_out,,,
https://www.rottentomatoes.com/m/unsettled,100,82,
https://www.rottentomatoes.com/m/fabled,44,22,
https://www.rottentomatoes.com/m/around_the_bend,29,60,"Around the Bendsets a destination of earnest generational drama, but settles for the most derivative route to get there, veering off course into trite sentimentality."
https://www.rottentomatoes.com/m/one_in_a_million,,0,
https://www.rottentomatoes.com/m/last_girl_standing,,35,
https://www.rottentomatoes.com/m/house_of_mystery,,12,
https://www.rottentomatoes.com/m/revolt_of_the_zombies,0,7,
https://www.rottentomatoes.com/m/behind_closed_doors,,,
https://www.rottentomatoes.com/m/wounds,,87,
https://www.rottentomatoes.com/m/capsized_blood_in_the_water,,36,
https://www.rottentomatoes.com/m/the_visitor,,,
https://www.rottentomatoes.com/m/the-visitor,,57,
https://www.rottentomatoes.com/m/incubus,,14,
https://www.rottentomatoes.com/m/halloween_kills,38,66,"Halloween Killsshould satisfy fans in search of brute slasher thrills, but in terms of advancing the franchise, it's a bit less than the sum of its bloody parts."
https://www.rottentomatoes.com/m/dark_motel,,,
https://www.rottentomatoes.com/m/dark_age,100,42,
https://www.rottentomatoes.com/m/memoir,,,
https://www.rottentomatoes.com/m/lucid,14,74,
https://www.rottentomatoes.com/m/the_hands,,,
https://www.rottentomatoes.com/m/hypnotic,25,25,
https://www.rottentomatoes.com/m/pandemic_thirst,,,
https://www.rottentomatoes.com/m/warhunt,20,84,
https://www.rottentomatoes.com/m/the-mirror,,40,
https://www.rottentomatoes.com/m/sapien,,,
https://www.rottentomatoes.com/m/house_of_the_dead_2,,22,
https://www.rottentomatoes.com/m/the_hearing,,,
https://www.rottentomatoes.com/m/the_human_pyramid,,71,
https://www.rottentomatoes.com/m/three_tears_on_bloodstained_flesh,,,
https://www.rottentomatoes.com/m/song_at_midnight,,58,
https://www.rottentomatoes.com/m/the_visitor,,,
https://www.rottentomatoes.com/m/the-visitor,,57,
https://www.rottentomatoes.com/m/sunset_society,,41,
https://www.rottentomatoes.com/m/the_unwanted,,,
https://www.rottentomatoes.com/m/view,,,
https://www.rottentomatoes.com/m/unnatural,,14,
https://www.rottentomatoes.com/m/all_the_kind_strangers,,23,
https://www.rottentomatoes.com/m/the_devil_in_white,,,
https://www.rottentomatoes.com/m/scream_a_little_dream,,,
https://www.rottentomatoes.com/m/the_light_on_the_hill,,,
https://www.rottentomatoes.com/m/the_supernatural,,,
https://www.rottentomatoes.com/m/held,39,63,"Its core idea is solid, butHeldsquanders most of its intriguingly nasty potential with lackluster overall execution."
https://www.rottentomatoes.com/m/the_nine,,,
https://www.rottentomatoes.com/m/i_am_the_doorway,,,
https://www.rottentomatoes.com/m/growth,,72,
https://www.rottentomatoes.com/m/whos_there,,,
https://www.rottentomatoes.com/m/midnight_movie,,29,
https://www.rottentomatoes.com/m/ten_little_indians,,,
https://www.rottentomatoes.com/m/the_curse_of_willow_song,,,
https://www.rottentomatoes.com/m/stuffed,100,100,
https://www.rottentomatoes.com/m/the_eyes_below,,,
