tconst,tmdb_id,title,primaryTitle,genres,averageRating,numVotes
tt0048240,171502,Beast Man Snow Man,Jû jin yuki otoko,"Horror, Sci-Fi",5.4,354.0
tt0048992,108181,The Beast of Hollow Mountain,The Beast of Hollow Mountain,"Drama, Horror, Romance",4.1,2097.0
tt0049234,117017,Fright,Fright,"Film-Noir, Horror",4.7,256.0
tt0050545,52199,Invasion of the Saucer-Men,Invasion of the Saucer Men,"Comedy, Horror, Sci-Fi",5.3,2402.0
tt0051151,120303,The Vampire,The Vampire,"Drama, Horror, Mystery",6.9,1293.0
tt0051542,30637,Corridors of Blood,Corridors of Blood,"Crime, Horror, Thriller",6.4,2563.0
tt0051570,43115,Earth vs. the Spider,The Spider,"Horror, Sci-Fi, Thriller",4.7,3974.0
tt0051706,86667,Grip of the Strangler,The Haunted Strangler,"Crime, Horror, Mystery",6.2,2404.0
tt0051874,183806,The Crying Woman,La Llorona,"Drama, Fantasy, Horror",5.8,177.0
tt0051937,101745,Black Pit of Dr. M,The Black Pit of Dr. M,"Fantasy, Horror, Mystery",6.8,901.0
tt0052131,53187,The Return of Dracula,The Return of Dracula,"Drama, Horror, Mystery",5.7,1753.0
tt0052320,43143,The Crawling Eye,The Crawling Eye,"Horror, Sci-Fi",5.3,5468.0
tt0052530,26854,4D Man,4D Man,"Action, Horror, Romance",5.8,2429.0
tt0052811,52203,The Flesh and the Fiends,The Flesh and the Fiends,"Crime, Drama, Thriller",6.9,2691.0
tt0053768,55663,Dinosaurus!,Dinosaurus!,"Adventure, Comedy, Fantasy",4.9,2018.0
tt0054020,52745,The Leech Woman,The Leech Woman,"Horror, Romance, Sci-Fi",4.8,2484.0
tt0054346,85611,The Stranglers of Bombay,The Stranglers of Bombay,"Action, Adventure, History",6.2,1482.0
tt0054917,28883,Nostradamus: The Genie of Darkness,Genii of Darkness,"Drama, Horror, Mystery",5.9,76.0
tt0056055,89762,Hand of Death,Hand of Death,"Horror, Sci-Fi",4.8,689.0
tt0056277,19201,Captain Clegg,Night Creatures,"Action, Adventure, Drama",6.6,4149.0
tt0056415,113739,Ring of Terror,Ring of Terror,"Drama, Horror",1.9,1512.0
tt0056565,158873,The Tell-Tale Heart,The Tell-Tale Heart,Horror,5.9,737.0
tt0056684,116410,The Weird Ones,The Weird Ones,"Comedy, Sci-Fi",7.2,13.0
tt0056855,386451,Baron Brakola,Baron Brakola,"Action, Adventure, Fantasy",5.4,65.0
tt0057226,39222,The Kiss of the Vampire,The Kiss of the Vampire,Horror,6.2,4476.0
tt0057330,391937,The Dead Don't Forgive,Los muertos no perdonan,"Horror, Mystery",5.0,50.0
tt0057434,100657,Violent Midnight,Violent Midnight,Horror,5.6,417.0
tt0057926,262919,Catacombs,The Woman Who Wouldn't Die,"Horror, Mystery, Thriller",6.1,473.0
tt0057985,30991,The Curse of the Living Corpse,The Curse of the Living Corpse,"Drama, Horror",5.3,990.0
tt0058098,480273,The Edge of Fear,El filo del miedo,"Drama, Horror",5.0,28.0
tt0058208,42794,The Horror of Party Beach,The Horror of Party Beach,"Comedy, Horror, Musical",3.4,3460.0
tt0058313,1173480,A Mad Woman,Feng fu,"Drama, Horror",4.6,21.0
tt0059106,42735,Fanatic,Die! Die! My Darling!,"Horror, Thriller",6.3,3592.0
tt0059311,59802,Incubus,Incubus,Horror,6.1,2443.0
tt0059477,5719,Mudhoney!,Mudhoney,"Drama, Horror",6.3,1583.0
tt0059496,39893,The Nanny,The Nanny,"Mystery, Thriller",7.1,7383.0
tt0059727,42745,The Skull,The Skull,"Horror, Thriller",6.2,4208.0
tt0059743,261597,Space Probe Taurus,Space Probe Taurus,"Horror, Sci-Fi",3.9,686.0
tt0060214,5060,Carry On Screaming!,Carry on Screaming!,"Comedy, Horror",6.7,6577.0
tt0060226,110092,Hellish Spiders,Hellish Spiders,"Action, Horror, Sci-Fi",5.0,98.0
tt0060307,40244,The Witches,The Witches,Horror,5.8,3609.0
tt0060893,29052,The Reptile,The Reptile,Horror,6.1,4407.0
tt0061358,337288,The Animal,The Animal,Thriller,6.7,107.0
tt0061368,104937,Killer Without a Face,Killer Without a Face,"Horror, Mystery",4.4,52.0
tt0061549,42699,"Yongary, Monster from the Deep","Yongary, Monster from the Deep","Adventure, Drama, Fantasy",3.9,1911.0
tt0062690,91378,The Awakening of the Beast,The Awakening of the Beast,"Drama, Horror",6.0,1434.0
tt0063142,50688,Isle of the Snake People,Isle of the Snake People,"Horror, Mystery",3.4,1160.0
tt0063522,805,Rosemary's Baby,Rosemary's Baby,"Drama, Horror",8.0,257470.0
tt0063594,93758,She Mob,She Mob,Drama,4.6,306.0
tt0063721,122926,Trilogy of Terror,Trilogy of Terror,Horror,6.0,161.0
tt0063729,56092,Twisted Nerve,Twisted Nerve,"Drama, Thriller",7.0,2808.0
tt0064631,96148,The Man Who Thought Life,The Man Who Thought Life,"Sci-Fi, Thriller",6.9,356.0
tt0064801,422728,Satan's Profile,El perfil de Satanás,Horror,4.4,17.0
tt0064902,90887,The Blood Rose,The Blood Rose,"Horror, Thriller",5.6,582.0
tt0065119,92927,A Quiet Place in the Country,A Quiet Place in the Country,"Drama, Fantasy, Horror",6.4,2441.0
tt0065458,188220,"Bite Me, Darling",The Amorous Adventures of a Young Postman,"Comedy, Horror",3.2,61.0
tt0065491,39931,Mark of the Devil,Mark of the Devil,"Drama, History, Horror",6.1,4505.0
tt0065858,71944,How Awful About Allan,How Awful About Allan,"Horror, Thriller",5.7,1136.0
tt0065994,83193,Lokis: A Manuscript of Professor Wittembach,Lokis: A Manuscript of Professor Wittembach,"Fantasy, Horror",6.2,838.0
tt0066132,49130,Web of the Spider,Web of the Spider,Horror,5.5,993.0
tt0066140,217085,Night Slaves,Night Slaves,"Mystery, Sci-Fi",6.0,422.0
tt0066735,30689,Four Flies on Grey Velvet,Four Flies on Grey Velvet,"Crime, Mystery, Thriller",6.5,11093.0
tt0066802,81480,The Manipulator,The Manipulator,Thriller,3.9,355.0
tt0066863,42519,The Brotherhood of Satan,The Brotherhood of Satan,Horror,5.5,2148.0
tt0066887,371161,Capulina vs. the Vampires,Capulina contra los vampiros,"Comedy, Fantasy, Horror",5.8,96.0
tt0066958,79576,Crucible of Terror,Crucible of Terror,"Drama, Horror",4.4,886.0
tt0066991,252880,The Devil and Miss Sarah,The Devil and Miss Sarah,"Drama, Horror, Western",5.9,94.0
tt0066993,31767,The Devils,The Devils,"Biography, Drama, History",7.7,21252.0
tt0067480,101457,Necrophagous,The Butcher of Binbrook,Horror,4.0,439.0
tt0067499,398896,Nobody Ordered Love,Nobody Ordered Love,"Drama, Horror",7.3,34.0
tt0067520,105091,In the Eye of the Hurricane,In the Eye of the Hurricane,"Mystery, Romance, Thriller",6.2,722.0
tt0067913,105098,The Man with Icy Eyes,The Man with Icy Eyes,"Drama, Thriller",5.2,263.0
tt0068272,104360,A White Dress for Marialé,A White Dress for Marialé,"Horror, Mystery, Thriller",5.6,881.0
tt0068289,28224,Blood Sabbath,Blood Sabbath,"Adventure, Horror",4.1,720.0
tt0068313,42477,Brain of Blood,Brain of Blood,"Horror, Sci-Fi",3.1,1080.0
tt0068340,257025,Love Letter of a Murderer,Carta de amor de un asesino,Drama,6.1,93.0
tt0068540,235798,Enter the Devil,Enter the Devil,"Drama, Horror, Thriller",5.0,607.0
tt0068577,39925,Fear in the Night,Fear in the Night,"Horror, Mystery, Thriller",5.9,2901.0
tt0068615,18274,Frogs,Frogs,"Horror, Mystery, Sci-Fi",4.5,8599.0
tt0068911,112812,The Man with Two Heads,The Man with Two Heads,"Horror, Sci-Fi",4.2,374.0
tt0068958,323115,The Return of the Vampires,El misterio de Cynthia Baird,Horror,3.6,40.0
tt0069069,462922,"The Peeper, the Model and the Hypnotist",Se zi tou shang yi ba dao,Drama,,
tt0069208,27411,The Dracula Saga,The Dracula Saga,Horror,5.6,325.0
tt0069298,85483,Something Evil,Something Evil,Horror,5.2,2485.0
tt0069593,4443,Shadowman,Shadowman,"Crime, Mystery",6.1,565.0
tt0069702,107891,Ambush,Ambush,"Action, Adventure",6.4,179.0
tt0069715,42455,And Now the Screaming Starts!,And Now the Screaming Starts!,Horror,5.9,3565.0
tt0069734,30422,The Killer Is One of Thirteen,The Killer Is One of 13,"Drama, Mystery, Thriller",5.1,671.0
tt0069754,28156,The Baby,The Baby,"Drama, Horror, Thriller",6.1,5125.0
tt0069924,105902,Craze,Craze,"Drama, Horror, Thriller",5.2,1040.0
tt0070512,92939,Witness to Murder,The Student Connection,Thriller,5.5,155.0
tt0070543,125133,How to Seduce a Virgin,Fun for Three,"Drama, Horror, Thriller",5.3,491.0
tt0070888,160910,Voices,Voices,"Drama, Horror, Thriller",5.5,549.0
tt0071114,263619,The Lively Vampires of Vögel,Las alegres vampiras de Vögel,"Comedy, Horror",3.8,81.0
tt0071276,18979,Captain Kronos: Vampire Hunter,Captain Kronos: Vampire Hunter,"Adventure, Horror, Mystery",6.4,6318.0
tt0072076,293240,The Reincarnation,Tou tai ren,Horror,4.7,34.0
tt0072149,29399,Shanks,Shanks,"Fantasy, Horror",5.5,877.0
tt0072162,184852,Silence of the Grave,Un silencio de tumba,"Horror, Mystery",5.1,176.0
tt0072184,49673,Snuff,Snuff,Horror,2.8,2214.0
tt0072217,93886,The Strange and Deadly Occurrence,The Strange and Deadly Occurrence,"Drama, Horror, Mystery",5.9,492.0
tt0072312,141735,The Treasure of Abbot Thomas,The Treasure of Abbot Thomas,,6.9,862.0
tt0072366,960406,View from the Loft,Pogled iz potkrovlja,Horror,6.2,16.0
tt0072752,44132,The Beast,The Beast,"Drama, Fantasy, Horror",5.7,6042.0
tt0072817,140425,Conspiracy of Terror,Conspiracy of Terror,Drama,5.4,71.0
tt0073367,27706,The Night Child,Together Forever,"Horror, Thriller",5.8,895.0
tt0073604,214198,Rana: The Legend of Shadow Lake,Rana: The Legend of Shadow Lake,"Adventure, Horror, Sci-Fi",3.1,689.0
tt0073655,99442,The Bloodsucker Leads the Dance,The Bloodsucker Leads the Dance,"Horror, Mystery",3.7,539.0
tt0074108,185752,Albino,The Night of the Askari,"Action, Adventure, Drama",5.4,370.0
tt0074222,104385,Blood Bath,Blood Bath,Horror,3.9,341.0
tt0074258,13549,Burnt Offerings,Burnt Offerings,"Horror, Mystery, Thriller",6.4,15211.0
tt0074289,260840,Police Intervene in the House of Love,Casa dell'amore... la polizia interviene,"Crime, Mystery, Thriller",4.2,49.0
tt0074451,63112,Plot of Fear,Plot of Fear,"Mystery, Thriller",5.9,1024.0
tt0074670,7392,Ilsa: Harem Keeper of the Oil Sheiks,Harem Keeper of the Oil Sheiks,"Horror, Thriller",5.0,3371.0
tt0074845,97559,Mako: The Jaws of Death,Mako: The Jaws of Death,"Action, Drama, Fantasy",4.3,1225.0
tt0075888,37901,The Crater Lake Monster,The Crater Lake Monster,"Adventure, Comedy, Crime",3.6,1857.0
tt0076009,11586,Exorcist II: The Heretic,Exorcist II: The Heretic,Horror,3.8,30773.0
tt0076214,67302,It Happened at Lakewood Manor,Ants!,"Drama, Horror, Thriller",5.0,1788.0
tt0076299,72277,The Last Wave,The Last Wave,"Drama, Fantasy, Mystery",6.9,12374.0
tt0076809,49158,Tentacles,Tentacles,"Action, Adventure, Comedy",3.8,4990.0
tt0076844,168977,All The Souls... Except the Dead,Tutti defunti... tranne i morti,"Comedy, Horror, Thriller",5.7,492.0
tt0076878,40132,Emanuelle and the White Slave Trade,Emanuelle and the White Slave Trade,"Drama, Horror",4.4,996.0
tt0077394,10766,Damien - Omen II,Damien: Omen II,Horror,6.2,40022.0
tt0077571,143109,The Forbidden,The Forbidden,,5.6,500.0
tt0077987,74110,Nicole,Nicole,,,
tt0078437,30876,Last Cannibal World,Last Cannibal World,"Adventure, Horror",5.9,4606.0
tt0079011,315253,Crocodile Fangs,Crocodile Fangs,Horror,3.3,141.0
tt0079156,67219,The Great Alligator,The Great Alligator,Horror,4.5,1650.0
tt0079714,9638,Phantasm,Phantasm,"Horror, Sci-Fi",6.6,44848.0
tt0079929,933103,Una sombra en la oscuridad,Una sombra en la oscuridad,\N,,
tt0080057,7219,Zombie Flesh Eaters,Zombie,Horror,6.8,33268.0
tt0080360,11542,Altered States,Altered States,"Horror, Sci-Fi, Thriller",6.9,42387.0
tt0080420,73748,Bat Without Wings,Bat Without Wings,"Action, Mystery",6.1,252.0
tt0080450,83955,Blow Job,Blow Job,"Drama, Horror, Mystery",5.0,219.0
tt0080464,40220,The Boogey Man,The Boogey Man,"Drama, Horror",4.7,5780.0
tt0080527,84107,The Children,The Children,"Horror, Sci-Fi",5.4,3315.0
tt0080603,31703,Death Ship,Death Ship,"Adventure, Horror, Mystery",4.8,6456.0
tt0080764,67737,Macabre,Macabre,"Horror, Mystery, Thriller",5.8,3447.0
tt0080902,72444,Human Experiments,Human Experiments,"Crime, Horror, Thriller",4.6,1024.0
tt0080931,28319,Nightmare City,Nightmare City,"Horror, Sci-Fi, Thriller",5.6,7336.0
tt0081034,193474,Last Rites,Dracula's Last Rites,Horror,3.8,202.0
tt0081107,119169,Mama Dracula,Mama Dracula,"Comedy, Horror",2.8,528.0
tt0081181,314554,Morir de miedo,Morir de miedo,"Horror, Thriller",4.4,73.0
tt0081463,1313038,The Black Cat,Die schwarze Katze,"Horror, Thriller",3.8,14.0
tt0081467,27905,Island of the Fishmen,The Island of the Fishmen,"Action, Adventure, Horror",5.3,2872.0
tt0081618,314235,Terror on the Midnight Train,Terror en el tren de medianoche,Horror,4.7,43.0
tt0081995,347529,Island of the Evil Spirits,Island of the Evil Spirits,"Drama, Horror, Mystery",5.8,119.0
tt0082245,33016,Deadly Blessing,Deadly Blessing,"Horror, Thriller",5.5,7897.0
tt0082279,54132,The Dorm That Dripped Blood,The Dorm That Dripped Blood,"Horror, Mystery, Thriller",4.9,2779.0
tt0082559,21380,Night of the Zombies,Hell of the Living Dead,"Horror, Sci-Fi, Thriller",4.9,6584.0
tt0082565,204730,The Intruder Within,The Intruder Within,"Horror, Sci-Fi",4.7,609.0
tt0083001,2989,Roar,Roar,"Adventure, Comedy, Thriller",6.1,5298.0
tt0083624,27813,Basket Case,Basket Case,"Comedy, Horror",6.2,24062.0
tt0083976,71503,Cries in the Night,Funeral Home,"Horror, Thriller",5.1,2273.0
tt0084090,46364,Inseminoid,Inseminoid,"Horror, Sci-Fi",4.0,4944.0
tt0084182,81475,Julie Darling,Julie Darling,"Crime, Drama, Horror",6.0,1038.0
tt0084719,30874,The New York Ripper,The New York Ripper,"Horror, Mystery, Thriller",6.3,13888.0
tt0084735,21158,A Stranger Is Watching,A Stranger Is Watching,"Crime, Horror, Thriller",5.4,1013.0
tt0084956,268580,Second Sight,Das zweite Gesicht,"Drama, Horror",5.8,89.0
tt0085253,28264,Nightmare at Shadow Woods,Blood Rage,Horror,5.8,6484.0
tt0085266,54127,Boogeyman II,Boogeyman II,Horror,2.2,1318.0
tt0085628,16036,Taoism Drunkard,Taoism Drunkard,"Action, Comedy, Horror",6.2,455.0
tt0086343,62558,Nothing Underneath,Nothing Underneath,"Horror, Mystery, Thriller",5.8,1801.0
tt0086541,837,Videodrome,Videodrome,"Drama, Horror, Sci-Fi",7.2,112756.0
tt0086872,103578,Prey,Prey,"Horror, Mystery, Sci-Fi",5.3,1783.0
tt0087015,23730,C.H.U.D.,C.H.U.D.,"Horror, Sci-Fi",5.6,15445.0
tt0087106,1359117,Czech Mate,Czech Mate,,6.5,233.0
tt0087616,87148,Monster Dog,Monster Dog,"Horror, Music",4.4,1750.0
tt0087626,399172,Lipstick and Blood,Lipstick and Blood,"Crime, Drama, Horror",3.9,49.0
tt0088827,85001,Blood Tracks,Blood Tracks,"Horror, Thriller",4.3,1163.0
tt0088958,238384,Covenant,Covenant,"Drama, Horror, Thriller",6.0,119.0
tt0089185,75564,The Galaxy Invader,The Galaxy Invader,,3.0,1593.0
tt0089308,29794,Howling II: Stirba - Werewolf Bitch,Howling II: ... Your Sister Is a Werewolf,"Horror, Thriller",3.8,9234.0
tt0089378,7011,Making Contact,Making Contact,"Action, Adventure, Drama",4.7,2072.0
tt0089630,109238,Mr. Wrong,Dark of the Night,"Horror, Thriller",5.2,293.0
tt0089679,72508,The New Kids,The New Kids,"Crime, Drama, Horror",6.1,4753.0
tt0089845,94634,Death in the Shadows,De prooi,"Mystery, Thriller",5.1,377.0
tt0090145,87905,Tenement,Tenement,"Action, Crime, Horror",5.5,1211.0
tt0090248,9463,Vampire Hunter D,Vampire Hunter D,"Action, Animation, Fantasy",7.0,20250.0
tt0090837,28941,Chopping Mall,Chopping Mall,"Horror, Sci-Fi",5.6,20062.0
tt0090930,40342,Demons 2,Demons 2,Horror,5.9,13262.0
tt0091020,132361,Evil in the Woods,Evil in the Woods,"Comedy, Fantasy, Horror",3.1,215.0
tt0091064,9426,The Fly,The Fly,"Drama, Horror, Sci-Fi",7.6,223818.0
tt0091142,33516,Gothic,Gothic,"Drama, Fantasy, Horror",5.7,9978.0
tt0091178,24103,Haunted Honeymoon,Haunted Honeymoon,Comedy,5.7,8755.0
tt0091481,327176,The Manor of Araucaima,La mansión de Araucaima,Drama,6.8,290.0
tt0091566,365351,Mr. Boogedy,Mr. Boogedy,,6.5,2023.0
tt0091898,78073,Scared Stiff,Scared Stiff,Horror,4.9,1066.0
tt0092676,30478,Bloody New Year,Bloody New Year,"Comedy, Horror, Mystery",4.5,2685.0
tt0092696,47631,Bride of Boogedy,Bride of Boogedy,,6.4,896.0
tt0092856,106015,Death Nurse,Death Nurse,,3.7,322.0
tt0092870,30928,Demon of Paradise,Demon of Paradise,"Horror, Thriller",3.9,776.0
tt0092992,28338,Evil Spawn,Evil Spawn,"Horror, Sci-Fi",3.9,884.0
tt0093090,30997,Ghosthouse,Ghosthouse,"Horror, Mystery, Thriller",4.8,3304.0
tt0093554,106661,Return of the Demon,Return of the Demon,"Action, Comedy, Horror",5.7,74.0
tt0093805,303512,The Seven Coffins,The Seven Coffins,"Drama, Horror",6.1,17.0
tt0093959,92755,Shock! Shock! Shock!,Shock! Shock! Shock!,"Adventure, Comedy, Fantasy",5.8,110.0
tt0094070,27836,Summer Camp Nightmare,Summer Camp Nightmare,"Drama, Horror, Thriller",5.4,1087.0
tt0094271,36900,Violent Shit,Violent Shit,Horror,2.9,1207.0
tt0094312,491417,Der Werwolf von W.,Der Werwolf von W.,"Drama, Horror",7.0,11.0
tt0094849,69141,Celia,Celia,"Drama, Fantasy, Horror",6.8,1849.0
tt0094919,10127,Critters 2,Critters 2: The Main Course,"Comedy, Horror, Sci-Fi",5.6,18374.0
tt0094929,87704,Curse II: The Bite,Curse II: The Bite,Horror,4.9,1779.0
tt0094930,25762,Curse of the Queerwolf,Curse of the Queerwolf,"Comedy, Horror",4.9,368.0
tt0095322,87456,Hostile Takeover,Hostile Takeover,Thriller,5.2,265.0
tt0096073,11082,The Seventh Sign,The Seventh Sign,"Drama, Fantasy, Horror",5.8,17062.0
tt0096136,106048,The Twelve Months of the Summer,Sommarens tolv månader,"Drama, Horror, Mystery",6.7,251.0
tt0096224,451173,A Taste of Hemlock,A Taste of Hemlock,Thriller,6.9,24.0
tt0097456,124124,Grave Secrets,Grave Secrets,Horror,4.6,662.0
tt0097620,450445,Spirit vs. Zombie,Spirit vs. Zombi,"Adventure, Horror",4.7,14.0
tt0097673,95381,Kitchen Sink,Kitchen Sink,,7.3,1278.0
tt0097749,267085,"Liebe, Tod und Eisenbahn","Liebe, Tod und Eisenbahn","Comedy, Horror, Thriller",7.3,52.0
tt0098502,28169,The Toxic Avenger Part III: The Last Temptation of Toxie,The Toxic Avenger Part III: The Last Temptation of Toxie,"Action, Comedy, Fantasy",4.4,6044.0
tt0098571,305148,Urxa,Urxa,"Drama, Fantasy",5.0,16.0
tt0099052,6488,Arachnophobia,Arachnophobia,"Comedy, Horror, Thriller",6.5,80588.0
tt0099059,132369,The Arrival,The Arrival,"Horror, Sci-Fi",4.6,446.0
tt0099154,138592,Blood Call,Xue Call ji,Action,2.9,18.0
tt0099188,37865,Buried Alive,Buried Alive,"Crime, Drama, Horror",6.5,5777.0
tt0099235,89747,The Cellar,The Cellar,Horror,4.6,1159.0
tt0099370,1381878,The Day of Reckoning,The Day of Reckoning,,5.1,67.0
tt0099657,30567,Ghoul School,Ghoul School,,3.3,438.0
tt0099710,32043,The Guardian,The Guardian,"Drama, Fantasy, Horror",5.4,7137.0
tt0100811,92787,Transylvania Twist,Transylvania Twist,"Comedy, Fantasy, Horror",5.4,796.0
tt0100846,129298,Underground Terror,Underground,"Action, Crime",4.1,90.0
tt0101001,1341041,A Haunted Romance,A Haunted Romance,Horror,5.0,9.0
tt0101015,104683,The Spooky Family,The Spooky Family,"Comedy, Family, Fantasy",6.7,59.0
tt0101550,52660,Cast a Deadly Spell,Cast a Deadly Spell,"Comedy, Fantasy, Horror",6.3,5804.0
tt0101672,107336,Dead On: Relentless II,Dead On: Relentless II,,5.4,487.0
tt0102007,49396,The Haunted,The Haunted,"Drama, Horror",6.2,2562.0
tt0102295,173122,Ghost Story of Kam Pin Mui,Ghost Story of Kam Ping Mui,"Fantasy, Romance",5.2,26.0
tt0102357,31564,Lunatics: A Love Story,Lunatics: A Love Story,"Comedy, Drama, Romance",5.9,892.0
tt0102709,90941,Primal Rage,Primal Rage,"Horror, Sci-Fi, Thriller",5.4,1944.0
tt0102961,189387,Son of Darkness: To Die For II,Son of Darkness: To Die for II,"Drama, Horror",3.8,399.0
tt0102994,123324,Strays,Strays,Horror,4.7,1100.0
tt0103082,862404,Thrill Kill Video Club,Thrill Kill Video Club,,5.7,20.0
tt0103332,105826,The Blue Jean Monster,The Blue Jean Monster,"Action, Comedy, Horror",6.2,275.0
tt0103644,8077,Alien³,Alien³,"Action, Horror, Sci-Fi",6.4,351948.0
tt0103789,108448,Belle da morire,Belle da morire,"Mystery, Thriller",4.3,43.0
tt0104155,5237,Dust Devil,Dust Devil,"Horror, Mystery, Thriller",6.2,6513.0
tt0104409,11569,Hellraiser III: Hell on Earth,Hellraiser III: Hell on Earth,Horror,5.5,38007.0
tt0104643,66049,Horror Story,Horror Story,"Adventure, Comedy, Fantasy",6.3,139.0
tt0104763,215243,Love & Murder,Love & Murder,"Crime, Horror, Thriller",4.0,67.0
tt0105724,295974,The Vampyr: A Soap Opera,The Vampyr: A Soap Opera,"Drama, Fantasy, Horror",7.7,56.0
tt0106576,308115,City of the Vampires,City of the Vampires,Horror,3.7,86.0
tt0107034,9272,The Good Son,The Good Son,"Drama, Thriller",6.4,49160.0
tt0107038,176018,Gorotica,Gorotica,Horror,4.7,221.0
tt0107568,210179,Midnight 2,Midnight 2,Horror,4.0,108.0
tt0107941,107341,Relentless 3,Relentless 3,,5.1,500.0
tt0108348,53149,To Sleep with a Vampire,To Sleep with a Vampire,"Drama, Horror, Romance",5.1,536.0
tt0109232,200819,Beg!,Beg!,"Comedy, Crime, Horror",5.2,111.0
tt0109567,101233,The Dead Man 2: Return of the Dead Man,The Dead Man 2: Return of the Dead Man,,5.3,74.0
tt0109858,104205,Funny Man,Funny Man,"Comedy, Horror",4.4,1550.0
tt0110295,95206,Lady in Waiting,Lady in Waiting,"Crime, Drama, Mystery",4.2,452.0
tt0110328,228269,Bloody Beast,Bloody Beast,"Crime, Horror",5.3,67.0
tt0111361,55563,Tammy and the T-Rex,Tammy and the T-Rex,"Comedy, Sci-Fi",5.4,6696.0
tt0111574,504730,The Upstairs Neighbour,The Upstairs Neighbour,"Comedy, Drama, Horror",7.5,337.0
tt0111708,212014,Wicked Games,Wicked Games,,4.5,225.0
tt0111837,106468,The Chinese Ghostbuster,The Chinese Ghostbuster,"Fantasy, Horror",5.6,69.0
tt0112511,219628,Biohazard: The Alien Force,Biohazard: The Alien Force,,3.4,231.0
tt0112993,48038,Evolver,Evolver,"Action, Horror, Sci-Fi",5.5,1565.0
tt0113105,3217,Monster Mash: The Movie,Monster Mash: The Movie,"Comedy, Horror, Musical",4.1,296.0
tt0113272,87846,The Haunting of Lisa,The Haunting of Lisa,"Crime, Drama, Fantasy",5.3,357.0
tt0113376,44470,Ice Cream Man,Ice Cream Man,,4.8,5617.0
tt0113980,320980,Night Head,Night Head,"Horror, Sci-Fi, Thriller",6.0,45.0
tt0114099,37062,The Passion of Darkly Noon,The Passion of Darkly Noon,"Drama, Mystery, Thriller",5.8,4588.0
tt0114196,116194,Proteus,Proteus,"Horror, Sci-Fi, Thriller",4.1,1359.0
tt0114367,9102,Screamers,Screamers,"Horror, Sci-Fi, Thriller",6.3,31732.0
tt0114554,408464,Stormswept,Stormswept,"Drama, Horror, Mystery",3.7,536.0
tt0114957,40252,Witchboard III: The Possession,Witchboard III: The Possession,Horror,4.2,1020.0
tt0114987,363277,Writer's Block,Writer's Block,"Drama, Horror, Thriller",5.7,42.0
tt0115502,446489,The Alien Agenda: Out of the Darkness,The Alien Agenda: Out of the Darkness,,4.5,59.0
tt0115775,174045,Bugged,Bugged,"Comedy, Horror, Sci-Fi",4.2,328.0
tt0116003,68665,Daddy's Girl,Daddy's Girl,"Drama, Horror, Thriller",4.8,832.0
tt0116365,10779,The Frighteners,The Frighteners,"Comedy, Drama, Fantasy",7.1,102282.0
tt0117464,292238,Horrible High Heels,Horrible High Heels,Crime,4.5,228.0
tt0117661,262324,Skeletons,Skeletons,"Crime, Drama, Horror",5.3,605.0
tt0117808,81217,Szamanka,Szamanka,"Drama, Horror, Mystery",5.8,1893.0
tt0118971,1813,The Devil's Advocate,The Devil's Advocate,"Drama, Fantasy, Mystery",7.5,443600.0
tt0119889,10593,The Phantom of the Opera,The Phantom of the Opera,Horror,4.3,6195.0
tt0120082,4233,Scream 2,Scream 2,"Horror, Mystery",6.3,236138.0
tt0120622,166206,Brácula: Condemor II,Brácula. Condemor II,"Comedy, Horror, Musical",3.6,555.0
tt0121313,578041,Ladies Killer,Ladies Killer,"Horror, Thriller",4.0,31.0
tt0121540,418061,A Romantic Ghost Story,Meng gui jia ren,Horror,4.3,26.0
tt0122093,173134,Grudge of the Moon Lady,Grudge of the Moon Lady,Horror,6.1,22.0
tt0122122,441529,July Spirit,July Spirit,\N,,
tt0122143,34288,The Last Broadcast,The Last Broadcast,"Horror, Mystery",5.2,6823.0
tt0122191,104687,Night Evil Soul,Night Evil Soul,Horror,5.2,19.0
tt0123371,45773,Aberration,Aberration,"Horror, Sci-Fi",4.7,1134.0
tt0123790,147890,Deafula,Deafula,Horror,4.8,141.0
tt0125028,47205,La cage aux zombies,La cage aux zombies,,4.7,41.0
tt0126704,306967,The Trick,The Trick,,7.5,102.0
tt0126771,107596,Halloween with the New Addams Family,Halloween with the New Addams Family,"Comedy, Horror",5.5,1074.0
tt0126850,204772,Cyberstalker,Cyberstalker,"Horror, Sci-Fi",3.7,127.0
tt0126858,85173,Deadly Obsession,Deadly Obsession,Thriller,5.5,95.0
tt0126864,94746,The Devil's Garden,The Devil's Garden,"Horror, Thriller",5.3,42.0
tt0126948,85197,Honeymoon Horror,Honeymoon Horror,"Horror, Thriller",3.8,427.0
tt0127226,225715,Red Spirit Lake,Red Spirit Lake,Horror,5.5,236.0
tt0127282,36854,Shrieker,Shrieker,Horror,3.9,793.0
tt0127428,89641,Angkor,Angkor,Adventure,5.3,79.0
tt0127591,664047,Howard - Verinen iltapäivä,Howard - verinen iltapäivä,"Action, Comedy, Horror",5.8,67.0
tt0128473,111878,Shadow Zone: My Teacher Ate My Homework,Shadow Zone: My Teacher Ate My Homework,"Comedy, Horror",5.4,343.0
tt0128690,281289,Tainted,Tainted,"Comedy, Thriller",4.1,141.0
tt0129871,10004,Desperation,Desperation,"Drama, Fantasy, Horror",5.3,12371.0
tt0130087,296574,The She-Wolf,La loba,"Horror, Mystery, Thriller",6.3,175.0
