tmdb_id,vote_average,vote_count,popularity
1171121,5.0,2,0.7277
624777,3.1,8,0.1977
129213,6.1,12,1.4749
543511,5.7,3,0.5694
66410,6.0,1,0.242
40804,5.3,110,1.0016
599724,5.924,79,2.3402
74887,6.032,78,2.6995
1014932,2.2,4,0.387
21506,6.874,417,3.1814
230298,2.3,3,0.2477
292523,6.5,35,0.3709
1172918,3.0,1,0.123
295616,4.9,8,0.8363
490863,5.0,5,0.306
30286,3.6,39,0.7608
749427,6.0,4,0.051
1657534,4.0,1,1.0003
12192,5.692,512,1.8892
56860,3.9,22,0.3177
1355583,4.833,9,0.6508
216539,5.0,159,1.0906
384863,5.7,3,0.1425
1135243,3.0,3,0.0921
113991,3.0,2,0.1003
433640,6.2,17,0.7373
360205,4.0,21,0.2054
438463,6.575,106,0.8487
1260165,10.0,1,0.211
419767,10.0,1,0.9548
418440,2.0,2,0.163
47763,5.519,240,1.2668
972488,8.0,1,0.406
486060,6.0,1,0.051
367352,6.0,1,0.3617
518430,6.0,1,0.133
105091,6.1,28,0.8547
434520,4.1,35,0.5625
387713,5.3,3,0.306
34321,5.4,4,0.0847
44449,6.024,62,0.3104
532654,4.7,10,0.7381
1042179,6.0,2,0.0759
422263,5.0,4,0.3077
303323,6.8,18,1.0016
1255208,5.7,38,0.8179
853500,10.0,1,0.1412
376537,2.5,10,0.2342
343658,3.0,14,0.0935
483096,6.4,94,1.174
26882,5.7,28,0.4502
1472174,4.2,6,0.2261
250172,6.8,4,0.107
43751,7.033,276,1.4275
934201,5.625,16,0.9704
27522,6.407,70,0.6089
18196,6.1,222,2.8001
291367,3.9,10,0.5017
1043571,1.0,2,0.0949
276877,1.8,10,0.3483
158917,1.5,4,0.5432
3346,6.0,10,0.2452
235692,5.0,5,0.0926
745328,2.5,2,0.1151
739643,4.926,136,1.6993
476929,6.0,36,0.5259
213358,3.3,9,0.2376
28582,1.5,2,0.1516
403652,6.0,2,0.8494
1288072,5.6,218,5.6636
463843,6.398,402,3.4123
1112426,6.618,93,2.0152
261597,3.9,15,0.3443
928503,10.0,2,0.1197
422417,6.1,7,2.5519
662001,4.0,4,0.2571
383901,5.5,2,0.0801
28401,3.8,4,0.1223
46362,6.395,43,0.9114
327021,6.0,1,0.0852
576845,7.3,3826,5.1919
30793,5.5,147,1.0356
865939,5.7,3,0.0143
11377,5.619,949,2.1207
860292,6.0,1,0.0773
1517708,8.0,1,0.1296
50458,5.1,35,1.5613
819876,6.023,1260,3.5351
112219,6.0,16,1.6278
1371085,6.8,2,0.0143
391561,3.8,15,0.56
636612,4.3,7,0.4105
1086020,10.0,1,0.0454
757981,5.7,3,0.11
747957,4.0,3,0.1143
875314,3.0,5,0.3132
124701,3.6,9,0.1247
706236,1.0,2,0.0398
1131907,5.0,1,0.0825
78239,5.186,51,0.832
254126,3.333,24,0.7924
26521,5.5,75,0.7468
1401052,6.3,5,0.7343
782214,10.0,1,0.0071
81469,4.7,14,0.3601
315929,5.2,6,0.1294
405225,4.6,31,0.1181
321039,5.1,60,0.6731
140770,3.3,6,0.456
40511,5.9,25,0.1768
207770,3.7,30,0.5879
685826,6.0,2,0.0261
275805,4.8,2,0.0297
644144,3.0,1,0.0973
1217931,7.0,2,2.3594
344357,4.7,7,0.1554
28788,3.7,10,0.5174
1158385,5.5,20,0.3249
28640,4.4,37,0.5908
27710,3.9,14,1.1368
1209784,9.0,1,0.1856
30887,4.2,6,0.3204
124553,2.9,11,0.4252
1464013,9.5,2,0.2651
1115710,5.5,18,0.3155
298966,4.273,11,0.3271
106427,3.2,26,0.579
655393,6.0,1,0.0553
64914,3.8,9,0.2748
281932,4.0,14,0.2925
95519,10.0,1,0.0924
1181039,6.8,33,1.1179
486457,5.0,7,0.0604
39283,4.2,110,1.0653
705387,5.3,3,0.1345
29203,3.2,5,0.3114
108864,4.0,1,0.3446
143663,3.7,3,1.4049
174188,5.2,274,1.6513
249537,5.0,2,0.112
1437147,2.0,0,0.0286
585053,4.0,1,0.078
639072,7.0,1,0.115
119337,5.0,7,1.8299
143412,10.0,1,0.7802
736087,1.0,2,0.056
724331,4.8,70,0.3378
460286,6.2,11,0.0994
1310230,7.0,1,0.0214
652794,6.0,1,0.1681
922848,6.0,3,0.3797
1265417,10.0,1,0.0327
1323987,5.0,1,0.3235
614200,4.6,23,0.6971
926255,3.9,13,0.453
554476,5.8,8,1.1715
84422,4.8,69,0.4683
365811,6.2,4,0.1361
548146,7.1,19,0.3028
1142369,1.0,2,0.0214
657877,10.0,1,0.0546
420763,6.8,4,0.0944
1503486,9.0,1,0.0899
882535,7.0,1,0.2337
1495778,5.5,1,0.0795
465316,5.3,6,0.1236
73986,3.3,31,0.5215
45270,5.2,25,0.3552
45347,5.1,45,0.6597
427060,5.2,5,0.1333
556509,6.774,208,3.3263
671736,5.0,2,0.2045
249534,5.7,3,0.3031
793896,5.3,49,0.4602
13106,3.9,32,0.608
243771,6.0,2,0.1845
481849,6.1,42,2.0485
233940,9.0,1,0.7519
417682,4.0,11,0.0734
646542,4.9,26,0.3204
356089,4.4,9,0.4038
144837,5.1,9,0.2678
582732,5.13,23,0.2986
158481,5.8,5,1.04
586577,7.5,102,0.9434
1108204,5.0,5,0.068
63081,6.3,25,0.7894
204727,6.1,7,0.1409
1205656,6.2,188,4.3224
1222912,1.0,1,0.1809
765012,6.5,2,0.0264
69010,2.5,6,0.4065
1151963,5.9,7,0.3455
730426,3.6,8,0.1576
1371357,2.8,4,0.2928
267792,5.4,47,0.4302
677063,4.0,2,0.218
203021,2.1,15,0.4631
69884,4.2,4,0.2778
238854,3.0,1,0.0482
84924,3.4,25,0.158
895181,8.0,1,0.3243
57293,1.4,5,0.2719
249345,1.0,2,0.636
1227615,10.0,1,0.0071
930292,8.0,1,0.048
24330,4.4,80,0.746
426375,5.6,183,1.7227
1678192,2.0,1,0.9074
49365,6.1,133,2.5584
1357037,2.0,2,0.1088
424433,4.9,8,0.2654
526051,6.556,956,4.3365
931398,5.0,1,0.2786
474810,5.5,2,0.2059
378632,4.1,4,0.693
406427,4.4,26,0.4676
900537,5.5,2,1.2344
816952,5.792,245,1.1603
29926,3.5,10,1.6087
286967,1.8,4,1.2906
1156827,5.0,1,0.0404
1482328,10.0,1,0.0214
42549,4.2,20,1.0488
90315,4.3,25,0.287
29105,5.1,20,0.7174
606907,1.0,2,0.0457
408582,5.3,3,0.1508
1162791,4.1,7,0.2902
284270,5.48,247,0.9746
1321491,4.2,5,0.3681
192737,6.7,3,0.3488
178439,4.7,5,0.1961
583046,3.6,43,0.4197
630586,5.943,1303,7.7234
689478,2.0,2,0.0714
1203388,1.0,1,0.2247
42689,5.6,46,0.7921
754983,5.7,24,0.3738
224078,6.0,2,0.1067
147272,7.0,2,0.2016
20126,7.7,1584,2.7896
46908,6.2,55,0.7044
337218,4.2,22,0.8863
276208,5.0,5,0.2639
1102067,5.0,2,0.6122
706677,5.8,4,0.1373
811935,3.0,1,0.1187
573668,6.721,86,0.8001
21266,3.6,104,0.489
1241624,7.0,44,2.3323
87485,5.9,4,0.4238
213281,5.9,10,0.4363
95480,1.667,6,0.3915
1086402,1.0,1,0.0856
205769,3.0,7,0.1675
56161,6.0,26,0.4349
588681,10.0,1,0.1466
92706,3.6,20,0.5743
10251,5.4,106,0.8434
1217964,6.0,1,0.0429
987434,6.1,7,0.3686
316010,2.3,3,0.1623
10304,4.461,686,2.5023
781346,2.0,1,0.1626
270169,5.8,11,0.4309
87916,7.1,67,0.528
484369,6.7,3,0.1822
136013,1.9,8,0.4073
1109615,7.0,2,0.0876
814615,1.3,3,0.3224
567245,1.0,1,0.1361
9997,5.994,421,2.5212
87436,5.0,631,2.0174
31728,2.7,7,0.2493
419867,5.0,1,0.064
31596,6.1,68,1.89
1063948,2.7,3,0.2848
37998,5.7,54,1.4201
99261,6.1,47,0.8183
1195625,10.0,1,0.0071
551957,2.0,2,0.1313
422974,5.0,2,0.1258
1144978,2.0,1,0.1971
647341,4.0,4,0.0286
61904,5.3,80,1.2835
83155,4.9,18,0.3251
9030,5.895,1142,3.4521
1207809,2.0,1,0.6287
3215,10.0,1,0.207
27770,4.748,113,1.1088
78042,3.7,7,0.0264
1419229,6.216,67,3.1801
917990,4.3,9,0.4652
1371650,3.0,3,0.0962
36074,4.7,14,0.7953
82143,6.8,24,0.3342
151725,6.4,4,0.4919
468178,5.0,10,0.1672
799655,4.8,4,0.1112
20323,5.164,158,0.9618
81839,4.0,1,0.0336
172115,5.3,26,0.047
74618,3.8,5,0.1134
20182,7.329,187,0.8889
119595,4.5,16,0.4711
105159,3.8,5,0.292
1158709,5.1,7,0.5068
85207,3.7,60,0.8299
794,7.409,2369,5.878
118570,5.5,25,0.6315
226992,4.5,3,0.0071
63959,4.7,30,0.6557
754934,6.005,289,2.9217
470719,6.787,47,1.212
1284963,10.0,1,0.0143
464827,5.0,2,0.1209
58200,4.7,32,0.8224
223324,1.8,6,0.1708
1381320,10.0,1,0.0789
66164,4.412,97,0.6071
123105,5.788,858,2.0051
1037145,7.0,1,0.0071
388415,1.0,1,0.1138
62925,6.6,38,0.3431
14907,3.944,80,0.4971
253650,1.8,2,0.4603
573680,5.2,157,1.3066
366042,3.9,10,0.1117
1518257,5.0,1,0.1552
74225,5.0,63,0.4816
1047902,6.8,10,0.5914
801485,4.87,23,0.5975
259761,7.289,386,0.4588
32569,6.6,263,1.1166
470359,2.0,2,0.0544
479367,5.1,7,0.4378
26860,5.982,275,2.2721
719403,3.0,1,0.6505
50427,3.3,3,0.1962
486901,6.0,1,0.0143
1137458,2.0,1,0.1078
623545,1.5,2,0.0997
15434,3.9,132,0.9517
27401,5.6,44,0.7065
362397,3.3,5,0.2807
45009,3.917,60,0.604
41446,6.479,4138,10.1917
1370782,5.0,2,0.0766
219060,5.8,2,0.1833
1031801,10.0,1,0.0892
871502,4.0,6,0.2768
61964,5.3,51,1.3239
332294,5.0,3,0.0143
39973,5.2,108,1.4801
54121,5.3,84,0.5207
28403,5.4,56,0.7166
231162,4.0,2,0.0214
874758,1.0,1,0.1305
614372,6.0,4,0.0538
313598,5.2,5,0.3385
270802,3.2,11,0.3159
330944,7.0,3,0.1242
54525,5.7,58,0.834
121022,4.2,13,0.0379
124054,3.2,42,0.4327
521815,4.2,5,0.3197
1513656,7.389,18,0.3459
83283,4.3,22,0.3919
328947,5.3,6,0.1849
28406,4.3,24,0.2862
385378,5.5,2,0.1461
516504,5.6,5,0.256
272469,0.5,2,0.0311
216178,3.0,8,0.1113
340462,3.0,4,0.232
715658,6.0,111,1.1297
1132564,4.0,1,0.2636
596199,5.0,3,0.0657
833339,6.652,1091,3.0016
1015936,5.824,109,1.3083
394832,2.0,2,0.0946
926429,5.8,4,0.0143
680829,5.2,130,1.3453
850938,7.0,1,0.0071
422168,5.2,6,0.4503
555146,5.2,9,0.0891
74899,5.8,55,2.222
86499,4.9,32,0.5657
139132,6.083,12,0.6163
59008,4.5,10,0.3282
295900,6.0,1,0.5143
1624252,10.0,1,0.0143
463322,6.087,218,2.0308
97642,5.7,35,0.6649
181095,3.6,42,0.6768
134182,6.2,19,0.1664
79078,3.8,64,0.4426
1481724,4.0,2,0.0239
627518,9.0,1,0.1546
515612,3.9,6,0.1074
517302,6.257,483,1.6338
126008,5.2,10,0.3216
1035654,5.843,83,2.672
915982,4.2,5,0.9471
391653,3.0,5,0.2141
1261148,5.9,8,1.2509
950141,6.069,101,2.0338
1163834,4.5,6,0.0379
19950,6.269,80,1.8744
453412,5.1,8,0.5077
495975,2.5,4,0.2326
60935,6.227,3176,5.6464
1623925,10.0,1,0.2008
716995,2.0,1,0.0387
579958,2.5,2,0.0379
904172,6.0,2,0.3317
645452,4.3,3,0.0614
89351,5.1,37,0.392
7131,6.399,6569,24.0963
293183,5.0,4,1.4982
509624,4.6,18,0.2248
218514,3.7,11,0.7647
672215,4.6,5,0.0143
68915,4.1,9,1.109
557294,5.1,9,0.5026
1049078,1.0,1,0.0311
782226,7.0,2,0.0214
1089545,6.7,3,0.1931
39890,6.455,172,2.8653
645501,7.0,1,0.2023
1074221,7.0,1,0.0214
434216,5.5,2,0.0579
975636,8.0,1,0.0857
266825,3.0,1,0.1375
442824,4.1,27,0.5049
117324,2.0,1,0.2273
1099088,3.357,14,0.1243
365768,10.0,1,0.1641
498904,1.0,1,0.0614
1490532,5.0,2,1.8574
571032,5.694,31,0.5806
3202,7.8,10,0.2497
179880,5.143,14,0.3239
35280,6.477,155,2.4248
1016268,1.0,1,0.4057
422196,2.0,2,0.2086
545612,4.08,56,0.8147
1023394,10.0,1,0.0942
415233,3.0,4,0.0938
984640,1.5,2,0.3493
682825,3.8,25,0.1905
702550,5.7,12,0.6692
287189,3.4,5,0.0981
211512,5.1,4,0.1135
1117174,7.0,1,0.6827
299965,1.0,1,0.0505
111258,6.0,8,0.7179
669409,5.9,7,0.2174
1493990,2.0,1,0.2303
1257801,6.0,12,0.4087
1383813,10.0,1,0.061
460578,5.3,46,0.4117
1237456,5.0,2,0.1042
67347,5.9,25,2.2249
961359,5.879,29,0.2197
966436,3.5,16,0.4063
78461,4.8,154,0.7852
848723,6.1,9,0.5479
322459,4.7,10,0.2907
634449,5.4,5,0.0071
684433,7.0,1,0.0362
1370918,8.0,1,0.1161
196252,5.6,6,0.6145
913568,1.0,1,0.0411
87341,4.3,21,0.6856
292013,7.0,1,0.0214
920419,5.1,17,0.2222
566993,3.0,1,1.3771
1548658,3.0,2,0.0718
435615,6.384,1034,4.0793
1060041,4.0,1,0.1254
776462,4.0,2,0.1406
275985,3.8,57,0.8352
1139702,6.0,1,0.3093
85880,3.5,22,0.4371
1627213,9.0,1,0.0731
142382,5.8,4,0.5041
141899,4.0,3,0.0239
317093,5.0,6,0.4053
1511789,4.882,51,6.5089
460829,5.1,4,0.1082
844386,6.57,79,1.7248
299586,8.0,1,0.5678
612587,4.51,51,0.8139
1112466,6.314,129,1.8248
1113050,10.0,1,0.0478
68418,5.6,61,0.5426
1577501,10.0,1,0.0193
406115,4.8,65,0.256
72444,4.3,22,0.8503
351079,5.7,3,0.8932
845004,1.0,1,0.1351
136681,6.7,18,0.5157
354623,6.8,13,0.5938
42712,5.2,49,1.4649
87905,5.3,30,0.5731
862280,3.9,12,0.2958
1096864,6.0,1,0.0626
1055786,1.5,2,0.161
1330445,5.0,2,0.5115
186920,5.2,7,1.2712
238636,6.627,6680,8.2917
10166,6.949,1359,4.0383
915162,9.0,1,0.1161
158354,2.7,3,0.2116
27714,4.0,5,0.3197
470568,3.0,2,0.1252
189387,2.5,12,0.3386
147237,3.5,4,0.1079
623081,10.0,1,0.5602
737676,4.8,5,0.3831
38750,4.6,32,0.6667
957452,5.804,1250,7.4498
967955,1.8,2,0.1045
774011,3.8,4,0.0214
31245,3.5,136,0.5474
18498,4.907,292,1.5266
252739,6.3,9,0.119
472932,2.0,2,0.0744
3117,6.141,110,2.5174
79785,6.415,47,1.4919
415061,6.5,2,0.183
1630440,3.3,3,0.7343
410988,5.8,177,1.25
70177,4.2,12,0.6865
1222550,9.0,1,0.073
951305,5.6,6,0.4916
62929,4.0,11,0.2169
242171,3.0,4,1.0751
629181,4.6,7,0.5375
574190,3.5,4,0.2087
143674,4.3,17,1.2579
1185132,5.0,1,0.327
603050,4.6,7,0.0816
424049,5.5,4,0.5356
563949,5.0,1,0.0357
2981,6.759,166,1.753
300996,1.0,2,0.0168
47615,3.0,68,0.9438
1069108,10.0,1,0.2275
438815,7.8,10,0.1612
15483,4.37,234,0.6844
18910,6.4,168,3.0087
515908,7.0,163,0.7109
534500,5.5,1,0.1635
510657,5.6,9,0.6181
1377197,10.0,1,0.0445
28346,4.4,53,1.286
724885,7.413,149,2.6587
1241456,10.0,1,0.2587
1385756,8.0,1,0.0261
85557,4.773,22,0.2949
668616,2.3,3,0.0409
560362,5.259,454,1.5875
1046205,6.0,2,0.1949
482191,4.0,1,0.7455
258763,3.0,5,0.1096
338053,4.0,1,0.0492
477116,3.0,1,0.2652
467671,4.6,4,0.0297
157922,4.5,6,0.142
596707,5.4,16,0.319
587424,6.718,188,0.9106
270478,6.7,3,0.188
39392,2.3,3,0.254
1254388,10.0,1,0.0071
552655,7.6,5,0.2978
300668,6.44,9300,9.3722
383150,3.5,6,0.0692
335696,5.3,10,0.1043
483604,4.0,1,0.0889
85230,4.4,37,0.6799
30579,5.1,37,0.7595
227662,3.8,6,0.2898
40339,5.3,53,0.5219
930384,10.0,1,0.0143
1138194,7.0,2589,8.3826
521634,5.0,1,0.1715
41570,4.0,1,0.0404
58986,2.7,6,0.0327
1390069,10.0,2,0.1662
1218472,8.5,2,0.0261
717716,6.0,1,0.1629
116615,3.8,6,0.7319
1054573,7.5,1,0.0143
10306,5.244,545,2.1286
74090,4.9,5,0.4188
458573,2.3,3,0.0338
803939,8.0,1,0.0071
468003,8.0,1,0.045
1146575,2.1,4,0.2023
85002,6.1,67,0.5032
422998,5.1,7,0.2265
342657,6.5,172,1.9255
376416,1.8,4,0.461
687372,3.0,1,0.0973
211998,7.0,1,0.0827
1603327,10.0,1,0.053
619745,6.0,1,0.0071
1151443,3.2,6,0.2997
642666,6.2,8,0.3165
472160,7.3,3,0.0071
775501,3.0,1,0.1996
360257,3.0,1,0.3573
29958,3.4,19,0.5358
30402,4.6,41,0.5357
554792,5.667,9,1.1034
16167,5.616,159,1.1644
831543,4.4,5,0.4029
161017,5.8,5,1.55
119308,5.6,57,0.4019
484325,1.0,1,0.7332
594700,1.0,2,0.1181
224680,3.5,2,0.0453
1400656,5.0,1,0.1277
1337148,5.3,3,0.3803
521340,6.0,1,0.0143
928015,5.1,112,1.365
74110,2.8,5,0.4824
449931,1.2,4,0.0214
1282980,6.103,73,2.9321
788501,1.0,2,0.0558
105658,3.7,6,0.3545
760883,6.797,1697,3.6339
29394,6.43,86,0.6774
763209,5.6,5,0.1
297160,5.056,462,2.2924
55102,4.5,28,0.6419
643597,8.5,2,0.2328
324375,4.7,3,0.7171
171308,5.4,22,0.7289
567451,2.0,2,0.0387
342391,2.8,2,0.0968
464001,4.1,15,0.1531
90840,4.6,25,0.5415
513774,7.0,3,0.0243
843898,5.535,57,0.7475
211796,6.5,29,0.4885
714338,6.6,168,1.4885
1397006,6.0,1,0.0885
208621,5.6,23,1.641
1133983,6.5,2,0.1716
446215,4.9,38,0.1104
91433,2.6,8,0.0602
305655,5.75,37,1.0466
394330,4.6,5,0.1343
298380,7.0,3,0.1312
1151323,8.0,3,0.1906
578686,5.7,6,0.3565
1520193,10.0,1,0.0814
423345,3.3,3,0.4719
29318,4.7,50,0.5964
611056,5.0,1,0.1469
276168,4.0,1,0.6558
403599,4.6,11,0.0377
1223054,5.0,1,0.101
546823,2.6,6,0.2086
1147363,10.0,1,0.08
484370,10.0,1,0.655
982966,7.0,1,0.0506
55173,1.0,2,0.078
268101,6.0,3,0.062
244844,2.7,11,0.2057
56229,4.643,54,1.182
403587,6.1,2698,0.6016
228434,6.9,9,0.2864
35160,6.0,1,0.0513
433274,1.8,4,0.2301
79073,5.3,58,0.5186
39563,6.0,59,1.8575
564281,7.0,2,0.1659
420954,3.4,8,0.2901
1438030,6.3,7,1.9368
1074524,10.0,1,0.5101
265085,3.3,3,0.2744
18405,6.494,1939,5.8915
329707,3.9,14,0.1302
1651032,1.0,3,0.0168
8555,6.0,832,3.4025
932224,5.0,1,0.1284
499153,5.8,31,0.7094
146537,5.6,18,0.3053
1026355,9.0,1,0.1946
1363620,7.167,6,1.9681
1293108,6.0,1,0.1658
536750,1.0,1,0.0389
57018,5.3,112,0.516
982909,2.3,10,0.1346
718742,1.5,2,0.8708
412683,3.0,1,0.0671
20029,3.7,38,0.8656
146012,3.0,4,0.14
63175,3.4,27,0.424
109442,2.0,2,0.0511
62132,5.4,132,0.8959
360726,2.9,8,0.2292
1209695,6.7,3,0.0518
1163266,9.0,7,0.5419
264948,2.2,5,0.1546
514256,6.0,1,0.2273
847562,5.0,1,0.0264
1108300,4.3,3,0.1855
104765,6.0,1,0.1546
579541,2.7,3,0.0527
46365,3.6,11,0.1955
68302,5.0,1,0.2032
85155,3.9,8,0.1996
516768,5.8,5,0.4514
660727,3.4,10,0.5495
1215077,6.2,10,1.0396
145451,4.8,22,0.537
224350,3.5,1,0.0679
415403,7.1,6,0.7328
120749,3.3,3,0.1904
316979,6.0,2,0.2057
993292,5.0,13,0.3892
1172435,10.0,1,0.18
1015715,10.0,1,0.0454
347762,4.3,201,0.9471
9022,5.6,702,1.4996
335448,4.278,9,0.3495
854932,7.3,11,0.8702
98019,2.9,12,0.396
43565,5.4,21,0.8785
513510,4.9,33,0.5137
342127,5.875,8,0.5767
1216112,10.0,1,0.0362
825295,1.0,2,0.5064
540132,3.6,10,0.3984
61238,4.7,17,1.0356
75441,4.5,9,0.2417
421848,5.1,86,0.6071
536554,7.027,4760,8.3689
861053,5.0,1,0.0496
336833,4.4,21,0.543
1320585,10.0,1,0.0143
135141,4.8,18,0.5114
118402,5.3,15,1.9981
2662,6.193,1740,5.9184
56023,3.5,7,0.1113
34311,5.8,318,2.1774
467839,4.2,27,0.6185
224997,3.1,8,0.0843
55515,4.4,12,0.1409
1098939,2.2,4,0.588
658788,1.5,4,0.0739
97183,5.5,8,0.1572
504169,3.0,5,0.0922
274218,3.0,1,0.0998
1522660,10.0,1,0.2453
433676,7.0,1,0.0987
577849,7.0,1,0.2021
814244,7.4,22,0.0552
610010,4.7,14,0.2874
340744,1.0,2,0.0546
174790,8.0,2,0.5576
568277,7.0,3,0.0071
499910,7.1,19,0.3219
50838,5.355,387,1.2096
1001042,9.0,3,0.0606
1399011,8.0,5,0.2674
155537,1.2,4,0.1248
44935,6.734,126,3.4423
1010698,10.0,1,0.0539
63026,6.2,34,0.4711
452379,4.5,2,0.3204
49275,6.3,68,0.2758
57982,6.908,49,0.8332
106280,3.8,25,0.9714
1079158,2.5,4,0.0439
1418280,3.7,6,0.1611
1562702,6.0,1,0.1345
739058,5.0,1,0.0071
1322543,10.0,1,0.0753
291610,6.5,2,0.0168
434280,3.1,8,0.3406
157767,3.0,3,0.172
42202,5.1,26,1.1437
35914,4.6,23,0.442
392248,7.9,5,0.1041
207356,3.5,10,0.2698
83409,4.4,36,0.2126
382012,6.0,6,0.3918
161326,4.0,20,0.2831
80532,5.2,8,0.5748
527830,3.0,1,0.0143
369637,4.1,16,0.1994
566804,5.8,2,0.2897
249187,5.9,8,0.593
576617,4.1,15,1.7782
29098,4.6,46,0.6299
371833,6.2,27,0.6406
47335,2.4,5,0.3193
1293263,5.722,72,1.9546
456529,4.4,89,1.0631
71944,5.8,21,0.5129
926688,3.7,3,0.6241
434080,5.449,69,0.5887
34089,4.9,12,0.4422
56767,5.6,39,0.8228
306643,6.0,1,0.0281
11186,6.356,2004,6.085
1098117,5.0,1,0.3329
746685,6.7,3,0.9065
960081,6.0,8,0.3247
856680,2.0,1,0.4906
366182,2.0,1,0.1081
282353,4.8,14,0.2894
92060,8.2,744,4.9076
1358123,2.0,1,0.1164
1437118,8.0,2,0.1078
1503002,5.0,10,0.1014
567861,5.5,2,0.0738
170792,6.4,14,0.2668
502574,2.9,4,0.2163
759571,6.0,1,0.0214
24331,5.3,169,0.8472
1476942,10.0,1,0.094
89549,3.0,9,0.4726
43650,7.4,293,2.2002
1033883,2.2,4,0.1976
301728,5.2,386,1.2552
1362262,10.0,1,0.2395
362065,5.4,37,0.6143
1146195,9.0,1,0.0807
1270346,5.0,1,0.0143
113957,3.9,40,0.9468
603564,5.5,2,0.4798
281101,5.5,2,0.055
106718,6.0,1,0.5994
596352,10.0,1,0.1208
784192,2.0,2,0.3698
416482,3.7,3,0.2266
55689,5.5,78,0.6378
16271,5.792,72,0.7018
58952,2.6,11,0.2536
1032950,6.127,375,1.8697
901481,7.0,1,0.0071
463364,4.8,99,0.7419
575774,6.403,1219,3.4873
614722,5.2,170,0.8709
433243,6.0,1,0.4285
321746,5.3,3,0.1377
65391,3.2,2,0.1145
296244,4.7,41,0.1891
402440,6.0,2,0.1071
1001654,6.0,1,0.1582
693544,0.5,1,0.1582
621495,3.6,20,0.3229
1172398,7.5,1,0.0071
74254,4.5,24,0.548
1018169,3.0,1,0.0971
736547,2.0,1,0.3033
728144,5.3,41,0.9431
277599,2.3,3,0.2548
16350,5.1,135,0.6776
15999,7.665,782,4.5836
29424,5.3,91,0.3448
189098,4.6,16,0.4237
668723,5.2,5,0.0071
1186023,4.439,40,0.5101
138496,4.8,109,0.831
483969,5.0,2,0.3589
597722,3.6,29,0.4746
690286,3.8,3,0.5318
37862,4.8,4,0.2017
377498,6.2,4,0.201
1281179,3.8,6,0.2922
1426110,8.0,1,0.0691
985062,10.0,1,0.1292
694096,5.9,15,0.0806
617208,5.0,9,0.3188
33828,6.5,114,1.0988
53811,4.6,7,0.1525
754218,5.6,13,0.2536
91431,4.3,8,0.3114
511813,4.8,23,0.4944
78083,3.607,28,0.2351
405039,4.5,4,0.1868
885101,5.429,7,0.9481
445771,5.0,1,0.09
44693,3.8,22,0.4236
24075,4.2,23,0.4797
44500,3.0,3,0.1929
465083,4.4,5,0.1536
782984,9.0,2,0.2611
1460162,4.6,5,0.6731
413469,5.5,46,0.4196
106899,3.6,5,0.4852
876227,4.5,2,0.2037
57289,5.7,17,0.4458
1172400,3.5,2,0.0645
27851,2.2,4,0.2144
136849,6.4,9,0.4899
27495,5.5,118,0.9256
1639488,6.5,2,0.1298
964592,6.6,238,3.269
80485,5.7,8,1.9174
78075,5.6,24,0.5129
135760,4.9,11,0.2871
547091,7.2,4,0.1189
524925,6.5,2,0.0865
1114905,6.4,211,0.9484
679444,5.0,2,0.0516
64666,4.7,23,0.7415
10053,5.726,1144,2.5902
710736,3.5,4,0.0468
62558,5.6,84,0.6889
1368940,5.0,1,0.259
11361,5.315,1322,2.8858
464311,2.7,3,0.0071
1100069,10.0,1,0.2579
1553221,5.0,1,0.0071
169453,5.607,14,0.2931
334895,2.0,1,0.1396
450372,4.0,2,0.3307
157544,5.354,818,2.6049
41118,6.0,50,1.7493
190544,3.4,9,0.3864
976224,2.7,3,0.0871
1436932,8.0,1,0.0261
997476,1.0,1,0.2569
27253,5.738,65,0.6488
36960,5.2,42,0.9574
1559061,5.5,2,0.9069
243998,4.0,13,0.3459
90064,4.0,1,0.1106
879734,6.2,5,0.196
231082,3.8,28,1.0915
162046,3.3,6,0.4265
925946,8.8,8,0.8484
1314912,8.0,1,0.2791
700424,1.7,3,0.2439
672818,1.0,2,0.0675
155529,5.8,4,0.9014
672943,5.0,1,0.1851
1200189,3.0,2,0.2738
542440,7.0,3,0.2926
107397,4.0,19,1.5472
59316,5.4,5,0.5407
542191,5.2,6,0.2909
692074,2.0,1,0.1863
401319,4.0,1,1.1907
520914,4.0,2,0.1838
46799,7.0,92,0.7505
370498,5.3,6,0.2779
502926,6.2,11,0.0504
872470,10.0,1,0.0535
974931,6.798,1090,7.5011
682225,3.0,2,0.0143
11850,7.219,1303,4.6919
961674,10.0,1,0.0404
808053,6.0,1,0.1083
168476,4.0,3,0.3987
74646,5.452,105,0.7537
333072,5.455,11,1.3438
982752,5.925,206,2.245
929461,8.5,2,0.5356
994640,4.0,1,0.0071
11596,6.462,1569,5.2576
829035,3.5,12,0.5398
374922,4.2,4,0.6447
104851,4.4,8,0.1968
137904,4.0,24,0.0912
689918,6.3,3,1.0123
67350,6.2,31,2.5705
1040182,3.8,5,0.1385
1021456,5.0,1,0.2601
141642,4.2,6,0.0707
1027847,10.0,1,0.1896
29898,2.8,18,0.4332
527822,4.0,1,0.1525
843932,5.372,227,1.4128
88486,5.5,17,0.4533
580605,3.0,2,0.2299
658497,6.875,8,1.3779
1290547,4.7,3,0.3935
169314,5.6,64,0.991
206721,4.9,7,0.2117
84276,5.0,6,0.2
