tconst,title,average_rating,num_votes
tt0396926,The Wind of Ayahuasca,6.5,25
tt0398085,The Gray Horror,3.8,17
tt0400329,Evil's City,2.4,429
tt0400410,Catholic Ghoulgirls,2.5,160
tt0404031,Evil Eyes,3.5,609
tt0404034,The Fall of Night,6.0,38
tt0404097,Hasina Aur Nagina,3.9,14
tt0405031,I Pass for Human,5.5,64
tt0405044,The Incredible Torture Trio,7.7,21
tt0408830,Half-Caste,2.3,235
tt0409066,The Mummy,5.7,29
tt0411302,Doodlebug,7.0,20097
tt0414413,La promesa,5.8,247
tt0414869,Bite Me!,4.7,505
tt0414982,Final Destination 3,5.9,184212
tt0414997,Funerals of Terror,7.2,19
tt0415068,Insight of Evil,2.5,519
tt0415160,Minotaur,3.7,5586
tt0415167,Mortuary,4.2,6771
tt0415328,Tortured Soul 3: The Willing Flesh,5.7,29
tt0415679,Boy Eats Girl,4.9,4129
tt0415689,Bunshinsaba: Ouija Board,5.7,1621
tt0415742,Demons of the Desert,5.2,21
tt0416207,The Satanist,4.4,249
tt0421121,Cerberus,3.7,1390
tt0421758,Bloodsucking Redneck Vampires,3.5,183
tt0422037,Curandero,4.9,520
tt0422568,Katabi Ko'y Mamaw,4.7,14
tt0423195,The Echo,5.8,1050
tt0425154,The Suicide Manual 2: Intermediate Stage,4.9,97
tt0426512,The Little One,6.9,31
tt0427848,Shadow: Dead Riot,4.0,1167
tt0428006,Vampz,4.5,77
tt0428275,Both Ends Burning,7.3,33
tt0428488,Emmanuelle - The Private Collection: Emmanuelle vs. Dracula,3.2,272
tt0431193,Killer Bash,3.6,458
tt0431661,Bowling Balls,6.8,180
tt0432829,Eat the Rich: The Cannibal Murders,3.2,71
tt0434179,Marebito,6.0,6131
tt0434964,Gammera the Invincible,5.0,1477
tt0435150,The Lost Tape: Andy's Terrifying Last Days Revealed,6.2,1157
tt0436318,Fizz,8.0,46
tt0438551,Vampiros,6.3,89
tt0439309,Swamp Zombies!!!,2.5,511
tt0439536,Death's Door,4.2,129
tt0439569,Twisted Sisters,4.5,421
tt0440997,Dead by Dawn,6.5,23
tt0441516,Takbo... Talon... Tili!!!,6.6,26
tt0441529,El Tren de la Bruja,6.9,549
tt0442212,The Slaves of Sadism,7.1,52
tt0442740,After Sundown,2.6,331
tt0443005,From Cherry English,6.9,34
tt0443205,Neighbour No. 13,6.3,1355
tt0443594,Naina,4.3,920
tt0443626,Alien Invasion Arizona,2.7,333
tt0444759,Art of the Devil,4.8,1707
tt0444932,Uma Fêmea do Outro Mundo,4.9,9
tt0446719,Isolation,5.6,8523
tt0448017,"Let Us Go and Burn Her Body; Or, The Devil Done Let Out",2.3,259
tt0449599,Hood of the Living Dead,2.5,708
tt0451085,Insecticidal,3.3,856
tt0451238,The Toybox,3.7,394
tt0451954,Tokyo Zombie,5.9,2161
tt0452019,Ghost System,4.3,94
tt0452893,The Walkers,3.6,102
tt0453460,Death Clique,3.9,189
tt0455362,The Breed,5.1,15273
tt0457414,Midnight Movies: From the Margin to the Mainstream,7.3,1754
tt0458480,Simon Says,4.2,4002
tt0458776,Killer Top Models,5.8,15
tt0459392,Hammerhead,3.1,1891
tt0459575,Tsuburo no Gara,5.5,133
tt0460742,Chain Reaction,3.6,1640
tt0460834,Jacqueline Hyde,4.2,411
tt0462028,Shadow Man,5.8,22
tt0462298,The Unknown Trilogy,3.1,397
tt0462703,Antarctic Journal,5.9,2263
tt0463854,28 Weeks Later,6.8,361945
tt0465430,The Cottage,6.1,13783
tt0465643,Time of Her Life,3.0,257
tt0466392,Pot Zombies,2.1,455
tt0467114,Valentina,8.2,57
tt0468119,The Sins of Government,2.2,53
tt0470983,"Alex, Vampire Slayer",7.3,51
tt0472047,B.T.K. Killer,1.6,1463
tt0473059,Manhater,6.5,32
tt0473473,The Dividing Hour,5.0,84
tt0475382,The Scorned,2.9,369
tt0478242,Saurian,6.8,36
tt0479156,Skankobite,3.6,15
tt0480075,Intercessor: Another Rock 'N' Roll Nightmare,2.3,172
tt0480516,Canes,3.5,632
tt0481598,Pathogen,5.3,300
tt0482118,Hunting Creatures,4.0,82
tt0482374,Gone,5.4,4577
tt0483437,Still Life,7.5,1198
tt0484967,Casa tomada,6.3,8
tt0486099,Kraken: Tentacles of the Deep,3.7,1395
tt0486128,The Journal of Edmond Deyers,6.3,32
tt0486592,Guardians,2.9,335
tt0486652,Sisters,3.9,1753
tt0487011,Anandabhadram,7.3,1290
tt0487037,Mammoth,3.6,2576
tt0488049,"Ispiritista: Itay, May Moomoo",5.4,45
tt0488310,Kazuo Umezu's Horror Theater: Present,5.0,179
tt0489019,Dead and Gone,3.3,618
tt0489024,Darkworld,2.0,159
tt0489476,Feltámadás Makucskán,6.6,21
tt0489842,Sickness House,1.9,135
tt0490410,Bad Moon,7.4,10
tt0492017,The Murderer of the Night,3.8,15
tt0492330,Poltergay,5.5,1324
tt0493409,Devil's Den,4.7,1308
tt0495753,The Sorceress,5.4,199
tt0496634,The Countess,6.2,8971
tt0498369,Mutation,2.1,181
tt0499601,Zombie Farm,4.3,234
tt0762088,The Dawn,2.1,168
tt0765475,Special Dead,4.4,570
tt0770745,The Empty Acre,3.8,266
tt0772181,Krabat,6.1,7115
tt0772193,Primeval,4.8,15911
tt0774092,Cry,7.3,23
tt0775440,Cell,4.5,32993
tt0775569,The Woodland Haunting 2,2.5,68
tt0780179,Lizard Baby,4.9,110
tt0780506,Easter Bunny Kill! Kill!,4.6,661
tt0784832,The Red Skulls,4.0,141
tt0788017,Aunt Tiger,4.4,253
tt0792986,Fear(s) of the Dark,6.6,3321
tt0797085,Visitante de invierno,5.2,267
tt0803003,Hellbride,3.2,173
tt0805547,Horizonica,4.0,161
tt0808223,Death club,7.2,43
tt0808279,Funny Games,6.5,110167
tt0811094,Survival,3.6,238
tt0817228,The Tattooist,5.1,3344
tt0817400,Sounds Like,6.1,2512
tt0817910,Hellboy Animated: Blood and Iron,6.6,4721
tt0818116,Little Farm,5.7,113
tt0819806,Suffer the Little Children,6.4,109
tt0823684,Ice Cream Ants,7.5,28
tt0823726,The Wailer,3.4,294
tt0830538,The Seduction of Dr. Fugazzi,2.9,519
tt0832227,Nightshade,8.6,18
tt0836683,The Appeared,6.0,1764
tt0837565,The Witches of Eastwick,6.4,92
tt0838224,Echo,5.9,482
tt0839875,Kingdom of the Vampire,2.7,155
tt0843878,UKM: The Ultimate Killing Machine,3.1,1110
tt0844666,Blackout,5.0,4109
tt0847194,Something for Santa,8.4,13
tt0850284,Gomeda,2.3,908
tt0850689,My Ambition,7.3,23
tt0852589,The Return of the Beast,5.3,14
tt0860837,The Confessional,6.7,125
tt0862966,The Three Trials,4.4,123
tt0865496,Diary,5.9,838
tt0871197,Right to Die,6.3,2334
tt0872339,Tartarus,3.3,131
tt0876263,The Draft,5.2,31
tt0877355,The Murder Game,4.0,346
tt0880460,I Spit on Your Remains,5.8,11
tt0880648,Shuttle,5.6,6475
tt0884237,Carnivorous,2.5,283
tt0888071,Watch Me,3.9,181
tt0888510,Lovecraft's Pillow,5.9,177
tt0892047,Dead Mary,4.4,2640
tt0892899,Outpost,5.8,18560
tt0896927,Shiver,6.0,3559
tt0898925,Island of the Living Dead,4.0,471
tt0899224,Ten Nights of Dreams,6.3,480
tt0906005,Freakshow,3.3,1296
tt0918645,Left for Dead,3.2,1302
tt0929239,The Last,4.1,56
tt0932970,The Crawlspace,3.1,77
tt0934437,"The Criminals, Part 5: The Teenager's Nightmare",6.2,52
tt0936502,Tight,6.0,33
tt0938347,Virus Undead,3.5,842
tt0940723,Left Bank,5.9,3076
tt0940796,Yellow,6.4,83
tt0944139,White Crocodile Queen,6.1,58
tt0945346,The Glasshead,6.0,20
tt0953375,King Kong Appears in Edo: The Episode of Gold,6.2,25
tt0961205,The Last Gateway,4.9,234
tt0961206,The Legend of Bloody Jack,2.6,411
tt0962711,The Objective,5.4,8806
tt0963948,Shroud,6.3,52
tt0969706,Forest of Death,4.2,612
tt0973847,When Night Falls,5.0,533
tt0985108,The Scary Movie,5.6,76
tt0988849,Donkey Punch,5.2,11985
tt0996489,Pirates of Ghost Island,1.5,273
tt0997276,The Golden Nazi Vampire of Absam: Part II - The Secret of Kottlitz Castle,4.5,354
tt10021582,A Deadly Legend,2.6,333
tt10022734,Grummy,7.0,75
tt1002567,Hansel & Gretel,6.6,5229
tt1006947,The Raven,2.9,246
tt10071270,Marineland Carnival: The Munsters Visit Marineland,5.5,119
tt10098288,Roohi,4.3,11542
tt10100726,Budfoot,6.7,59
tt10125816,The Monster,5.8,8
tt10127490,Abducted: The Mary Stauffer Story,5.7,774
tt1015474,Train,4.7,7416
tt1016213,Nightfall,4.2,85
tt10166838,Peggy and Fred in Hell: The Complete Cycle,6.9,40
tt1018817,April Fool's Day,3.8,4455
tt10194058,13 Tracks to Frighten Agatha Black,5.1,47
tt1020873,Can I Call You?,6.4,29
tt10222752,Sick Sick Sick,5.0,183
tt10225400,I Eat Your Skin,3.7,28
tt10264142,Black Mass,7.0,44
tt10270128,Re-Home,7.1,14
tt1027755,Tied in Blood,3.5,243
tt10303164,Swarm,5.1,19
tt1031673,Santet,6.2,183
tt10342730,Spiral: From the Book of Saw,5.2,77069
tt1034415,Suspiria,6.7,104880
tt10354062,The Friend,7.8,28
tt1038902,Spiker,2.6,526
tt1039985,Satanic Panic,2.5,297
tt10402832,Sour,3.7,93
tt10410686,Fanfare,4.7,66
tt10417938,The Scuzzies,7.4,37
tt10423178,Dooley Does Murder,6.8,12
tt1042922,Zombies Gone Wild,1.2,474
tt10442528,Midnight Melody,2.7,14
tt10442744,Noite Escura da Alma,6.9,16
tt10465232,Rendez-vous,5.7,235
tt1047490,Lo,6.4,3027
tt10491414,Tales of the Bizarre: 2019 Rain Special,4.7,43
tt10503736,The Ghosts of Borley Rectory,3.8,1112
tt10510320,Horror Odyssey,5.7,30
tt10514312,Weedjies! Halloweed Night,4.4,281
tt10514532,Into the Forest,3.5,429
tt10515340,At The Door,3.2,2207
tt1053284,Malam Jumat Kliwon,2.3,46
tt10543530,The Fall of Camp Blood,5.4,160
tt1054479,Devil's Gateway,6.4,24
tt10556320,Sator,5.1,3106
tt1056053,Dream Slashers,4.5,87
tt10562658,Non-living,5.2,99
tt1058557,The October Garden,5.8,13
tt1058765,The Vampire,6.9,27
tt10601552,Slapface,5.1,3128
tt10613002,Roh,6.0,1358
tt10617150,The Missing,4.6,51
tt10621156,Pet Sematary: The Tale of Timmy Baterman,6.3,73
tt10627338,Cin Deresi: Müsfer,4.2,60
tt10630252,Safekeeping,7.5,11
tt10637522,Zombie Warriors,6.5,12
tt10645682,The Jack in the Box,4.3,3510
tt1064744,Dying Breed,5.3,6546
tt1065060,13 Hours in a Warehouse,3.9,979
tt10681070,Leap of Faith: William Friedkin on The Exorcist,7.6,1192
tt10681508,Dante Falls,4.6,23
tt1068250,Hantu,5.9,55
tt10698426,Lampor: The Flying Casket,5.3,291
tt1071876,Horror House,2.7,130
tt1073106,Empathy,6.7,158
tt1075055,The Sign,6.6,43
tt10767234,The Quiet,5.5,30
tt1077236,Black Ribbon,3.2,230
tt10772398,First Bite,5.9,14
tt1078897,Hysteria,6.4,83
tt10795952,A Renaissance,9.6,15
tt10805630,Because You're Dead to Me,5.5,27
tt10815138,Häuschen - A Herança,5.7,26
tt10833054,Mære,7.4,5
tt10840242,Vajramukhi,4.4,9
tt10883274,Till Death: Azalea’s Wrath,4.6,87
tt10899402,Hideout,4.2,7733
tt1090657,School Ghost Story F,5.9,37
tt10919948,Last Dance,7.6,10
tt10926156,A Comedy of Horrors: Volume 1,5.8,177
tt10941130,Wash,6.2,50
tt1097002,The Flesh Keeper,5.2,54
tt11010074,The Nameless Days,4.1,719
tt11033046,Blood Born,4.3,373
tt11051846,The Boonies,2.7,327
tt11055048,Hellarious,5.5,617
tt11084388,Mantra,4.8,91
tt11085230,Man in the Corner,6.2,35
tt1110046,Demonoids,5.1,14
tt11100730,The Music of Erich Zann,5.1,15
tt11104968,Attack of the Killer Scarecrow,7.1,27
tt11117026,Frank & Mary,8.1,10
tt11120482,Flagged,5.6,190
tt11125634,Hail Mary,7.0,35
tt1112697,Insane in the Brain,4.2,48
tt11151336,Broadcast Signal Intrusion,5.4,3707
tt11162476,Dana,7.4,68
tt11166308,Tow,3.2,313
tt11183466,Mya Mya,6.7,32
tt11187936,Fragile.com,5.4,190
tt11213814,The House Call,5.5,16
tt1124048,The Last Resort,3.1,1579
tt11252208,SOMA: Transmissions,6.6,32
tt11282096,A Monster Origin Story,9.2,6
tt11295854,Hypnotica,6.0,73
tt1132438,Born of Earth,3.1,235
tt1135486,The Twelfth Hour,6.7,10
tt11364118,Dark Tales From Channel X,4.6,65
tt1136688,Tales of an Ancient Empire,2.2,1762
tt1137448,A Darker Reality,3.9,576
tt1137477,Scourge,4.2,1236
tt11394332,Spree,5.9,21683
tt11400060,"Terror, Sisters!",5.7,436
tt11416582,Amber Road,4.2,678
tt11419500,The Slayer Chronicles - Volume 1,6.4,40
tt11421870,The Grotesque World of Jimmy the Bean,4.0,55
tt11445970,Feast of the Fallen Angels,4.1,13
tt11453082,Tales from the Hood 3,5.1,1294
tt11464730,Motherly,5.2,2299
tt11471972,Polygamy Gone Wrong,6.8,162
tt11486994,Incision,3.8,3135
tt11493006,Mako,3.4,2045
tt11505200,Mommy Got a Demon,6.9,15
tt1151400,Second Sight,4.9,198
tt11516336,Kamen Rider BiBiBi no Bibill Geiz,7.0,15
tt11525468,Horror Nights,5.6,29
tt11535200,Screature,2.4,42
tt1156317,The Legend of Viper's Hill,5.6,17
tt11569658,Snow Falls,3.1,1910
tt11597938,Lenore,5.5,10
tt1160376,Unholy Reunion,7.2,23
tt11626104,The Things With The Glowing Green Eyes,6.6,8
tt11644116,Live or Let Die,3.3,402
tt11651640,The Sudbury Devil,5.5,226
tt11667808,Sin Eater,3.4,508
tt11678912,Working Class Goes to Hell,5.8,249
tt11708862,High Score,8.0,10
tt1172060,It's Alive,3.5,3113
tt11738424,After School Horror,5.8,17
tt11777528,The Dunes,4.8,105
tt11799784,Ghost Painter,5.6,166
tt11806164,Triple Raped,5.6,22
tt11815960,Superdeep,4.9,6728
tt1182340,The Curse of Lizzie Borden 2: Prom Night,4.0,115
tt1185244,The Great Ghost Rescue,4.8,662
tt11853706,Jabang Mayit,2.6,44
tt1185837,The Cell 2,2.8,3125
tt11859012,The Girl Who Got Away,5.2,9323
tt11860860,The Gloom,5.6,36
tt1187064,Triangle,6.9,148159
tt11871314,Nightfall,5.6,39
tt1188725,Ghost Office,4.3,42
tt1188990,Cold Prey II,6.1,10702
tt11897224,The Dark Web Tapes,1.5,148
tt1190885,Ghost-In-Law,8.6,105
tt11926672,Lantai 4,3.6,23
tt1193468,Clay,3.4,141
tt11953368,Bats,2.2,245
tt11971932,The Leprechaun's Game,2.1,473
tt12004038,Watcher,6.3,61282
tt1204898,Fistful of Brains,4.6,119
tt12054150,Zombie Island,5.5,42
tt12059016,Red Snow,5.0,2401
tt1207948,Kababalaghan,7.6,13
tt12116566,Blight Of Humanity,4.3,167
tt12128038,Out of this World,4.8,236
tt12138298,Blight,4.1,215
tt12144312,Del Otro Lado,5.6,5
tt12148370,The Silence,6.7,6
tt1214963,Sacrificing the Few for the Many,5.8,232
tt12192884,Unusual Attachment,6.5,17
tt12198698,290 Poisons,6.4,7
tt1220213,Grace,5.2,8432
tt12223620,The Slaughterhouse Killer,4.3,480
tt12226872,The Scary of Sixty-First,4.5,2685
tt1227555,Corridor,5.9,1209
tt12287616,Cleanse,5.7,54
tt12311866,Children of the Corn,3.8,5509
tt12313330,Sister Midnight,7.2,9
tt12313942,Malicious,5.5,820
tt12317522,Live Forever,6.9,42
tt12323616,Desert Quarantine,4.6,33
tt12324092,They Crawl Beneath,3.3,756
tt12325324,The Dark Offerings,5.5,61
tt12351176,Toby,5.0,21
tt12355660,A Shot in the Dark,5.4,36
tt12368158,Emily's Monster,7.7,13
tt12373798,The Pandemic Anthology,4.4,83
tt1237863,Blood & Sex Nightmare,3.1,554
tt12385438,Witches in the Window,7.0,9
tt12410182,Night Carnage,1.9,222
tt1241226,Locker 13,4.7,572
tt12422064,The Haunting of the Morgan Estate,6.0,101
tt12423458,The Mare,8.2,9
tt1244512,Body Count,4.6,50
tt1245112,[REC]²,6.5,84348
tt12452380,The Nine,6.5,155
tt12472174,Sorority Babes in the Slimeball Bowl-O-Rama 2,3.3,555
tt12474816,Hollow,2.9,349
tt12484098,Dark Lullabies: An Anthology by Michael Coulombe,3.5,76
tt12496582,Devil's Island,3.6,1212
tt12519678,Cold Caller,7.1,8
tt1252501,Monsters Gone Wild,4.1,54
tt12530402,Tinnitus,5.1,279
tt12547822,Run Rabbit Run,5.0,13566
tt12549474,Hacked,6.3,108
tt1259821,No Place Like Home,5.2,34
tt1260567,Dark House,4.8,2331
tt12616296,Second Chance aka Grey Valley,3.8,60
tt12637668,The Flame,9.0,21
tt12664876,Keratin,1.0,2833
tt1267379,Dead Space: Downfall,6.3,12196
tt12695436,Quarantine-19,3.4,59
tt1270631,The Herb of the Rat,6.0,337
tt1270761,Don't Be Afraid of the Dark,5.5,52224
tt12740024,Scavenger,4.5,181
tt12757438,Smiley Face Killers,3.7,1688
tt12768962,Eclipse,4.4,11
tt1277936,Cropsey,6.3,10091
tt12790908,The Curse of La Patasola,3.4,518
tt12831622,The Carducci Talent Show,5.6,96
tt12831854,What It Takes,7.3,7
tt12833064,Asvins,6.9,130
tt12842808,Rumah Pasung,7.5,15
tt12844834,The Funeral Home,4.3,701
tt1284485,Make-Out with Violence,4.6,778
tt1285009,The Strangers: Prey at Night,5.3,40233
tt1285219,Ghosts Don't Exist,3.4,463
tt1286139,Deader Country,4.8,65
tt1286147,Ghost Machine,4.7,1971
tt12876312,Abracitos,6.2,109
tt12880606,Landon Dies,6.3,24
tt12919778,Machination,5.0,119
tt12920986,The Damned Lake,5.6,20
tt12940814,From Almost Night Till Almost Day,7.0,9
tt12971854,Creepypasta,3.2,449
tt1297924,The Death of Alice Blue,5.6,95
tt12986194,Those Who Call,2.3,255
tt1300576,Dr. Shock's Grindhouse of Horrors,3.8,40
tt13024386,Locked Inside,4.1,56
tt13040244,Lain,2.9,46
tt13068144,Stuck,6.7,337
tt13094066,Karma,6.6,73
tt13108420,Cannibal Tick,3.8,30
tt13112698,Hillwalkers,4.3,587
tt1314170,The Child's Eye,4.2,980
tt1314248,Sea Beast,4.2,2017
tt1314366,Raksha,6.3,111
tt13176784,Displaced,5.0,10
tt1321396,The Faceless Man,7.4,10
tt13223274,Death Trip,2.7,359
tt13223398,Beast,5.6,48249
tt1323595,The Hell Patrol,5.4,65
tt1323946,Pulse 3,3.6,2268
tt1323959,Suitable for Murder,3.8,45
tt13249150,The Death of Dottie Love,6.2,6
tt1325026,Renfield the Undead,3.5,133
tt1325773,New Terminal Hotel,3.2,503
tt13274576,Bloody Oranges,6.4,1391
tt13281788,Forever Mine,6.4,24
tt1329410,Must Love Death,4.4,446
tt1330007,Axe Massacre,5.4,56
tt1331307,Dread,5.6,13641
tt1332033,Red Torrent,4.0,458
tt13323118,The Wasteland,4.6,5185
tt1334526,Deadtime Stories,4.0,774
tt13363828,We Need to Do Something,4.5,4292
tt13369452,Asih 2,6.0,347
tt13374002,Stranger's House,6.4,121
tt13375076,The Pope's Exorcist,6.1,101945
tt13380324,Night Shift,5.5,4311
tt13389120,ManFish,5.3,200
tt13390972,On a Dark and Bloody Ground,6.6,16
tt13391696,Cold Case,6.1,5086
tt1339615,The Storymaker,8.4,32
tt13430932,Dawn of the Beast,4.1,1176
tt1344814,Children of the Lake,4.2,38
tt13449566,WJHC AM,7.1,479
tt13463702,Contra-Filé,7.5,197
tt1346961,The Eclipse,6.1,3260
tt1347022,Cam2Cam,6.6,50
tt13472452,The Return of Shitters,3.9,35
tt13484102,SCP: Overlord,7.4,1097
tt1353012,Cheerleader Massacre 2,3.7,429
tt1353097,Kennedy's Brain,5.8,143
tt13533622,Zo in Exile,6.0,31
tt1353925,The Cat Beast,4.4,15
tt13546076,Smiles,6.6,84
tt1355219,Powinowactwo,4.5,19
tt13562408,Children of Camp Blood,3.1,156
tt13566356,Circus,4.1,24
tt1357389,Echo,4.9,30
tt13575952,The Unburied,4.6,84
tt13581026,The Werewolf Game: Death Game's Operator,6.1,29
tt1358182,Frankenstein vs. the Wolfman in 3-D,5.7,55
tt1362103,Neighbor,3.9,2058
tt13657394,Night Shift,5.2,1124
tt13659404,Thumb,6.5,12
tt1366942,Satanic Sluts: The Black Order Cometh,4.3,40
tt1367236,Mold!,4.7,301
tt13682162,Good Evening,7.9,59
tt13688756,Built to Kill,3.5,138
tt1370179,Doctor S Battles the Sex Crazed Reefer Zombies: The Movie,6.9,76
tt1374964,The Ties That Bind,7.5,14
tt1375754,Stricken,3.4,206
tt1377607,Voodoo Curse - Legba's Rache,4.3,26
tt13785940,Virus Shark,1.8,483
tt13821054,A Little Death,5.8,6
tt13835268,The Samejima Incident,4.5,102
tt13839382,Night of the Falling Stars,3.1,74
tt13839642,Return of the Beast from Outer Space,6.0,40
tt13852690,Beaten to Death,4.9,822
tt1385612,Ouija Board,4.0,35
tt1386583,Infection: The Invasion Begins,2.5,552
tt13879482,Dissonance,5.1,121
tt13893190,The Bunker Game,3.3,2831
tt1391128,The Tell-Tale Heart,1.0,9
tt13915690,The Rickety Man,6.6,23
tt13924872,Death Club,4.6,41
tt13942538,Delirium,5.3,170
tt13953638,Shadowprowler,5.5,240
tt1396221,Passion Play,4.5,9144
tt13964404,Horror in the High Desert,5.4,6045
tt1397497,Carny,4.2,1382
tt1398428,YellowBrickRoad,4.7,7973
tt1401236,The Fields,4.3,2024
tt14015664,"Terror from 20,000 Leagues Below",6.6,11
tt14026644,The Girl in the Trunk,3.3,367
tt14080416,The Ones You Didn’t Burn,4.1,450
tt1408304,Night of the Living Jews,5.3,388
tt14124642,Terrible Things,6.0,129
tt14129906,Stuffings,3.6,138
tt14141806,The Girl with the Blurred Face,6.7,9
tt14153138,Who's With Me?,8.7,17
tt14156142,And Then! He Kissed Me,5.8,89
tt14180680,The Eyes,5.3,10
tt14194404,Jacinto,6.4,99
tt14215186,The Murder Podcast,6.8,96
tt14216086,Frost,3.2,507
tt14221522,Bundy Manor,4.7,114
tt14237770,Incarnation,5.8,18
tt1423967,Night of the Sinner,4.0,146
tt14250446,Mimic,6.7,11
tt14297962,Wolf Hollow,3.6,457
tt1430116,Hellgate,4.5,873
tt1430505,The Uh-oh Show,4.8,286
tt14308764,Inferno,7.2,6
tt14317542,Hysteria,6.2,87
tt14328410,Deadly Nightshade,3.4,195
tt1433562,High Lane,5.6,8824
tt1436463,Slave,3.7,679
tt14392056,A Little More Flesh II,5.3,30
tt1439559,Vampiro,3.2,124
tt14406178,The Hypnosis,5.1,303
tt14430306,Bad People Doing Bad Things,6.1,12
tt14433628,Krishna Talkies,6.6,110
tt14433692,Dilli Kaand,5.5,14
tt14445364,Batch 2003,5.5,42
tt1444706,Zombie Dearest,4.4,280
tt1446068,Faces of Schlock,5.1,119
tt1446143,Rations,5.8,14
tt14465334,Sexy Furby,6.9,26
tt14508404,Fortress of Sin,4.5,23
tt14534286,Ghostbuser,6.8,69
tt1454454,Dara,7.2,241
tt1455680,Spooky Tales,5.0,26
tt14575756,Era dos Mortos,4.8,5
tt1459013,Uninhabited,4.3,3159
tt1459221,Dead by Dawn 2 - the Return,2.9,12
tt1460014,Muckman,4.3,175
tt1461397,Knifepoint,4.7,245
tt14617254,The Accursed,4.2,1955
tt1462506,Identity Theft,6.6,143
tt1462562,Life Room,4.1,56
tt1467304,The Human Centipede (First Sequence),4.4,96645
tt14675734,White Noise,5.2,29
tt14685852,The Birdwatcher,6.5,15
tt14687716,The Beehive,4.2,190
tt1469886,Les mrtvých,4.4,11
tt14702458,Pink Rabbit,5.5,50
tt1473361,Tokyo Gore School,4.6,200
tt14739558,Long Way from Home,4.0,9
tt14769900,Saison Morte,5.2,269
tt1478800,Assault Girls,3.8,1379
tt1479849,Syner,4.9,38
tt14837096,Areia Negra,6.6,5
tt14847302,Jethica,5.4,690
tt14873410,Jurassic Shark 2: Aquapocalypse,1.7,448
tt1487924,Blood Ties,5.5,129
tt14898946,Coffin Homes,5.1,191
tt14905554,She Came from the Woods,4.6,1792
tt14909408,Algea: God of Pain,3.6,450
tt1493279,Vampitheatre,2.8,119
tt14954636,The Womb,5.9,867
tt1496025,Underworld: Awakening,6.3,167354
tt14960286,Ghosts of Amityville,3.8,91
tt14960854,Swallowed,5.3,4344
tt14967618,Margaux,4.5,6242
tt1498878,The Whisperer in Darkness,6.5,4071
tt14998610,Faith & Fear: The Conjuring Universe,6.7,23
tt1500260,"Violet, Fisher of the Black Sea",6.8,122
tt1500273,WORM,8.2,36
tt1500906,Vampires,6.2,1074
tt1501372,El Aniversario,6.4,68
tt1502403,Ding Dong Dead,4.8,44
tt15027200,Creature,7.3,50
tt1503643,Master of Horror,5.9,142
tt15041836,Werewolves,4.4,9897
tt15044682,Tales of the Undeparted,5.5,15
tt15048024,Land Shark,3.6,365
tt15048054,King of Snake,4.7,137
tt1505839,Cin Geçidi,5.4,93
tt1506988,VideoDome Rent-O-Rama,5.2,21
tt15077102,Souls Dancing in the Dark,6.0,56
tt1508661,Dead Hooker in a Trunk,4.8,1400
tt15094736,L'Inhumain,5.8,88
tt15103568,Wall #4,7.2,75
tt1511346,The Bride Who Has Returned From Hell,5.6,61
tt1512228,"Resurrecting ""The Street Walker""",5.4,211
tt1512310,Goblin,4.1,1540
tt15139382,The Director’s Cut,5.4,22
tt1514833,Mental Scars,2.5,80
tt15152316,The Tower,4.7,1191
tt15179926,Am Fear Liath,5.2,44
tt15188978,The Girl in Cabin 13,2.9,232
tt15195918,Aavi Kumar,5.9,11
tt1520451,Tub,5.5,206
tt15204842,Sky Monster,2.5,444
tt1520494,Blinky™,7.0,2358
tt15208822,Le cauchemar de Naël,7.0,5
tt15220252,Unboxing Girl,6.8,12
tt15251036,Familiars,3.5,57
tt15257912,Darker,7.0,63
tt1525836,Gantz: Perfect Answer,6.2,4936
tt15268036,Coyote Cage,4.4,131
