id_tertiaire,url_rotten,rt_tomatometer,rt_audience_score,rt_critics_consensus
home_for_rent_2023,https://www.rottentomatoes.com/m/home_for_rent,60.0,84.0,
chainsaws_were_singing_2024,https://www.rottentomatoes.com/m/chainsaws_were_singing,84.0,,
it_came_from_beneath_the_sea_1955,https://www.rottentomatoes.com/m/it_came_from_beneath_the_sea,60.0,39.0,
the_manipulator_1972,https://www.rottentomatoes.com/m/the_manipulator,,38.0,
the_black_demon_2023,https://www.rottentomatoes.com/m/the_black_demon,28.0,75.0,"A small shark in a big pond of man-eating legends, The Black Demon bites off more than it can chew, leaving little carnage for the audience to feast on."
snapped_2005,https://www.rottentomatoes.com/m/snapped,,26.0,
my_vampire_lover_2002,https://www.rottentomatoes.com/m/my-vampire-lover,,20.0,
stree_2018,https://www.rottentomatoes.com/m/stree,80.0,81.0,
satans_triangle_1975,https://www.rottentomatoes.com/m/satans_triangle,,53.0,
the_witches_1990,https://www.rottentomatoes.com/m/the_witches,94.0,70.0,"With a deliciously wicked performance from Angelica Huston and imaginative puppetry by Jim Henson's creature shop, Nicolas Roeg's dark and witty movie captures the spirit of Roald Dahl's writing like few other adaptations."
open_cam_2005,https://www.rottentomatoes.com/m/open_cam,,75.0,
the_retreat_2020,https://www.rottentomatoes.com/m/the_retreat,71.0,40.0,
going_down_2003,https://www.rottentomatoes.com/m/going_down,,39.0,
black_mask_1996,https://www.rottentomatoes.com/m/black_mask,50.0,50.0,"Stylish setting and masterfully choreographed fight scenes, but the story is low on credibility and high on excessive violence and gore."
forbidden_world_1982,https://www.rottentomatoes.com/m/forbidden_world,57.0,30.0,
dont_look_in_the_basement_1973,https://www.rottentomatoes.com/m/dont_look_in_the_basement,,25.0,
zombie_prom_2006,https://www.rottentomatoes.com/m/zombie-prom,,60.0,
redwood_massacre_annihilation_2020,https://www.rottentomatoes.com/m/redwood_massacre_annihilation,,17.0,
the_mask_1961,https://www.rottentomatoes.com/m/the_mask,67.0,,
tomie_another_face_1999,https://www.rottentomatoes.com/m/tomie_another_face,,13.0,
the_legend_of_the_7_golden_vampires_1974,https://www.rottentomatoes.com/m/the_legend_of_the_7_golden_vampires,50.0,42.0,
scream_2_1997,https://www.rottentomatoes.com/m/scream_2,83.0,59.0,"As with the first film, Scream 2 is a gleeful takedown of scary movie conventions that manages to poke fun at terrible horror sequels without falling victim to the same fate."
curse_of_the_undead_1959,https://www.rottentomatoes.com/m/curse_of_the_undead,,40.0,
angels_wild_women_1972,https://www.rottentomatoes.com/m/angels_wild_women,,36.0,
killing_ariel_2008,https://www.rottentomatoes.com/m/killing_ariel,,27.0,
night_screams_1987,https://www.rottentomatoes.com/m/night_screams,,12.0,
the_night_before_halloween_2016,https://www.rottentomatoes.com/m/the_night_before_halloween,,23.0,
friend_of_the_world_2020,https://www.rottentomatoes.com/m/friend_of_the_world,91.0,88.0,
black_cab_2024,https://www.rottentomatoes.com/m/black_cab,47.0,9.0,
jane_2017,https://www.rottentomatoes.com/m/jane,98.0,86.0,"Jane honors its subject's legacy with an absorbing, beautifully filmed, and overall enlightening look at her decades of invaluable work."
filth_to_ashes_flesh_to_dust_2011,https://www.rottentomatoes.com/m/filth_to_ashes_flesh_to_dust,,22.0,
flaming_creatures_1963,https://www.rottentomatoes.com/m/flaming_creatures,,42.0,
monsturd_2003,https://www.rottentomatoes.com/m/monsturd,,40.0,
the_thing_inside_us_2021,https://www.rottentomatoes.com/m/the_thing_inside_us,,17.0,
the_treatment_2014,https://www.rottentomatoes.com/m/the_treatment,93.0,80.0,
bad_ronald_1974,https://www.rottentomatoes.com/m/bad_ronald,67.0,56.0,
cuties_2020,https://www.rottentomatoes.com/m/cuties,88.0,14.0,"A thoughtful look at the intricacies of girlhood in the modern age, Cuties is a coming-of-age film that confronts its themes with poignancy and nuance."
dial_help_1989,https://www.rottentomatoes.com/m/dial_help,,33.0,
alive_or_dead_2008,https://www.rottentomatoes.com/m/alive-or-dead,,11.0,
follow_2015,https://www.rottentomatoes.com/m/follow,,39.0,
omen_iv_the_awakening_1991,https://www.rottentomatoes.com/m/omen_iv_the_awakening,17.0,23.0,
we_are_the_flesh_2017,https://www.rottentomatoes.com/m/we_are_the_flesh,73.0,27.0,"Visually striking and aggressively confrontational, We are the Flesh may prove as difficult to watch as it ultimately is to forget."
eegah_1962,https://www.rottentomatoes.com/m/eegah,0.0,22.0,
faceless_after_dark_2024,https://www.rottentomatoes.com/m/faceless_after_dark,77.0,31.0,
feed_me_2022,https://www.rottentomatoes.com/m/feed_me,,56.0,
the_darkling_2000,https://www.rottentomatoes.com/m/darkling,,12.0,
lord_of_tears_2013,https://www.rottentomatoes.com/m/lord_of_tears,,36.0,
rose_of_death_2007,https://www.rottentomatoes.com/m/rose_of_death,,9.0,
howling_iv_the_original_nightmare_1988,https://www.rottentomatoes.com/m/howling_iv_the_original_nightmare,,15.0,
thamma_2025,https://www.rottentomatoes.com/m/thamma,36.0,71.0,
madhouse_1981,https://www.rottentomatoes.com/m/madhouse,,26.0,
dreamkatcher_2020,https://www.rottentomatoes.com/m/dreamkatcher,,42.0,
quiet_2020,https://www.rottentomatoes.com/m/quiet,,83.0,
neon_maniacs_1986,https://www.rottentomatoes.com/m/neon_maniacs,,34.0,
within_the_rock_1996,https://www.rottentomatoes.com/m/within_the_rock,,13.0,
detour_1945,https://www.rottentomatoes.com/m/detour,98.0,77.0,"Stylish and gripping, Detour offers further proof that a patsy and a femme fatale often add up to a satisfying story."
the_worst_movie_ever_2011,https://www.rottentomatoes.com/m/the_worst_movie_ever,,48.0,
the_cohasset_snuff_film_2012,https://www.rottentomatoes.com/m/the_cohasset_snuff_film,,30.0,
bad_samaritan_2018,https://www.rottentomatoes.com/m/bad_samaritan,54.0,65.0,Bad Samaritan delivers a handful of genre thrills -- and a stellar central performance by David Tennant -- that help offset iffy direction and a disappointingly mundane story.
werewolf_1996,https://www.rottentomatoes.com/m/werewolf,,13.0,
torn_apart_1990,https://www.rottentomatoes.com/m/torn_apart,,38.0,
girls_dormitory_1936,https://www.rottentomatoes.com/m/girls-dormitory,,20.0,
games_1967,https://www.rottentomatoes.com/m/games,63.0,48.0,
twisted_nerve_1968,https://www.rottentomatoes.com/m/twisted_nerve,,64.0,
the_zompocalypse_therapy_sessions_2022,https://www.rottentomatoes.com/m/the_zompocalypse_therapy_sessions,,100.0,
cold_earth_2008,https://www.rottentomatoes.com/m/dark-secrets,,8.0,
captured_2020,https://www.rottentomatoes.com/m/captured,,6.0,
zombieland_double_tap_2019,https://www.rottentomatoes.com/m/zombieland_double_tap,68.0,88.0,Zombieland: Double Tap makes up for a lack of fresh brains with an enjoyable reunion that recaptures the spirit of the original and adds a few fun twists.
i_madman_1989,https://www.rottentomatoes.com/m/i_madman,71.0,40.0,
asedio_2023,https://www.rottentomatoes.com/m/asedio,100.0,,
those_who_walk_away_2022,https://www.rottentomatoes.com/m/those_who_walk_away,33.0,93.0,
fading_of_the_cries_2011,https://www.rottentomatoes.com/m/fading-of-the-cries,0.0,40.0,
the_creature_below_2016,https://www.rottentomatoes.com/m/the_creature_below,,33.0,
karmadonna_2025,https://www.rottentomatoes.com/m/karmadonna,60.0,,
eden_log_2007,https://www.rottentomatoes.com/m/eden_log,43.0,34.0,
winchester_2018,https://www.rottentomatoes.com/m/winchester,12.0,32.0,"Like a grand staircase within the famous mansion that inspired it, Winchester appears poised to get a rise out of audiences, but ultimately leads nowhere."
frat_house_massacre_2008,https://www.rottentomatoes.com/m/frat-house-massacre,,33.0,
leprechaun_1993,https://www.rottentomatoes.com/m/leprechaun,35.0,33.0,
head_count_2019,https://www.rottentomatoes.com/m/head_count,74.0,43.0,"Head Count doesn't rack up enough punchy scares to be an unqualified success as a horror outing, but an engaging cast and textured characters make it a refreshing genre exercise with something on its mind."
this_house_possessed_1981,https://www.rottentomatoes.com/m/this-house-possessed,,60.0,
the_beta_test_2021,https://www.rottentomatoes.com/m/the_beta_test,92.0,62.0,"A darkly amusing thriller that discomfits as it entertains, The Beta Test satirizes Hollywood with savage flair."
wolf_creek_2_2014,https://www.rottentomatoes.com/m/wolf_creek_2,51.0,40.0,"After a strong start, Wolf Creek 2 devolves into an unnecessary -- and disappointingly predictable -- sequel."
dead_by_dawn_2008,https://www.rottentomatoes.com/m/dead-by-dawn,,0.0,
the_ghouls_2003,https://www.rottentomatoes.com/m/the_ghouls,,41.0,
the_skin_i_live_in_2011,https://www.rottentomatoes.com/m/the_skin_i_live_in,81.0,84.0,"The Skin I Live In lacks Almodovar's famously charged romance, replaced with a wonderfully bizarre and unpredictable detour into arthouse ick."
curtains_1983,https://www.rottentomatoes.com/m/curtains,60.0,36.0,
nobody_sleeps_in_the_woods_tonight_2_2021,https://www.rottentomatoes.com/m/nobody_sleeps_in_the_woods_tonight_2,,27.0,
the_vanishing_1990,https://www.rottentomatoes.com/m/the_vanishing,96.0,88.0,"A clinical, maddening descent into the mind of a serial killer and a slowly unraveling hero, culminating with one of the scariest endings of all time."
trash_1999,https://www.rottentomatoes.com/m/trash,,46.0,
perpetrator_2023,https://www.rottentomatoes.com/m/perpetrator,79.0,28.0,"A smartly ambitious supernatural thriller, Perpetrator blends an assortment of genres and influences into a bloody good time."
death_wish_1974,https://www.rottentomatoes.com/m/death_wish,66.0,69.0,Death Wish is undeniably exploitation fare -- and also undeniably effective.
amityville_exorcism_2017,https://www.rottentomatoes.com/m/amityville_exorcism,,14.0,
the_nun_2005,https://www.rottentomatoes.com/m/the_nun,,20.0,
the_invited_2010,https://www.rottentomatoes.com/m/the-invited,,20.0,
mad_at_the_moon_1992,https://www.rottentomatoes.com/m/mad_at_the_moon,,10.0,
eat_local_2017,https://www.rottentomatoes.com/m/eat_locals,21.0,44.0,
pinocchios_revenge_1996,https://www.rottentomatoes.com/m/pinocchios_revenge,,26.0,
unruly_2022,https://www.rottentomatoes.com/m/unruly,83.0,,
flesh_1968,https://www.rottentomatoes.com/m/flesh,75.0,51.0,
the_mystery_of_marie_roget_1942,https://www.rottentomatoes.com/m/the_mystery_of_marie_roget,,14.0,
wicked_lake_2008,https://www.rottentomatoes.com/m/wicked_lake,,14.0,
matriarch_2018,https://www.rottentomatoes.com/m/matriarch,,58.0,
evil_ed_1995,https://www.rottentomatoes.com/m/evil_ed,,48.0,
plan_9_2015,https://www.rottentomatoes.com/m/plan_9,,39.0,
be_my_cat_a_film_for_anne_2015,https://www.rottentomatoes.com/m/be_my_cat_a_film_for_anne,89.0,62.0,
know_fear_2021,https://www.rottentomatoes.com/m/know_fear,67.0,40.0,
repossessed_1990,https://www.rottentomatoes.com/m/repossessed,11.0,63.0,
billy_the_kid_and_the_green_baize_vampire_1985,https://www.rottentomatoes.com/m/billy-the-kid-and-the-green-baize-vampire,,67.0,
bhoot_police_2021,https://www.rottentomatoes.com/m/bhoot_police,,43.0,
pay_the_ghost_2015,https://www.rottentomatoes.com/m/pay_the_ghost,10.0,26.0,"Pay the Ghost takes a weak stab at supernatural horror, but ultimately, it's only viewers who will pay for watching this sloppily assembled picture."
chopper_chicks_in_zombietown_1991,https://www.rottentomatoes.com/m/chopper_chicks_in_zombietown,,42.0,
the_djinn_2021,https://www.rottentomatoes.com/m/the_djinn,86.0,68.0,"Led by Ezra Dewey's standout performance, The Djinn serves up a scary, sleekly effective cautionary tale about being careful what you wish for."
house_of_the_damned_1963,https://www.rottentomatoes.com/m/house_of_the_damned,,28.0,
the_stone_tape_1972,https://www.rottentomatoes.com/m/the-stone-tape,,64.0,
ghost_mother_2007,https://www.rottentomatoes.com/m/ghost-mother,,56.0,
the_apparition_2012,https://www.rottentomatoes.com/m/the_apparition,3.0,24.0,"The Apparition fails to offer anything original, isn't particularly scary, and offers so little in the way of dramatic momentum that it's more likely to put you to sleep than thrill you."
the_hunchback_of_notre_dame_1996,https://www.rottentomatoes.com/m/the_hunchback_of_notre_dame,80.0,71.0,"Disney's take on the Victor Hugo classic is dramatically uneven, but its strong visuals, dark themes, and message of tolerance make for a more-sophisticated-than-average children's film."
ed_gein_2001,https://www.rottentomatoes.com/m/ed_gein,18.0,40.0,
bangkok_haunted_2001,https://www.rottentomatoes.com/m/bangkok_haunted,,33.0,
strain_100_2020,https://www.rottentomatoes.com/m/strain_100,,31.0,
frankenstein_2007,https://www.rottentomatoes.com/m/frankenstein,,11.0,
the_windigo_2023,https://www.rottentomatoes.com/m/the_windigo,,89.0,
whispers_1990,https://www.rottentomatoes.com/m/whispers,,17.0,
reeker_2005,https://www.rottentomatoes.com/m/reeker,,21.0,
climax_2019,https://www.rottentomatoes.com/m/climax,69.0,65.0,"Challenging and rewarding in equal measure, Climax captures writer-director Gaspar Noé working near his technically brilliant and visually distinctive peak."
lurkers_1988,https://www.rottentomatoes.com/m/lurkers,,17.0,
the_food_of_the_gods_1976,https://www.rottentomatoes.com/m/the-food-of-the-gods,18.0,26.0,
wife_to_be_sacrificed_1974,https://www.rottentomatoes.com/m/wife_to_be_sacrificed,,66.0,
it_lives_again_1978,https://www.rottentomatoes.com/m/it_lives_again,47.0,26.0,
darkness_2004,https://www.rottentomatoes.com/m/darkness,5.0,31.0,"Yet another predictable variation on the hoary old haunted-house movie, Darkness is an illogical, portentous mess."
echoes_of_fear_2019,https://www.rottentomatoes.com/m/echoes_of_fear,,57.0,
silent_zone_2025,https://www.rottentomatoes.com/m/silent_zone,,83.0,
beyond_the_rave_2008,https://www.rottentomatoes.com/m/beyond-the-rave,,0.0,
assassinio_al_cimitero_etrusco_scorpion_with_two_tails_murder_in_an_etruscan_cemetery_1982,https://www.rottentomatoes.com/m/scorpion_with_two_tails,,15.0,
little_monsters_1989,https://www.rottentomatoes.com/m/little_monsters,44.0,62.0,
red_victoria_2007,https://www.rottentomatoes.com/m/red_victoria,,50.0,
lake_eerie_2016,https://www.rottentomatoes.com/m/lake_eerie,,22.0,
hellhound_2024,https://www.rottentomatoes.com/m/hellhound,,14.0,
the_ancestral_home_2025,https://www.rottentomatoes.com/m/the_ancestral_home,,93.0,
the_strangers_2008,https://www.rottentomatoes.com/m/the_strangers,50.0,48.0,"The Strangers has a handful of genuinely scary moments, but they're not enough to elevate the end results above standard slasher fare."
red_lines_2014,https://www.rottentomatoes.com/m/red_lines,,100.0,
the_6th_friend_2017,https://www.rottentomatoes.com/m/the_6th_friend,33.0,38.0,
two_evil_eyes_1991,https://www.rottentomatoes.com/m/two_evil_eyes,63.0,39.0,
the_dig_2018,https://www.rottentomatoes.com/m/the_dig,75.0,78.0,
pledges_2018,https://www.rottentomatoes.com/m/pledges,,40.0,
stag_1997,https://www.rottentomatoes.com/m/stag,40.0,38.0,
hellraiser_bloodline_1996,https://www.rottentomatoes.com/m/hellraiser-bloodline,24.0,36.0,
pep_squad_1998,https://www.rottentomatoes.com/m/pep_squad,,48.0,
where_the_devil_hides_2014,https://www.rottentomatoes.com/m/the_devils_hand,,20.0,
popeye_the_slayer_man_2025,https://www.rottentomatoes.com/m/popeye_the_slayer_man,,42.0,
das_vorspiel_2020,https://www.rottentomatoes.com/m/the_audition,79.0,46.0,"It may occasionally veer into discordant territory, but The Audition remains a darkly illuminating character study led by a forceful turn from Nina Hoss."
syngenor_1990,https://www.rottentomatoes.com/m/syngenor,,19.0,
the_stomach_2014,https://www.rottentomatoes.com/m/the_stomach,,100.0,
the_awakening_1995,https://www.rottentomatoes.com/m/the_awakening,,43.0,
the_divine_enforcer_1991,https://www.rottentomatoes.com/m/the_divine_enforcer,,50.0,
hellraiser_deader_2005,https://www.rottentomatoes.com/m/hellraiser_deader,10.0,25.0,
modus_operandi_2010,https://www.rottentomatoes.com/m/modus-operandi,63.0,56.0,
fatal_2012,https://www.rottentomatoes.com/m/fatal,,100.0,
everybody_dies_2009,https://www.rottentomatoes.com/m/everybody-dies,,14.0,
beyond_the_grave_2010,https://www.rottentomatoes.com/m/beyond_the_grave,,55.0,
the_monster_1925,https://www.rottentomatoes.com/m/the-monster,,35.0,
the_drownsman_2014,https://www.rottentomatoes.com/m/the_drownsman,,14.0,
night_of_the_strangler_1972,https://www.rottentomatoes.com/m/night_of_the_strangler,,17.0,
boogeyman_2005,https://www.rottentomatoes.com/m/boogeyman,11.0,21.0,"The plot is been-there done-that generic, and none of the shock effects can do anything to build up suspense."
wake_up_2010,https://www.rottentomatoes.com/m/wake-up,,56.0,
mardi_gras_massacre_1978,https://www.rottentomatoes.com/m/mardi_gras_massacre,,12.0,
dead_noon_2007,https://www.rottentomatoes.com/m/dead_noon,,33.0,
the_fog_2005,https://www.rottentomatoes.com/m/fog,4.0,19.0,"The Fog is a so-so remake of a so-so movie, lacking scares, suspense or originality."
deadly_revisions_2014,https://www.rottentomatoes.com/m/deadly_revisions,,67.0,
kuso_2017,https://www.rottentomatoes.com/m/kuso,32.0,56.0,
demon_eye_2019,https://www.rottentomatoes.com/m/demon_eye,,11.0,
ned_2003,https://www.rottentomatoes.com/m/ned,,84.0,
paranormal_activity_2009,https://www.rottentomatoes.com/m/paranormal_activity,82.0,57.0,"Using its low-budget effects and mockumentary method to great result, Paranormal Activity turns a simple haunted house story into 90 minutes of relentless suspense."
project_legion_2022,https://www.rottentomatoes.com/m/project_legion,,23.0,
mother_joan_of_the_angels_1962,https://www.rottentomatoes.com/m/mother_joan_of_the_angels,,84.0,
they_wait_in_the_dark_2022,https://www.rottentomatoes.com/m/they_wait_in_the_dark,93.0,40.0,
tsunambee_2015,https://www.rottentomatoes.com/m/tsunambee,,42.0,
sometimes_aunt_martha_does_dreadful_things_1971,https://www.rottentomatoes.com/m/sometimes_aunt_martha_does_dreadful_things,,14.0,
dead_time_stories_1986,https://www.rottentomatoes.com/m/deadtime_stories,0.0,23.0,
no_one_can_hear_you_2001,https://www.rottentomatoes.com/m/no_one_can_hear_you,,45.0,
eat_and_run_1986,https://www.rottentomatoes.com/m/eat_and_run,,36.0,
bewitched_2005,https://www.rottentomatoes.com/m/bewitched,23.0,28.0,Bewitched is haunted by scattered laughs and a lack of direction.
twilight_of_the_dark_master_1997,https://www.rottentomatoes.com/m/twilight-of-the-dark-master,,49.0,
the_pit_2010,https://www.rottentomatoes.com/m/the_pit,,38.0,
family_dinner_2022,https://www.rottentomatoes.com/m/family_dinner,100.0,,
a_haunted_house_2_2014,https://www.rottentomatoes.com/m/a_haunted_house_2,8.0,43.0,"Sloppy, vulgar, and manic, A Haunted House 2 might be worth a chuckle or two, but mostly it's a string of pop culture references and crude gags that fail to hit their intended targets."
smile_2_2024,https://www.rottentomatoes.com/m/smile_2,,,"Blessed with a nerve-jangling star turn by Naomi Scott, writer-director Parker Finn broadens Smile's conceit into a pop stardom nightmare that'll leave a rictus grin on horror fans' faces."
hobgoblins_2_2009,https://www.rottentomatoes.com/m/hobgoblins_2,,25.0,
circus_1936,https://www.rottentomatoes.com/m/circus,,67.0,
elf_2003,https://www.rottentomatoes.com/m/elf,85.0,79.0,"A movie full of Yuletide cheer, Elf is a spirited, good-natured family comedy, and it benefits greatly from Will Ferrell's funny and charming performance as one of Santa's biggest helpers."
rottweiler_2004,https://www.rottentomatoes.com/m/rottweiler,,8.0,
empire_of_the_ants_1977,https://www.rottentomatoes.com/m/empire_of_the_ants,5.0,25.0,
halloween_the_curse_of_michael_myers_1995,https://www.rottentomatoes.com/m/halloween_the_curse_of_michael_myers,8.0,36.0,"Halloween: The Curse of Michael Myers trades the simple, brutal effectiveness of the original for convoluted mysticism, with disastrously dull results."
victim_of_love_1991,https://www.rottentomatoes.com/m/victim_of_love,,36.0,
satans_black_wedding_1975,https://www.rottentomatoes.com/m/satans_black_wedding,,17.0,
bitch_ass_2022,https://www.rottentomatoes.com/m/bitch_ass,70.0,61.0,"It's more entertaining in theory than execution, but if you're looking for an amusingly cheesy slasher, Bitch Ass should just about fit the bill."
the_swarm_1978,https://www.rottentomatoes.com/m/the_swarm,9.0,19.0,
love_shack_2010,https://www.rottentomatoes.com/m/love_shack,,23.0,
primeval_2007,https://www.rottentomatoes.com/m/primeval,21.0,32.0,"Primeval is a low-quality horror film, which due to the inane political messages does not even qualify as campy fun."
king_of_the_zombies_1941,https://www.rottentomatoes.com/m/king_of_the_zombies,,41.0,
lucy_2006,https://www.rottentomatoes.com/m/lucy,,14.0,
scream_baby_scream_1969,https://www.rottentomatoes.com/m/scream_baby_scream,,17.0,
robo_vampire_1988,https://www.rottentomatoes.com/m/robo_vampire,,46.0,
resident_evil_extinction_2007,https://www.rottentomatoes.com/m/resident_evil_extinction,24.0,58.0,Resident Evil: Extinction is more of the same; its few impressive action sequences unable to compensate for the pedestrian plot.
nightmare_detective_2006,https://www.rottentomatoes.com/m/nightmare_detective,,49.0,
indigenous_2014,https://www.rottentomatoes.com/m/indigenous,,52.0,
il_mare_2000,https://www.rottentomatoes.com/m/mare,,89.0,
lucid_2005,https://www.rottentomatoes.com/m/lucid,14.0,74.0,
ximbi_xombix_2019,https://www.rottentomatoes.com/m/ximbi_xombix,,90.0,
the_unborn_1991,https://www.rottentomatoes.com/m/unborn,,25.0,
around_the_bend_2004,https://www.rottentomatoes.com/m/around_the_bend,29.0,60.0,"Around the Bend sets a destination of earnest generational drama, but settles for the most derivative route to get there, veering off course into trite sentimentality."
envy_2002,https://www.rottentomatoes.com/m/envy,,17.0,
deadly_blessing_1981,https://www.rottentomatoes.com/m/deadly_blessing,44.0,28.0,
lake_noir_2011,https://www.rottentomatoes.com/m/lake_noir,,55.0,
invaders_of_the_lost_gold_1982,https://www.rottentomatoes.com/m/invaders_of_the_lost_gold,,0.0,
ghost_of_the_needle_2003,https://www.rottentomatoes.com/m/ghost_of_the_needle,100.0,50.0,
they_found_hell_2015,https://www.rottentomatoes.com/m/they_found_hell,,17.0,
the_nightmare_2015,https://www.rottentomatoes.com/m/the_nightmare,67.0,43.0,"Part documentary, part thriller, The Nightmare works just well enough in both respects to deliver a uniquely disturbing viewing experience."
sicilian_vampire_2015,https://www.rottentomatoes.com/m/sicilian_vampire,,25.0,
brotherhood_of_the_wolf_2002,https://www.rottentomatoes.com/m/brotherhood_of_the_wolf,74.0,78.0,"Brotherhood of the Wolf mixes its genres with little logic, but the end result is wildly entertaining."
the_13th_floor_1989,https://www.rottentomatoes.com/m/13th_floor,,25.0,
desolation_2018,https://www.rottentomatoes.com/m/desolation,58.0,20.0,
midnights_child_1992,https://www.rottentomatoes.com/m/midnights_child,,27.0,
fleshburn_1984,https://www.rottentomatoes.com/m/fleshburn,,13.0,
into_the_forest_2016,https://www.rottentomatoes.com/m/into_the_forest,76.0,43.0,"Into the Forest grounds its familiar apocalyptic framework with a relatable look at the bond between two sisters, compellingly brought to life by Elliot Page and Evan Rachel Wood."
nick_2016,https://www.rottentomatoes.com/m/nick,,43.0,
the_last_international_playboy_2008,https://www.rottentomatoes.com/m/frost,29.0,49.0,
the_grid_2004,https://www.rottentomatoes.com/m/the_grid,,100.0,
the_wicked_2013,https://www.rottentomatoes.com/m/the_wicked,,17.0,
beneath_loch_ness_2001,https://www.rottentomatoes.com/m/beneath_loch_ness,,10.0,
the_ride_2003,https://www.rottentomatoes.com/m/ride,,80.0,
rapid_eye_movement_2019,https://www.rottentomatoes.com/m/rapid_eye_movement,,57.0,
your_name_here_2008,https://www.rottentomatoes.com/m/your_name_here,,27.0,
horror_express_1973,https://www.rottentomatoes.com/m/horror_express,80.0,54.0,
karhozat_damnation_1988,https://www.rottentomatoes.com/m/damnation,94.0,83.0,
vicious_fun_2020,https://www.rottentomatoes.com/m/vicious_fun,89.0,70.0,"A fiendishly goofy premise, strong performances, and a strong dose of winkingly meta humor help Vicious Fun deliver on its title."
baby_ruby_2023,https://www.rottentomatoes.com/m/baby_ruby,65.0,29.0,"A flawed but finely cut gem, Baby Ruby puts the horror of new parenthood under a frighteningly effective magnifying glass."
uncle_sam_1997,https://www.rottentomatoes.com/m/uncle_sam,60.0,29.0,
basement_2010,https://www.rottentomatoes.com/m/basement,,0.0,
golmaal_again_2017,https://www.rottentomatoes.com/m/golmaal_again,50.0,35.0,
3_2012,https://www.rottentomatoes.com/m/3,,55.0,
paganini_horror_1988,https://www.rottentomatoes.com/m/paganini-horror,,17.0,
the_grudge_2004,https://www.rottentomatoes.com/m/the_grudge,41.0,46.0,"There's some creepy imagery to be found, but not much in the way of logic or truly jarring scares."
sleepless_2001,https://www.rottentomatoes.com/m/sleepless,55.0,50.0,
lost_time_2014,https://www.rottentomatoes.com/m/lost_time,,17.0,
silent_retreat_2013,https://www.rottentomatoes.com/m/silent_retreat,,26.0,
resident_evil_damnation_2012,https://www.rottentomatoes.com/m/resident_evil_damnation,100.0,70.0,
kill_by_inches_2001,https://www.rottentomatoes.com/m/kill_by_inches,50.0,64.0,
face_2004,https://www.rottentomatoes.com/m/face,,35.0,
dr_heckyl_and_mr_hype_1980,https://www.rottentomatoes.com/m/dr_heckyl_and_mr_hype,,20.0,
reaper_2000,https://www.rottentomatoes.com/m/reaper,,40.0,
terror_night_1987,https://www.rottentomatoes.com/m/terror-night,,0.0,
the_reflecting_skin_1990,https://www.rottentomatoes.com/m/the_reflecting_skin,81.0,75.0,
arachnoquake_2012,https://www.rottentomatoes.com/m/arachnoquake,,19.0,
amityville_mt_misery_road_2018,https://www.rottentomatoes.com/m/amityville_mt_misery_road,,8.0,
centipede_2002,https://www.rottentomatoes.com/m/centipede,,8.0,
sleepaway_camp_3_teenage_wasteland_1989,https://www.rottentomatoes.com/m/sleepaway_camp_iii_teenage_wasteland,22.0,30.0,
insect_woman_1964,https://www.rottentomatoes.com/m/insect_woman,86.0,76.0,
phenomenon_1996,https://www.rottentomatoes.com/m/phenomenon,47.0,59.0,
silent_tongue_1994,https://www.rottentomatoes.com/m/silent_tongue,38.0,45.0,
nightmares_1983,https://www.rottentomatoes.com/m/nightmares,29.0,31.0,
killer_pad_2008,https://www.rottentomatoes.com/m/killer_pad,,20.0,
unsane_2018,https://www.rottentomatoes.com/m/unsane,80.0,59.0,"Unsane unleashes Steven Soderbergh's inner B-movie maestro, wading into timeless psychological thriller territory and giving it a high-tech filmmaking spin."
the_commitment_2004,https://www.rottentomatoes.com/m/the-commitment,,29.0,
must_love_death_2009,https://www.rottentomatoes.com/m/must_love_death,,4.0,
something_in_the_woods_2015,https://www.rottentomatoes.com/m/something_in_the_woods,,72.0,
shutter_2004,https://www.rottentomatoes.com/m/shutter,61.0,77.0,"You just might Shutter in fear with this new-fangled Japanese horror film, but its approach is all too formulaic to leave a lasting impression."
black_swarm_2007,https://www.rottentomatoes.com/m/black_swarm,,19.0,
the_slender_man_2013,https://www.rottentomatoes.com/m/the_slender_man,,27.0,
its_coming_2023,https://www.rottentomatoes.com/m/its_coming,,94.0,
demonwarp_1988,https://www.rottentomatoes.com/m/demonwarp,,29.0,
annabellum_the_curse_of_salem_2019,https://www.rottentomatoes.com/m/annabellum_the_curse_of_salem,,54.0,
all_my_friends_hate_me_2022,https://www.rottentomatoes.com/m/all_my_friends_hate_me,89.0,61.0,"As discomfiting as it is hard to turn away from, All My Friends Hate Me taps into the humor -- and horror -- of awkward social situations."
100_feet_2008,https://www.rottentomatoes.com/m/100_feet,,31.0,
suspended_animation_2001,https://www.rottentomatoes.com/m/suspended_animation,52.0,17.0,"Suspended Animation offers some gory good fun for genre fans, even if the end results don't quite transcend their cheerfully shallow roots."
silent_night_bloody_night_2_revival_2015,https://www.rottentomatoes.com/m/silent_night_bloody_night_2_revival,,0.0,
the_haunted_castle_1921,https://www.rottentomatoes.com/m/haunted_castle,40.0,33.0,
asphalt_1930,https://www.rottentomatoes.com/m/asphalt,,80.0,
lets_be_evil_2016,https://www.rottentomatoes.com/m/lets_be_evil,20.0,16.0,
body_melt_1993,https://www.rottentomatoes.com/m/body_melt,80.0,31.0,
prison_of_the_dead_2000,https://www.rottentomatoes.com/m/prison_of_the_dead,,24.0,
