tconst,title,tmdb_id,primaryTitle,genres,averageRating,numVotes
tt31808092,Don't Stop Washing the Dishes,1260601,,,8.6,5.0
tt31846940,Kyokaisyaku Momo,1255455,Kyokaisyaku Momo,Horror,,
tt31862838,Victimized,1464283,,,,
tt3186882,Open House,444921,,,6.2,22.0
tt3189792,Evaded,421068,,,6.2,64.0
tt31913162,Juliette Wasn't Invited Tonight,1266571,,,6.6,23.0
tt31920749,Lone Wolves,1365094,,,,
tt31936713,Jitters,1393942,Jitters,Horror,7.0,87.0
tt31947915,Hachimitsu Suicide Machine,871766,,,,
tt31974840,Carter,1441394,,,,
tt32012388,Nightmare Resort,1220993,Nightmare Resort,Horror,5.5,50.0
tt32026886,Tummy Monster,1247182,Tummy Monster,Thriller,7.8,70.0
tt32034254,The Corruption,1281644,,,,
tt3203484,Black Asylum,451271,,,,
tt3209112,Visceral: Between the Ropes of Madness,231482,Visceral: Between the Ropes of Madness,Horror,4.6,309.0
tt32093597,Confinement Escape: Obscene Curse,1071555,,,,
tt32104652,The Promotion,1384581,El Ascenso,Thriller,5.3,42.0
tt32117345,The Intruder,1244643,The Intruder,Thriller,4.7,718.0
tt32122911,The Children of Orpheus,1591157,,,,
tt32155762,Jimmy,1313938,Jimmy,Horror,4.1,226.0
tt32159792,The Last Button 2,1360055,The Last Button 2,"Action,Drama,Thriller",7.8,21.0
tt32169142,Crazy Lizard,1442776,Kuang Bao Ju Xi,"Action,Horror,Thriller",4.1,115.0
tt32190003,New Tokyo Poltergeist,1278780,New Tokyo Poltergeist,Horror,5.1,12.0
tt32201667,Damned Wood,1279960,,,,
tt3220840,Chiruri,355156,,,6.6,58.0
tt32244380,Lone Star Shark 3,1309707,Lone Star Shark 3,Adventure,4.8,36.0
tt32252088,El llanto del perro,1568465,El llanto del perro,"Drama,Fantasy,Horror",,
tt32253117,Guerra Civil,1310753,,,,
tt3225926,Ghost Train,311017,,,6.3,665.0
tt32267529,The Final Possession,1443135,The Final Possession,Horror,3.8,75.0
tt3228450,The Curse of All Hallows' Eve,493494,The Curse of All Hallows' Eve,Horror,5.5,26.0
tt3230694,Unlucky Girl,1540003,,,6.1,27.0
tt32313670,Zombie Apache,1419413,Zombie Apache,"Comedy,Horror",4.8,232.0
tt32323148,A Breed Apart,1303055,A Breed Apart,"Action,Horror",2.6,840.0
tt32332133,Boksi Ko Ghar,1257567,Boksi Ko Ghar,Thriller,7.7,972.0
tt32338503,"Scrub Me, Daddy",1294731,,,,
tt32339555,Bad Bunny,1586962,Bad Bunny,Horror,2.7,83.0
tt32376427,Rotten,1613542,,,,
tt32378407,The Revenge of Shitters,1293337,,,6.7,15.0
tt32389644,Headless Chicken,1290293,,,,
tt32393465,Fragments of Zepotha,1535027,,,,
tt3239528,Spookslayers,1436243,,,7.6,17.0
tt3239564,The Devil's Hour,631303,The Devil's Hour,Horror,5.8,101.0
tt32409066,The Protos Experiment,1365149,The Protos Experiment,Horror,4.2,60.0
tt3242458,"Los Caminantes, Revelación",350872,,,6.8,6.0
tt3242756,The Redwood Massacre,339992,The Redwood Massacre,Horror,3.2,2540.0
tt32485974,Màthair,1355199,,,,
tt32499313,Mould,1413035,,,,
tt32513503,"The Events of That Night, As Best I Can Remember",1456078,,,,
tt32535183,A Call in the Night,1328920,,,,
tt32550030,The Run,1500962,,,6.5,50.0
tt32551244,"The Mother, the Menacer, and Me",1527771,"The Mother, the Menacer, and Me","Comedy,Drama,Family",4.7,255.0
tt32627474,Unholy City,1305062,,,,
tt3263046,Legend of the Crocodile,217102,Kraithong,"Action,Fantasy,Horror",5.5,45.0
tt32639175,Dolly,1309083,Dolly,Horror,5.1,2036.0
tt3266324,All the Devils are Here,509009,All the Devils Are Here,"Action,Horror",5.0,285.0
tt3277990,M is for Mail,471313,,,5.8,24.0
tt3278650,Faux Paws,295138,Faux Paws,Comedy,8.5,18.0
tt3279962,The Estate Agent,1163237,,,,
tt32810473,The Bombshell Butcher,1485934,The Bombshell Butcher,Horror,4.8,32.0
tt32869596,Last Supper,1573730,,,,
tt32908741,Vefk-i Cin Sekar,1315404,Vefk-i Cin Sekar,Horror,,
tt32982147,Sorority Girl Massacre: Black Static at the Moment of Death,1323276,Sorority Girl Massacre: Black Static at the Moment of Death,Horror,,
tt3299604,Haunted House on Sorority Row,262621,Haunted House on Sorority Row,Horror,4.1,269.0
tt33014251,Sapien,1337652,Sapien,Horror,2.2,83.0
tt33022037,Sardaarji 3,1487113,Sardaar Ji 3,Musical,5.2,8809.0
tt33030550,Cruelty,1394524,,,7.4,95.0
tt33031173,Bikini Shark,1323806,Bikini Shark,Horror,2.5,116.0
tt33040472,The Gesuidouz,1321769,The Gesuidouz,"Comedy,Fantasy,Horror",6.8,117.0
tt3305248,Lady Vampire,23936,Lady Vampire,Horror,5.3,31.0
tt33071191,Mop,1175695,,,5.8,24.0
tt33074503,Shark Evil,1370704,Shark Evil,"Sci-Fi,Thriller",4.2,122.0
tt3307592,Blood 'n Fire Memories with Tom Savini,757405,,,6.8,14.0
tt33083487,Noite de Jogos,1285655,,,,
tt33083649,Ghost Train,1241624,Ghost Train,"Horror,Mystery",5.2,761.0
tt33083910,Winemaker,1195095,Winemaker,"Horror,Thriller",5.1,54.0
tt33084803,Slave 4 Love,1457642,,,6.5,9.0
tt33085469,Welcome Back to My Channel,1338640,Welcome Back to My Channel,"Comedy,Drama,Horror",5.6,14.0
tt33086093,Slice,1631434,,,4.7,43.0
tt33087246,Night of the Strangers,1526199,Night of the Strangers,Horror,3.2,29.0
tt33090165,In the Dark,1192508,I Det Mørke,Horror,,
tt33090284,The Fear of Darkness,1328158,,,,
tt33092286,Death Cycle,1328580,Death Cycle,"Horror,Thriller",5.3,34.0
tt33096188,The Lone Piper,1589722,,,,
tt33111607,Killman,1330461,,,,
tt3315380,Night of Something Strange,362227,Night of Something Strange,"Comedy,Horror",4.7,2361.0
tt33163713,The Savior,1333473,,,,
tt3316762,Children of the Witch,297244,,,5.9,24.0
tt33172332,The Time Loop,1419656,,,,
tt3317522,The Nightmare,312827,The Nightmare,"Documentary,Horror",5.7,7533.0
tt3318014,The Mothertown,313533,The Mothertown,"Comedy,Horror",7.3,43.0
tt3323838,Double Dose of Terror!!,329107,Double Dose of Terror!!,Horror,6.8,18.0
tt33246207,Arachnobody,1651744,,,,
tt33267310,Rabid Reels,1405687,Rabid Reels,"Comedy,Horror",,
tt3328092,Alexia,323214,,,6.2,703.0
tt33305196,The Visitor,1278742,,,6.0,30.0
tt33307005,Unknown Caller,1545203,Unknown Caller,"Crime,Horror,Mystery",6.1,45.0
tt3330828,2AM: The Smiling Man,890452,,,6.1,1329.0
tt3331994,Fantastic Theater,322530,Short! Short! Short!,Horror,8.7,65.0
tt33332579,The Holding,1428571,,,,
tt33333887,Beheading,1377937,Beheading,"Horror,Thriller",6.7,17.0
tt33350283,Bleeding,1339219,Bleeding,Horror,4.2,485.0
tt33371626,The Weedhacker Massacre,1188738,The Weedhacker Massacre,"Comedy,Horror",4.6,22.0
tt33382323,The Holy Boy,1092936,The Holy Boy,"Drama,Horror",6.6,1211.0
tt33383283,Alien: Rubicon,1330373,Alien: Rubicon,"Action,Sci-Fi,Thriller",2.4,1194.0
tt33398059,Birdhouse,1444697,,,6.7,7.0
tt33400719,Strange Harvest,1330443,Strange Harvest,Horror,6.3,6052.0
tt33425736,Touched by Eternity,1330441,Touched by Eternity,"Comedy,Horror",5.3,143.0
tt3342780,The Puppet,260085,The Puppet,Horror,4.9,190.0
tt33481163,The Itch,1394147,,,8.1,7.0
tt33481393,Camp Blood: Clown Shark,1357967,Camp Blood: Clown Shark,"Action,Horror,Thriller",3.6,128.0
tt33499394,Dabba,1373250,Dabba,Horror,4.0,41.0
tt33502668,looky-loo: PART II,1647583,looky-loo: PART II,"Horror,Thriller",,
tt3350890,Starve,293828,Starve,"Horror,Thriller",4.6,1425.0
tt3353878,M Is for Malnutrition,344001,,,6.1,47.0
tt3365338,Antisocial Behavior,286025,Antisocial Behavior,Horror,4.3,273.0
tt3367736,Lead Me Astray,763370,Lead Me Astray,"Horror,Mystery,Thriller",7.2,31.0
tt3370702,Camp Death III in 2D!,551429,Camp Death III in 2D!,"Comedy,Horror",3.4,318.0
tt3374866,Purgatory,256756,Purgatorio,"Horror,Thriller",4.9,465.0
tt3380104,Buddy Hutchins,322266,Buddy Hutchins,"Horror,Thriller",3.7,491.0
tt33822154,Don't Break the Rules,1376925,Don't Break the Rules,Horror,2.6,81.0
tt3389706,Proximity,1565047,,,7.4,1731.0
tt3390550,The Barn,378017,The Barn,"Comedy,Horror",5.2,2377.0
tt34016749,Live Different,1470820,Live Different,"Drama,Horror",3.1,19.0
tt3402542,Avunu,176104,Avunu,"Horror,Thriller",6.2,331.0
tt34056702,893 kilómetros,1458711,,,6.0,12.0
tt3408894,We Still Say Grace,770428,We Still Say Grace,Thriller,5.3,1081.0
tt3409226,Inviting the Demons,615229,,,6.8,8.0
tt3411398,The Supernatural Events on Campus,546764,The Supernatural Events on Campus,Horror,3.7,76.0
tt3411820,#NoFilter,444919,,,5.0,18.0
tt3411942,The Buffet is Open,1408815,,,,
tt3415686,The Thin Man,521850,The Thin Man,"Drama,Horror,Mystery",3.7,74.0
tt34186825,Dr. Madblood's Halloween Howl,1375716,Dr. Madblood's Halloween Howl,"Comedy,Drama,Fantasy",,
tt34215055,Deadly Domicile,1401376,,,9.2,7.0
tt34240452,IN2U,1571903,,,,
tt3425408,I Thought You Were a Nice Man,520779,I Thought You Were a Nice Man,"Action,Horror,Thriller",3.1,124.0
tt34299696,Mop Monster!,1377722,,,,
tt3430634,Help Me I Am Dead - Die Geschichte der Anderen,233523,,,3.9,105.0
tt3434340,Vampire-Killing Prostitute,393211,,,9.1,11.0
tt34378002,Der Doktor - L'ombra della morte,1405880,Der Doktor - L'ombra della morte,Horror,6.2,31.0
tt34379332,Postcards,1380632,,,,
tt34379929,Halloween Vacation,1468599,,,,
tt34379953,The Channeling,1429174,The Channeling,"Horror,Sci-Fi",,
tt34385156,A Própria Carne,1353066,The Flesh Itself,Horror,6.4,589.0
tt34385957,Demon Twink,1463552,,,,
tt3439412,Fauladi Mukka,1304752,Fauladi Mukka,Action,,
tt3441424,The Cold Eyes Of Death,1465516,,,5.5,20.0
tt34437490,La fotógrafa,1571594,The Photographer,Horror,,
tt3444230,R.E.M.,1408859,,,,
tt34446641,Staircase,1387325,,,7.7,9.0
tt3445580,Boys in the Trees,409164,Boys in the Trees,"Drama,Horror,Thriller",6.3,4631.0
tt34477893,Morgan: Killer Doll,1493425,Morgan: Killer Doll,"Crime,Horror,Thriller",3.6,448.0
tt34532011,KARMA,1476075,Karma,"Comedy,Horror",4.5,61.0
tt34541733,Witches' Rave,1462449,,,,
tt34565676,Fragment,1312787,Fragment,Sci-Fi,4.8,29.0
tt3458950,A Man and a She-Ghost,1275931,Rengui Qiyuan,Fantasy,,
tt34591095,Phantom Snake,421190,Nguphi,Horror,,
tt3463298,Sexorcismes,1376150,Sexorcismes,"Adult,Horror",5.1,70.0
tt3465532,Withered Bones of the Deep,1273818,Pagoda of Haunted Souls,Horror,,
tt3466380,The Devil in White,483421,The Devil in White,"Drama,Horror,Sci-Fi",4.0,52.0
tt3467412,Extinction,338676,Extinction,"Action,Adventure,Drama",5.8,19511.0
tt34761028,Welsh Ghost Story,1396928,Welsh Ghost Story,Horror,,
tt3476472,Doll Syndrome,348264,Doll Syndrome,Thriller,4.2,176.0
tt3477136,American Kensho: Manifest Destiny,1425316,,,,
tt3477620,The Unfolding,347850,The Unfolding,"Horror,Mystery,Thriller",3.7,926.0
tt34813106,Alpacalypse,1170145,Alpacalypse,"Comedy,Horror",5.2,66.0
tt34853459,Lily,1381413,,,5.9,40.0
tt3486826,The Girl Who Played with the Dead,309068,The Girl Who Played with the Dead,Horror,4.3,58.0
tt34871260,Laute Stille,1481324,,,,
tt34881854,Son of Sara: Volume 1,1522027,Son of Sara: Volume 1,Horror,7.3,12.0
tt34902515,Red Static Rising,1455243,Red Static Rising,Horror,3.3,72.0
tt34963032,Hamia: Muskanın Cinn-i,1524224,Hamia: Muskanin Cinn-i,Horror,2.6,11.0
tt3497672,The Little Witch,386850,,,6.6,78.0
tt34998698,The Dana Inferno,1484162,,,,
tt35002529,The Performance,1553772,,,,
tt35005116,The Video Killer,1411766,,,,
tt35005747,For Sale By Exorcist,1314441,For Sale by Exorcist,"Comedy,Horror",5.5,55.0
tt3503770,46 Wounds,639473,46 Wounds,"Horror,Mystery,Romance",,
tt3504946,Screams on Planet Zero!,382053,,,,
tt35076414,Walking Red Flag,1602570,Walking Red Flag,"Comedy,Drama,Horror",,
tt35174041,Whispers of the Witching Hour,1568856,Whispers of the Witching Hour,"Drama,Horror,Western",4.0,240.0
tt3518702,Snakehead Swamp,274477,SnakeHead Swamp,"Action,Adventure,Comedy",3.2,799.0
tt35197174,Christmas Eve,647276,Christmas Eve,Horror,,
tt3520714,The Lighthouse,426487,The Lighthouse,Thriller,5.4,1299.0
tt35217979,Prosopon,1376545,,,,
tt3522726,She Devil,285306,She Devil,"Comedy,Horror,Romance",5.4,85.0
tt35257733,The Blink,1418600,,,,
tt35294916,One Last Night,1413005,,,7.4,12.0
tt35306906,Mylingen,1430643,,,7.8,5.0
tt35310518,Drained,1414243,,,6.2,73.0
tt35323988,Anechoic,1352168,,,,
tt35328601,The Tell-Tale Heart,1415946,,,9.3,6.0
tt35342908,Death of a Child Star,1408389,Death of a Child Star,"Horror,Thriller",,
tt3544654,90210 Shark Attack,303267,,,1.6,422.0
tt35459987,Disectoid,1419876,,,,
tt35460123,Slash,1624352,,,,
tt35463344,The Meathook Massacre,1516951,The Meathook Massacre,Horror,,
tt35514109,Fantasma,1655094,,,,
tt3552106,Lembur,1528032,Lembur,Horror,,
tt35537722,TV or The Disturbance on Forest Hill Road,1431750,,,6.4,15.0
tt3556108,Shivers Down Your Spine,391317,,,,
tt3560166,Survival Knife,379649,Survival Knife,"Horror,Thriller",3.6,127.0
tt3561490,Making Off,108739,Devil's Weekend,Horror,4.8,210.0
tt3562516,Video Nasties: Draconian Days,251860,Video Nasties: Draconian Days,Documentary,7.8,347.0
tt35625402,The Waiter,1678298,The Waiter,Comedy,,
tt3563892,Silent Retreat,308017,Silent Retreat,"Mystery,Thriller",3.4,983.0
tt35650342,PINPOINT,1473425,,,,
tt35652020,Graveyard Shift,1434418,,,,
tt3567050,Care,447593,,,6.5,17.0
tt35673120,The Soul Lantern,1404783,The Soul Lantern,"Horror,Mystery",5.3,72.0
tt35673297,Ifrit,1445802,Ifrit,"Drama,Horror",,
tt35678652,Sisowath Quay,1405360,,,6.3,48.0
tt35704474,Nai,1438842,,,,
tt35715272,Sunti @Facebook,1484506,Sunti @Facebook,Horror,,
tt3572618,Supervenus,291506,,,7.5,599.0
tt35728304,Bone-Skinny,1434351,,,7.2,67.0
tt35819831,Into Nightmares,1515286,Into Nightmares,"Horror,Mystery",5.4,17.0
tt35823873,Amityville Wasteland,1448812,Amityville Wasteland,Horror,4.3,15.0
tt35826708,The Mexorcist 2,1436517,,,,
tt35829157,Prom Party Massacre,1436573,,,,
tt3589016,She Who Must Burn,267853,She Who Must Burn,"Drama,Horror,Thriller",4.9,492.0
tt3591988,Observance,347097,Observance,"Drama,Horror,Mystery",4.5,1126.0
tt3601650,Tales from Beyond the Grave,586781,Tales from Beyond the Grave,Horror,5.0,17.0
tt36018625,The Man Downstairs,1443485,,,,
tt36020132,Peter Hair,1450401,,,7.5,20.0
tt3602210,Konthayum Poonoolum,270478,Konthayum Poonoolum,"Drama,Romance",5.5,84.0
tt3602910,The Black-Garbed Ghost,1267733,Heiyi Guairen,Horror,,
tt3604156,Aliens: Zone of Silence,483006,Aliens: Zone of Silence,"Adventure,Fantasy,Horror",3.6,734.0
tt36041986,The Last,1524401,The Last,Mystery,6.0,6.0
tt3607814,Tom Holland's Twisted Tales,260602,Tom Holland's Twisted Tales,Horror,4.1,484.0
tt36120708,In and Out of the Hornbeam Maze,1458624,,,,
tt36133730,Breath,1447277,,,,
tt3616444,Precocious Movie Kids,262634,,,8.2,8.0
tt3619972,Pull,582302,Pull,"Horror,Mystery,Thriller",2.9,191.0
tt36238726,Black Fog,1496950,,,5.6,8.0
tt36257250,Sosok Ketiga: Lintrik,1440100,Sosok Ketiga: Lintrik,"Drama,Horror,Thriller",5.3,126.0
tt36257257,Checkout,1509006,,,,
tt36302657,Preparing for the Worst,1478251,,,,
tt3630918,Made Me Do It,456660,Made Me Do It,"Drama,Fantasy,Horror",5.4,66.0
tt36414938,The Guardian Demon,1466131,The Guardian Demon,Horror,6.2,64.0
tt36417146,"Florida, Man",1335839,"Florida, Man","Documentary,Drama,Horror",,
tt36454958,Karmadonna,1418736,Karmadonna,"Action,Horror,Thriller",5.5,168.0
tt36490028,Confession Before the End of the World,1469635,,,8.6,21.0
tt36517051,The Smell of Sin,1489758,,,,
tt36590202,Night Shift,1457290,Puppet Combo's Night Shift,Horror,8.2,30.0
tt36594461,Poison,1467660,,,,
tt3662696,Room 731,788073,,,6.1,136.0
tt3666556,The Eidolon State,290390,,,5.1,62.0
tt36674100,Painting of a Dog,1637416,,,,
tt3668382,Spook Train: Room One – Curtains,417773,,,7.3,88.0
tt36685645,Five Star,1470374,,,7.3,7.0
tt3668934,Blood Stars,482322,,,,
tt36692854,Black Goat,1537268,Black Goat,Horror,3.7,91.0
tt36715047,Pop Monsters,1277457,,,5.9,47.0
tt36718022,A strange encounter,1471877,,,,
tt36719463,Tribe,1537609,Tribe,Horror,6.1,10.0
tt36722477,One by One,1472069,,,,
tt36732833,That's Not Me,1551417,,,9.7,7.0
tt3681238,Schlock Fish,384852,,,8.9,9.0
tt36839002,A Puppet's Madness,1476856,,,,
tt36847396,Primal Darkness,1598802,Primal Darkness,Horror,5.8,141.0
tt3685668,Recovery,421848,Recovery,"Horror,Thriller",4.4,2090.0
tt3686066,Prank,429518,,,5.4,9.0
tt3686782,Bad Trip 3D,464311,Paranormal Bad Trip 3D,"Comedy,Fantasy,Horror",4.8,31.0
tt3688862,Lead Paint,1441219,,,,
tt36960649,F*cking Hell,1489505,,,,
tt36970119,Prey For Us,1639723,,,,
tt36985888,Minor Anger Issues,1497008,,,,
tt3700546,Rem,377617,,,6.6,8.0
tt3704538,V/H/S: Viral,267806,V/H/S Viral,"Action,Adventure,Fantasy",4.2,21821.0
tt3707428,My Little Nightmare,1278544,My Little Nightmare,Thriller,2.4,110.0
tt3711886,Beyond Plain Sight,633145,,,5.6,62.0
tt3713300,Purani Kabar,781179,Purani Kabar,Horror,4.7,18.0
tt37136605,The Pact,1469823,The Pact,"Drama,Mystery,Thriller",4.3,56.0
tt37141359,The Last Ritual: Road to Hell,1659917,The Last Ritual: Road to Hell,Horror,,
tt37157948,The First Night,1456452,,,8.0,5.0
tt3717774,Shaitan Khopdi,500058,Shaitan Khopdi,Horror,2.8,8.0
tt3718824,The Hospital 2,396104,The Hospital 2,Horror,2.1,233.0
tt37188772,Shattered,1494641,Shattered,Horror,4.4,157.0
tt37265541,The Mirror,1506384,,,,
tt37301044,Trace of Blood,1388664,,,4.5,13.0
tt3730570,Six Shooter,1540050,,,,
tt37319733,Mr. Mittens,1535230,,,,
tt37354892,The Study of Dr Cavaglieri,1502749,The Study of Dr Cavaglieri,"Horror,Thriller",,
tt37370873,Der blutige Fluch,362087,,,,
tt37432662,Hysterics,1516815,,,,
tt37432997,The Littles,1518345,,,8.5,30.0
tt37457644,Monster Tapes,1524553,Monster Tapes,Horror,2.8,324.0
tt3753548,Piracy,1667843,,,,
tt37542920,Virtual Assistant,1470424,Virtual Assistant,"Horror,Mystery,Thriller",5.4,352.0
tt37547030,Me The Machine - Lightyears,1589306,,,,
tt3758334,The Final Project,376560,The Final Project,"Horror,Mystery,Thriller",2.9,547.0
tt37593900,Trad,1514533,,,9.0,5.0
tt37618668,Before Night Falls 2,1429248,Menjelang Magrib 2,Horror,7.3,44.0
tt3765892,Trophy Heads,296121,Trophy Heads,Horror,4.9,583.0
tt3770174,Slut,334839,,,6.7,839.0
tt37701986,Miss Polly Had a Dolly,1644069,,,,
tt3772364,"Maria, Leonora, Teresa",297478,"Maria, Leonora, Teresa","Comedy,Drama,Horror",5.2,150.0
tt37728055,Amarre,1555675,,,6.4,33.0
tt37740893,True Affection,1506545,,,,
tt37741473,Tharae The Exorcist,1410193,Tha Rae: The Exorcist,Horror,5.4,139.0
tt3778722,The Raven,371873,,,7.1,8.0
tt3780978,Ermon County: Gateway of the Fallen,1231558,Ermon County: Gateway of the Fallen,"Mystery,Sci-Fi,Thriller",3.1,15.0
tt37901479,Manifest,1557143,,,,
tt37957690,SICK,1490976,,,7.5,15.0
tt37957816,Providence,1544488,,,,
tt37968634,Lady in the Urn,1605903,Lady in the Urn,Horror,6.1,119.0
tt3804376,As a Prelude to Fear,888502,As a Prelude to Fear,"Horror,Mystery,Thriller",3.8,796.0
tt38044308,GAME,1547524,Game,"Horror,Thriller",7.3,25.0
tt3807752,Bhayanak Bhootani,496550,Bhayanak Bhootani,Horror,,
tt38106016,The Man with the Black Umbrella,1399457,The Man with the Black Umbrella,Horror,4.3,553.0
tt3815430,Awaiting,330530,Awaiting,"Drama,Horror,Thriller",4.8,990.0
tt38223449,Omukade,1254594,Omukade,"Horror,Thriller,War",6.1,56.0
tt38225248,Lost Media,1458512,,,6.3,24.0
tt38279719,Elevate,1662826,Elevate,Horror,,
tt3836718,A Body,1419087,,,,
tt3837198,Feng Shui 2,315776,Feng Shui 2,"Horror,Mystery,Thriller",5.5,268.0
tt38428923,The handsaw murder crime of handsaw,1613383,,,,
tt38455756,"Grandma, Where Are You?",1637806,,,,
tt3845696,PMS: Pre-teen Monster Syndrome,1052299,,,7.5,12.0
tt38501948,Съедобное-несъедобное,1628288,,,,
tt3856350,In April,514438,In April,"Action,Drama,Fantasy",6.2,47.0
tt3857092,Volumes of Blood,342818,Volumes of Blood,"Comedy,Drama,Horror",4.4,267.0
tt3859272,Tragedy Girls,413857,Tragedy Girls,"Comedy,Crime,Horror",6.0,13540.0
tt38623880,Comic 8 Revolution: Santet K4bin3t,1501124,Comic 8 Revolution: Santet K4bin3t,"Action,Comedy,Fantasy",4.7,44.0
tt38630810,How I Met My New Best Friend,1562702,,,6.6,28.0
tt38631256,Perfect Fit,1571231,,,,
tt38681723,Canvas,1563936,,,,
tt38688286,The King in Yellow,1594839,,,,
tt38689148,Torment,1575535,Tormento,"Horror,Thriller",4.8,410.0
tt3869498,La Maison qui pleure,778228,,,,
tt38711068,MEIA-NOITE DO MENINO MAU,1555765,,,,
tt38711472,You're Killing Me,1612687,Geestig,"Adventure,Comedy,Horror",6.1,43.0
tt3871968,Real Werewolf Game: The Horror of the Crash Room,1250475,Riaru jinrou gêmu: Senritsu no kurasshu rûmu,\N,,
tt38781352,Girls Remix in Halloween Party,1537768,,,5.7,25.0
tt3878712,Genesis,399155,,,6.3,7.0
tt38806003,PELACARAS,1571950,,,,
tt38808167,My Boo 2,1418302,My Boo 2,"Comedy,Horror,Romance",5.7,149.0
tt3883976,Curse of Mesopotamia,413758,Curse of Mesopotamia,"Horror,Thriller",3.6,272.0
tt38856987,Nick the Killer,1660589,,,,
tt3890216,In Lucidity,1601981,,,5.7,13.0
tt3892306,The Witch Chronicles,581993,The Witch Chronicles,Horror,4.6,35.0
tt3904968,Girl #9,1062283,,,6.3,6.0
tt39074250,Malam 3 Yasinan,1576222,3rd Night of Prayer,"Horror,Thriller",5.6,8.0
tt39094274,TWIN,1612434,Twin,Thriller,3.8,131.0
tt39112028,Dead Copy,1593613,,,,
tt3912672,Hell of a Night,550015,Hell of a Night,"Horror,Thriller",3.3,342.0
tt39181661,Divine Hammer,1586062,Divine Hammer,"Drama,Horror",,
tt3920676,April Fool’s,986974,,,7.4,7.0
tt3922110,The Skin of Your Teeth,267078,,,3.6,15.0
tt3922314,The Raven,1331275,,,8.5,13.0
tt39293253,Lament for a Father and Child,1541949,,,,
tt39307326,Heritage,1610489,Heritage,Horror,,
tt39377014,Blessed is the Night: The Making of Orgy of the Dead 2,1677924,Blessed is the Night: The Making of Orgy of the Dead 2,Documentary,,
tt3949216,Big Bad,392050,Big Bad,"Action,Adventure,Comedy",4.6,319.0
tt3954646,Animas,484436,Ánimas,"Horror,Thriller",4.9,1612.0
tt39568462,Resident Evil Requiem: Evil Has Always Had a Name,1627865,,,7.6,232.0
tt3966792,In The Tall Grass,424652,,,5.6,56.0
tt39695133,Nails,1630658,,,,
tt39880893,Plain Folks,1636875,,,,
tt4010862,Massacre on Aisle 12,437041,Massacre on Aisle 12,"Comedy,Horror",4.6,1908.0
tt4012230,Wild Boar,616329,Barney Burman's Wild Boar,Horror,3.7,286.0
tt4028134,Lake Fear,356690,Lake Fear,"Comedy,Horror",3.1,2150.0
tt4031126,Lycan,440020,Lycan,"Horror,Thriller",3.5,1990.0
tt4043636,Prison Pit: Book One,301992,,,7.7,21.0
tt4045384,Writers Retreat,383348,Writers Retreat,"Crime,Horror,Thriller",4.2,257.0
tt4045450,I Know What You Did Last Summer,1083433,I Know What You Did Last Summer,"Horror,Mystery",5.1,47162.0
tt4050462,World of Death,671324,Munchies,"Comedy,Horror,Sci-Fi",7.8,106.0
tt4054304,Behold the Noose,299526,,,6.9,54.0
tt40631741,The Terranova Case,1423819,,,,
tt4063574,The Canary,1122455,,,8.0,11.0
tt4065214,Wild Men,440949,Wild Men,"Adventure,Comedy,Horror",4.9,141.0
tt4065260,The Fright Night Files,298985,The Fright Night Files,Horror,6.2,123.0
tt4066000,Bad Blood: The Movie,390326,Bad Blood: The Movie,"Fantasy,Horror,Sci-Fi",4.1,427.0
tt4076916,The Unraveling,408221,The Unraveling,"Drama,Horror,Thriller",4.9,415.0
tt4078934,Landlocked,879432,LandLocked,"Drama,Fantasy,Horror",5.0,356.0
tt4082644,Canaries,461767,Canaries,"Action,Adventure,Comedy",3.7,694.0
tt4094724,The Purge: Election Year,316727,The Purge: Election Year,"Action,Horror,Sci-Fi",6.0,118910.0
tt40987120,Rosario,1668958,Rosario,Horror,,
tt4102722,The Night Watchmen,398798,The Night Watchmen,"Action,Comedy,Horror",5.4,3066.0
tt4110104,Piotrek trzynastego 2: Skórza Twarz,430904,Piotrek Trzynastego 2: Skórza Twarz,"Comedy,Horror",4.7,39.0
tt4112300,Massacre at Femur Creek,306642,,,5.5,209.0
tt4112940,The Halloween Store Zombie Wedding Movie,863542,The Halloween Store Zombie Wedding Movie,"Comedy,Horror",4.7,33.0
tt41201825,Dead Ahead,1659730,,,,
tt4132428,A Trip of Terror,1317101,A Trip of Terror,"Crime,Thriller",4.7,18.0
tt4149732,Crush the Skull,345069,Crush the Skull,"Comedy,Horror,Thriller",5.7,1955.0
tt41512620,We're Going to Heaven Soon,1666902,,,,
tt4163234,Semblance,423654,,,5.8,24.0
tt41671568,4.48 Psychosis,1123930,4.48 Psychosis,Horror,,
tt41741847,The Rental Reaper,1671241,,,,
tt4178166,Dark Hearts,366355,Dark Hearts,"Horror,Thriller",7.7,124.0
tt4184812,A Haunting on Washington Avenue: The Temple Theatre,481361,A Haunting on Washington Avenue: The Temple Theatre,Documentary,6.0,178.0
tt41863350,Dead Of Fright,1674990,,,,
tt4189526,Teeth,329061,,,6.8,673.0
tt4194162,White Devil,782667,White Devil,"Action,Drama,Horror",2.7,38.0
tt4194838,Inhumane,1304298,,,6.6,8.0
tt4216984,Wolf Man,710295,Wolf Man,"Horror,Sci-Fi",5.6,43294.0
tt4220422,The Horrible Night,1315094,Ye ban jing hun,Mystery,,
tt4221854,Lumber vs. Jack,409259,Lumber vs. Jack,"Comedy,Horror,Sci-Fi",3.5,84.0
