tconst,title,tmdb_id,primaryTitle,genres,averageRating,numVotes
tt13894060,They Talk,831028,They Talk to Me,"Horror,Mystery,Thriller",3.7,561.0
tt1389779,The Mist: Taming the Beast - The Making of Scene 35,685454,,,8.2,17.0
tt13904218,Arachnado 2: Flaming Spiders,1139129,Arachnado 2: Flaming Spiders,Horror,,
tt1390535,The Final,34583,The Final,"Horror,Thriller",5.3,12669.0
tt13917796,Demon Pit,997390,Demon Pit,Horror,3.4,114.0
tt13918214,Stuffed,804042,,,6.9,114.0
tt13931162,Night Feed,757453,,,,
tt13964390,Under Paris,1001311,Under Paris,"Action,Horror,Sci-Fi",5.2,39545.0
tt13967470,The Dreamcatcher,799904,,,9.4,9.0
tt14011566,Law of Retribution,1045182,,,,
tt14023026,The Dig,796571,,,,
tt14026614,Legend of a Noble Ghost-Cat,1170681,,,,
tt1403987,Rage,85566,Rage,"Action,Drama,Horror",4.3,213.0
tt14041896,The Parenting,850920,The Parenting,"Comedy,Horror",5.7,9028.0
tt14045642,Cache-cache,1267515,,,,
tt14054294,Safe House 1618,897954,Safe House 1618,"Crime,Horror",2.7,165.0
tt14054826,Not at the Table,957124,,,10.0,8.0
tt14073936,Anaconda,956223,,,6.7,31.0
tt14082360,"My Body, Its Choice",870506,,,,
tt1408336,Vampire Hunter Hank,182751,,,7.4,7.0
tt1409584,Gothkill,259847,,,3.9,57.0
tt14099490,Der Dritte Gast,1212574,Der Dritte Gast,"Horror,Thriller",3.3,43.0
tt14102146,Haunted Trail,887130,Haunted Trail,Horror,4.0,763.0
tt14106348,Oscar Tango Hellwater,1541212,Oscar Tango Hellwater,Horror,3.2,20.0
tt1414847,Mrs. Amworth,108780,,,4.5,91.0
tt14182154,El Camping,1407058,,,,
tt14183144,Adiala,869089,Adiala,"Crime,Drama,Thriller",,
tt14191542,The Inverted Woman,802157,,,6.2,8.0
tt14197480,Lachrymose Primrose,1231011,Lachrymose Primrose,"Horror,Thriller",6.3,42.0
tt14202250,Shallow Graves,872940,,,6.5,11.0
tt14213908,Demonoids from Hell,1104761,Demonoids from Hell,Horror,2.6,50.0
tt14223886,Scare Maze,842135,,,6.5,10.0
tt1422673,Gruesome,1395245,,,4.3,44.0
tt14260908,Flyover,806850,Flyover,Thriller,6.6,93.0
tt1429446,Demon Haunt,301655,,,3.5,87.0
tt14298216,Wolf Mountain,1106213,Wolf Mountain,Horror,2.7,450.0
tt1432051,Into the Darkness,642100,,,6.3,10.0
tt14336028,Terrornet,1016696,Terrornet,"Comedy,Horror",3.7,107.0
tt14347992,The Walls Alike and Madding,1019523,,,,
tt14348594,Werewolf Cabal,983527,Werewolf Cabal,"Comedy,Horror",2.7,437.0
tt14354950,Black Hole,872506,,,6.3,47.0
tt14363214,Tirarei as Medidas do Seu Caixão,757672,,,,
tt1437214,Graveyard of the Living Dead,212511,,,4.1,49.0
tt14399128,Hello Ghost,811704,Hello Ghost,"Comedy,Drama,Fantasy",6.5,460.0
tt14412446,Moloch,959558,Moloch,"Horror,Mystery",6.0,8360.0
tt1441857,School Ghost Story: Curse Special,551962,Gakkô no kaidan: Haru no noroi supesharu,"Fantasy,Horror",5.4,14.0
tt1443355,Mutilation Mile,253410,Mutilation Mile,"Crime,Horror,Thriller",4.9,85.0
tt14449392,Slumber Party Massacre,818543,Slumber Party Massacre,"Comedy,Horror",5.1,3876.0
tt14468200,Appalachian,852313,,,,
tt14476124,Ghosty,1043199,Ghosty,"Comedy,Drama,Horror",4.3,537.0
tt1447955,Eyes of the Woods,426333,Eyes of the Woods,Horror,3.8,104.0
tt14480518,Night of the Axe,1061125,Night of the Axe,Horror,4.0,104.0
tt14489002,User_,922596,,,,
tt14502344,They/Them,816977,They/Them,"Drama,Horror,Mystery",4.0,13767.0
tt14507004,Virgil,1042390,,,,
tt14525636,Playing with Spiders,856795,,,,
tt1453245,Devil's Playground,47177,Devil's Playground,"Action,Horror",5.1,5348.0
